Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,5.3,6.4,5.2,3.8,3.9,3.2,4.1,3.1,2.5,2.3,3.0
30000 - 39999,4.3,4.3,4.3,2.8,3.1,3.5,3.0,2.7,1.7,1.8,2.0
40000 - 49999,6.1,5.9,6.1,5.5,4.6,3.0,3.1,2.8,2.4,2.4,2.4
50000 - 59999,9.3,8.7,6.7,5.4,6.0,4.4,4.4,3.2,3.5,2.8,3.1
60000 - 69999,8.2,9.6,8.8,7.1,7.5,5.6,5.2,5.2,4.5,4.5,4.6
70000 - 79999,8.6,7.0,8.6,8.6,7.8,6.6,6.1,4.8,4.8,4.2,4.2
80000 - 89999,10.0,9.4,8.0,8.3,8.3,7.5,6.5,6.0,5.4,5.7,6.1
90000 - 99999,7.1,6.3,7.3,7.3,7.1,7.6,5.9,5.9,5.6,6.0,5.4
100000 - 119999,10.0,11.5,10.7,12.0,12.1,13.4,12.0,13.2,11.6,10.7,10.2
120000 - 139999,9.1,7.9,9.0,10.4,10.2,11.2,12.2,13.4,14.0,13.5,13.1
140000 - 159999,5.6,6.1,5.7,7.2,6.9,8.4,7.8,8.1,10.6,10.0,10.0
160000 - 179999,4.3,4.2,5.5,5.5,5.3,6.1,6.4,6.4,6.8,7.8,8.2
180000 - 199999,2.8,3.3,3.8,3.7,4.4,4.8,5.0,5.0,4.9,5.2,5.8
200000 - 249999,3.8,4.3,5.3,5.3,4.8,5.9,7.3,7.9,7.5,8.7,7.6
250000 - 299999,3.8,2.7,2.2,3.2,3.2,3.3,4.8,4.8,5.8,6.0,4.9
300000 - 399999,0.9,1.3,2.1,2.6,3.4,3.8,3.7,4.1,5.1,4.8,4.6
400000 - 499999,0.8,0.7,0.5,0.9,1.3,1.1,1.6,1.8,1.8,2.1,2.3
500000 and more,0.2,0.3,0.5,0.5,0.2,0.6,0.8,1.7,1.5,1.4,2.6
