Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,5.0,3.1,4.4,3.7,3.8,3.6,1.8,3.4,3.2,2.7,2.2
30000 - 39999,6.5,5.8,5.7,4.6,5.4,3.8,2.3,2.4,2.2,3.1,1.6
40000 - 49999,8.8,7.4,6.4,6.1,7.1,4.5,4.3,4.2,4.0,3.9,2.5
50000 - 59999,9.3,7.1,7.2,5.6,8.8,7.5,5.3,4.5,5.3,4.3,3.7
60000 - 69999,11.7,11.7,9.4,11.2,8.3,7.7,7.1,5.6,6.2,5.8,7.0
70000 - 79999,12.1,14.4,11.8,13.1,9.4,9.3,11.5,7.1,7.2,5.2,5.4
80000 - 89999,10.0,12.3,12.2,11.1,8.9,11.6,10.7,9.1,7.9,7.1,6.1
90000 - 99999,8.0,8.3,9.4,9.4,8.3,7.8,8.4,11.9,8.4,5.4,5.9
100000 - 119999,9.9,11.8,11.5,9.6,11.5,12.2,13.7,13.9,12.4,12.5,11.7
120000 - 139999,5.2,6.8,7.1,7.9,7.9,10.3,10.7,12.6,13.1,13.4,12.8
140000 - 159999,5.2,4.0,3.8,6.6,6.9,6.2,7.9,6.1,6.6,8.9,11.1
160000 - 179999,2.7,2.8,4.1,4.5,2.7,4.4,6.1,4.6,6.6,7.6,8.5
180000 - 199999,2.4,1.0,2.3,2.2,3.3,3.3,2.4,4.2,4.9,5.4,5.4
200000 - 249999,1.9,2.3,2.4,2.2,4.5,4.8,4.2,4.9,6.2,6.3,7.4
250000 - 299999,0.9,0.9,1.4,1.4,1.7,1.8,1.9,2.9,3.2,4.0,4.9
300000 - 399999,0.3,0.3,1.0,0.4,1.2,1.2,0.8,1.4,1.5,3.0,2.3
400000 - 499999,0.1,0.0,0.0,0.4,0.3,0.0,0.7,0.7,0.7,1.0,0.8
500000 and more,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.5,0.3,0.3,0.6
