Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,3.4,3.0,2.6,2.5,2.6,2.2,2.1,1.8,1.2,1.2,2.3
30000 - 39999,3.9,3.8,3.3,2.7,2.5,2.5,2.1,1.8,1.4,1.3,1.7
40000 - 49999,7.3,6.2,5.5,4.0,3.6,3.2,2.5,2.1,2.0,1.8,2.0
50000 - 59999,8.6,8.5,8.1,6.9,5.8,4.8,3.9,3.0,2.6,2.3,2.2
60000 - 69999,10.3,10.2,9.5,8.6,7.5,6.5,6.2,4.6,3.5,3.0,2.7
70000 - 79999,9.5,9.9,9.3,9.1,8.2,7.4,6.8,5.6,4.8,4.0,3.6
80000 - 89999,9.3,9.4,9.2,9.7,8.8,8.2,7.7,6.4,5.4,4.9,4.5
90000 - 99999,6.9,7.0,7.1,7.1,7.0,7.1,7.0,6.0,5.4,4.6,4.4
100000 - 119999,10.5,10.8,10.4,11.0,11.7,11.6,12.0,11.5,10.6,9.5,9.7
120000 - 139999,8.8,8.6,9.1,10.3,10.8,11.9,12.0,13.2,13.0,12.8,12.1
140000 - 159999,5.6,5.8,6.2,6.9,7.6,7.8,8.7,10.9,11.3,11.5,11.4
160000 - 179999,3.9,4.0,4.4,5.3,5.9,6.2,6.4,7.8,8.9,9.1,8.8
180000 - 199999,2.9,2.8,3.4,3.6,3.8,4.1,4.6,5.1,6.0,6.2,6.0
200000 - 249999,3.8,4.5,4.9,4.9,5.8,6.7,7.2,7.9,8.9,10.0,10.2
250000 - 299999,1.9,2.1,2.6,2.8,3.2,4.0,4.2,4.7,5.4,6.2,6.3
300000 - 399999,2.0,2.0,2.4,2.5,2.9,3.5,3.6,4.1,5.2,6.0,6.3
400000 - 499999,0.6,0.7,1.1,1.0,1.0,1.1,1.3,1.8,2.0,2.5,2.6
500000 and more,0.6,0.7,0.9,1.0,1.2,1.2,1.4,1.9,2.4,3.0,3.2
