Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,-,-,-,5.8,4.6,6.0,0.0,8.2,2.6,2.2,1.4
30000 - 39999,-,-,-,5.8,7.7,5.2,6.0,10.8,5.2,3.4,9.0
40000 - 49999,-,-,-,5.5,6.4,7.6,5.5,8.2,5.0,4.4,5.2
50000 - 59999,-,-,-,4.8,5.7,6.5,6.5,11.3,3.8,5.9,3.8
60000 - 69999,-,-,-,9.1,8.0,8.4,4.2,13.4,4.2,4.2,4.9
70000 - 79999,-,-,-,12.3,6.9,5.0,6.2,8.9,6.0,6.6,4.4
80000 - 89999,-,-,-,12.6,8.7,11.3,7.9,8.9,6.4,7.1,2.7
90000 - 99999,-,-,-,7.8,9.3,7.3,7.7,6.5,5.4,5.1,5.2
100000 - 119999,-,-,-,8.8,9.8,7.1,12.2,5.9,12.8,10.3,10.4
120000 - 139999,-,-,-,8.8,7.7,13.1,13.2,4.3,10.8,11.5,14.2
140000 - 159999,-,-,-,6.5,8.2,6.3,9.9,4.6,9.2,8.3,10.4
160000 - 179999,-,-,-,3.5,7.2,3.9,6.0,2.6,6.8,9.5,5.8
180000 - 199999,-,-,-,2.8,4.9,2.4,3.2,1.1,5.6,3.7,4.9
200000 - 249999,-,-,-,1.8,2.8,7.1,5.5,2.6,8.8,6.8,8.2
250000 - 299999,-,-,-,1.3,1.3,1.6,2.2,0.7,3.8,3.4,5.2
300000 - 399999,-,-,-,0.8,0.3,1.3,1.5,2.0,1.6,4.4,2.7
400000 - 499999,-,-,-,1.8,0.0,0.0,1.2,0.0,0.2,1.5,0.8
500000 and more,-,-,-,0.3,0.5,0.0,1.2,0.0,1.8,1.7,0.5
