Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,-,-,-,-,-,0.9,0.4,0.9,0.5,0.4,0.8
30000 - 39999,-,-,-,-,-,1.5,1.4,1.2,0.9,0.7,1.0
40000 - 49999,-,-,-,-,-,2.0,1.0,1.0,1.1,0.8,1.4
50000 - 59999,-,-,-,-,-,3.7,1.7,1.7,1.2,1.7,2.9
60000 - 69999,-,-,-,-,-,6.1,4.6,5.8,2.4,3.1,7.1
70000 - 79999,-,-,-,-,-,5.7,8.0,7.5,6.3,5.3,6.5
80000 - 89999,-,-,-,-,-,8.1,8.4,9.0,8.2,8.2,9.8
90000 - 99999,-,-,-,-,-,7.2,6.6,7.4,7.4,6.7,6.7
100000 - 119999,-,-,-,-,-,13.8,13.5,12.0,13.2,13.6,11.6
120000 - 139999,-,-,-,-,-,17.7,17.0,12.7,14.4,12.9,14.1
140000 - 159999,-,-,-,-,-,7.9,11.2,11.0,11.8,9.6,9.0
160000 - 179999,-,-,-,-,-,5.4,5.4,7.1,8.7,10.4,6.9
180000 - 199999,-,-,-,-,-,4.4,4.5,5.4,5.9,5.5,7.2
200000 - 249999,-,-,-,-,-,8.3,8.8,7.9,9.1,8.5,6.9
250000 - 299999,-,-,-,-,-,2.6,2.8,4.4,4.5,6.5,4.5
300000 - 399999,-,-,-,-,-,2.6,3.2,3.8,2.8,4.5,2.8
400000 - 499999,-,-,-,-,-,1.1,0.7,0.8,0.5,0.9,0.3
500000 and more,-,-,-,-,-,0.9,0.8,0.5,1.0,0.6,0.5
