Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,10.1,10.0,9.7,7.7,8.9,8.6,8.4,5.7,5.3,7.2,6.8
30000 - 39999,8.3,9.1,8.4,8.0,5.8,5.7,5.5,4.0,4.1,4.1,5.5
40000 - 49999,9.9,9.6,10.2,9.1,8.5,7.7,6.4,5.5,5.5,4.3,5.1
50000 - 59999,9.9,12.2,11.6,9.4,9.8,7.8,8.7,6.1,6.0,5.7,5.0
60000 - 69999,11.4,9.6,9.7,11.6,10.2,9.9,9.2,8.7,8.3,8.2,6.9
70000 - 79999,10.5,9.8,9.0,9.9,9.2,9.5,9.1,7.9,9.2,7.7,7.4
80000 - 89999,8.8,9.6,8.4,10.0,8.3,8.5,8.4,9.2,7.9,8.6,8.8
90000 - 99999,7.2,6.7,6.9,6.5,8.6,8.1,6.6,6.4,6.9,5.6,6.1
100000 - 119999,8.2,8.6,8.5,10.4,11.5,10.3,10.5,13.2,11.1,12.7,10.9
120000 - 139999,4.9,5.8,5.1,6.5,6.8,8.5,9.5,10.4,11.2,10.1,10.5
140000 - 159999,4.3,2.7,4.6,3.4,3.1,4.7,5.4,6.3,7.0,8.1,6.8
160000 - 179999,2.2,1.4,2.5,2.0,3.3,2.8,4.1,5.9,5.7,5.5,6.4
180000 - 199999,1.4,1.3,1.4,1.3,2.5,2.5,2.4,2.9,3.3,3.6,3.4
200000 - 249999,1.3,2.2,1.8,1.7,2.4,3.0,3.1,4.6,4.8,4.6,5.7
250000 - 299999,0.8,0.6,1.1,1.1,0.7,1.0,1.4,1.4,1.8,2.2,2.2
300000 - 399999,0.6,0.7,0.9,0.8,0.5,1.0,1.0,1.4,1.6,1.2,2.0
400000 - 499999,0.1,0.2,0.0,0.3,0.1,0.2,0.1,0.2,0.4,0.2,0.3
500000 and more,0.0,0.1,0.1,0.2,0.0,0.1,0.4,0.2,0.0,0.3,0.3
