Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,15.0,15.9,12.1,10.1,11.7,12.1,13.3,9.6,10.4,13.3,8.4
30000 - 39999,12.5,9.6,7.5,8.3,7.0,5.2,7.6,6.3,5.5,7.2,6.2
40000 - 49999,10.7,12.9,8.8,8.5,7.0,7.8,9.3,8.6,4.5,6.1,8.9
50000 - 59999,11.8,8.3,11.7,11.3,10.8,6.7,6.3,7.6,8.1,7.2,6.7
60000 - 69999,8.6,9.0,10.2,11.3,10.6,9.7,11.2,8.6,8.7,7.4,8.6
70000 - 79999,10.4,8.1,11.7,9.7,10.8,9.7,7.6,8.2,6.6,10.2,8.4
80000 - 89999,6.3,9.2,8.6,8.1,6.3,7.3,8.6,7.5,9.6,8.2,8.6
90000 - 99999,6.1,4.4,5.7,4.8,5.6,7.6,5.5,5.9,5.3,4.5,7.2
100000 - 119999,6.1,9.0,6.8,9.2,12.0,9.5,7.4,11.0,10.8,7.2,8.1
120000 - 139999,4.5,4.1,6.6,7.8,4.7,8.0,6.8,8.8,8.5,7.0,7.9
140000 - 159999,2.9,2.8,3.5,3.2,4.7,6.3,6.1,5.5,6.2,7.4,5.9
160000 - 179999,1.8,2.2,2.6,1.4,2.0,2.4,3.0,3.5,5.1,3.9,3.5
180000 - 199999,1.8,1.7,2.2,1.8,2.0,3.0,2.1,2.7,1.9,3.1,3.7
200000 - 249999,1.1,2.2,0.9,3.0,2.7,2.6,3.0,3.5,3.8,3.5,4.2
250000 - 299999,0.2,0.2,0.4,0.5,0.7,1.3,0.8,1.8,2.3,2.0,2.0
300000 - 399999,0.0,0.4,0.4,0.7,1.1,0.4,1.1,0.4,1.3,1.0,1.5
400000 - 499999,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.2
500000 and more,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,1.1,0.6,0.0
