Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,6.5,5.7,5.7,-,-,4.6,1.8,0.4,0.8,1.1,1.4
30000 - 39999,5.8,5.8,4.5,-,-,3.3,4.2,1.4,0.6,0.8,1.2
40000 - 49999,10.8,8.1,6.1,-,-,3.0,3.0,2.3,1.5,1.2,1.4
50000 - 59999,7.7,8.0,8.1,-,-,6.5,4.4,2.8,1.7,1.9,2.6
60000 - 69999,10.0,8.4,6.4,-,-,6.2,5.4,4.7,2.3,3.4,3.1
70000 - 79999,6.6,10.1,5.9,-,-,5.9,5.6,5.5,3.6,3.5,2.7
80000 - 89999,7.5,7.1,6.8,-,-,6.4,6.2,5.2,4.5,4.1,4.2
90000 - 99999,4.7,5.2,6.6,-,-,5.9,5.4,4.6,3.9,3.6,4.3
100000 - 119999,6.6,7.4,7.9,-,-,6.8,6.5,7.2,8.6,6.7,6.3
120000 - 139999,6.1,8.0,8.8,-,-,8.5,8.5,7.9,9.2,10.3,7.8
140000 - 159999,4.9,4.2,5.2,-,-,7.9,7.1,7.0,7.5,7.5,7.8
160000 - 179999,4.9,3.4,4.5,-,-,6.5,6.0,9.6,8.9,8.2,6.7
180000 - 199999,3.1,3.1,4.4,-,-,5.7,5.2,5.1,5.8,4.6,4.6
200000 - 249999,6.8,6.2,8.3,-,-,6.2,9.9,10.0,10.7,10.1,9.2
250000 - 299999,4.7,4.4,4.9,-,-,5.8,6.8,7.5,6.2,10.2,9.2
300000 - 399999,1.6,2.9,4.3,-,-,5.7,7.7,9.1,12.1,9.9,11.7
400000 - 499999,0.5,0.8,0.6,-,-,3.1,2.7,4.3,5.3,5.3,5.5
500000 and more,1.0,1.0,1.0,-,-,2.1,3.5,5.6,6.8,7.7,10.1
