Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,-,-,-,-,-,5.7,4.9,4.7,4.8,3.7,6.0
30000 - 39999,-,-,-,-,-,3.9,4.0,4.2,3.7,4.0,4.4
40000 - 49999,-,-,-,-,-,4.4,4.2,3.8,4.0,3.3,4.8
50000 - 59999,-,-,-,-,-,5.9,5.6,5.0,5.1,4.1,4.6
60000 - 69999,-,-,-,-,-,8.2,7.3,5.8,5.6,5.7,5.7
70000 - 79999,-,-,-,-,-,6.8,7.4,6.5,7.2,6.7,5.9
80000 - 89999,-,-,-,-,-,8.2,9.0,6.4,7.1,7.3,5.7
90000 - 99999,-,-,-,-,-,7.9,7.7,7.7,6.7,5.8,5.8
100000 - 119999,-,-,-,-,-,12.6,12.5,13.2,12.4,12.0,12.7
120000 - 139999,-,-,-,-,-,11.3,11.4,13.1,11.6,12.5,10.8
140000 - 159999,-,-,-,-,-,7.8,7.5,8.6,9.7,8.7,8.4
160000 - 179999,-,-,-,-,-,5.7,6.0,6.1,6.4,6.7,7.0
180000 - 199999,-,-,-,-,-,3.6,3.2,4.3,4.2,4.9,4.7
200000 - 249999,-,-,-,-,-,3.6,4.8,5.0,5.0,5.9,5.5
250000 - 299999,-,-,-,-,-,1.4,2.0,2.8,3.2,3.9,4.0
300000 - 399999,-,-,-,-,-,2.0,1.9,1.7,2.3,2.9,2.4
400000 - 499999,-,-,-,-,-,0.7,0.2,1.0,0.7,0.9,1.0
500000 and more,-,-,-,-,-,0.4,0.3,0.3,0.4,0.9,0.4
