Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,17.8,13.5,12.2,12.6,13.0,14.3,11.7,10.1,7.8,5.2,5.1
30000 - 39999,11.2,10.2,8.3,5.4,7.8,5.4,6.5,4.1,4.4,4.9,3.0
40000 - 49999,12.5,13.5,10.6,10.5,8.8,6.5,5.8,5.4,5.2,3.7,3.6
50000 - 59999,10.9,10.8,12.3,9.3,11.4,8.6,7.4,7.1,5.1,5.2,4.1
60000 - 69999,9.5,10.7,13.5,12.9,10.5,11.4,11.5,10.4,8.8,7.3,4.9
70000 - 79999,7.4,7.4,9.0,7.6,9.2,9.9,8.2,8.8,8.4,7.0,6.4
80000 - 89999,6.3,7.2,5.7,7.9,7.4,6.8,8.9,8.9,9.0,8.2,7.7
90000 - 99999,4.6,6.3,3.5,4.5,4.6,6.1,6.0,5.8,7.3,5.5,7.7
100000 - 119999,7.4,7.4,8.9,8.5,7.8,9.5,10.3,10.8,9.0,9.3,10.3
120000 - 139999,5.0,5.0,5.7,7.8,6.7,7.1,9.1,8.1,11.0,10.2,8.7
140000 - 159999,3.3,4.2,3.9,4.1,4.1,3.3,4.4,5.8,6.3,9.1,10.7
160000 - 179999,1.9,1.4,2.5,3.2,2.4,4.5,2.8,4.6,4.3,5.4,7.3
180000 - 199999,0.6,0.5,1.2,1.8,1.8,2.6,1.7,2.8,4.3,4.9,6.1
200000 - 249999,0.9,1.2,1.7,2.8,2.6,1.8,2.0,4.2,4.4,7.2,7.6
250000 - 299999,0.6,0.5,0.9,0.6,1.4,1.5,1.4,1.4,2.3,3.4,4.4
300000 - 399999,0.1,0.3,0.1,0.1,0.4,0.5,1.5,1.3,1.5,2.2,1.8
400000 - 499999,0.1,0.0,0.1,0.1,0.0,0.1,0.5,0.2,0.4,0.5,0.2
500000 and more,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.9,0.5
