Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.7,0.4,0.3,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.3
30000 - 39999,1.1,1.7,0.1,0.5,0.8,0.5,0.5,0.5,0.4,0.2,0.8
40000 - 49999,3.5,2.6,2.1,1.7,0.8,0.4,1.0,1.1,1.0,1.4,1.6
50000 - 59999,6.8,3.9,3.6,2.1,2.1,1.6,0.9,0.9,1.3,1.8,3.7
60000 - 69999,10.9,8.6,4.7,3.4,3.2,3.4,2.8,2.8,2.8,3.9,4.4
70000 - 79999,20.9,15.8,9.5,5.4,3.7,2.7,4.0,3.5,4.3,5.3,5.5
80000 - 89999,14.9,18.3,16.4,11.7,7.7,7.5,6.4,7.4,6.2,5.2,6.2
90000 - 99999,9.1,14.5,16.2,15.1,14.5,9.7,11.0,8.8,7.6,6.6,5.8
100000 - 119999,9.0,10.8,17.3,24.9,29.2,26.5,24.1,24.1,22.4,14.6,10.6
120000 - 139999,6.7,7.3,9.0,10.1,14.5,15.5,15.1,16.2,15.6,11.1,9.0
140000 - 159999,4.3,4.4,4.8,5.0,5.9,7.3,7.2,7.5,7.9,6.5,6.4
160000 - 179999,2.3,2.8,3.6,4.3,4.2,5.6,6.5,4.5,4.8,4.5,5.5
180000 - 199999,1.8,1.4,2.2,2.3,1.4,2.2,2.7,2.4,3.6,3.9,5.6
200000 - 249999,3.8,2.5,3.3,4.3,3.5,4.3,3.5,3.6,5.8,13.3,12.7
250000 - 299999,1.8,1.9,2.4,2.5,2.3,4.1,4.2,4.2,4.6,6.8,7.4
300000 - 399999,0.7,0.8,2.4,3.8,3.8,5.2,5.4,7.3,5.0,9.0,8.3
400000 - 499999,0.9,1.1,1.0,1.4,1.0,1.8,2.1,2.4,2.7,3.7,3.2
500000 and more,0.8,1.2,1.0,1.2,1.3,1.6,2.4,2.7,4.1,2.3,2.9
