Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,0.7,0.7,0.7,0.3,0.2,0.3,0.2,0.1,0.2,0.2,0.4
30000 - 39999,1.3,1.3,1.1,0.8,0.7,0.5,0.6,0.6,0.6,0.6,1.5
40000 - 49999,3.6,2.9,2.1,1.3,1.5,0.9,1.2,1.0,1.5,1.4,2.6
50000 - 59999,6.4,6.0,4.2,2.6,2.1,1.2,2.0,1.8,1.6,2.2,2.6
60000 - 69999,10.7,8.6,6.7,4.3,3.7,3.1,3.3,2.5,2.8,3.7,3.5
70000 - 79999,12.3,12.9,9.6,6.5,5.7,4.9,4.5,4.0,3.7,4.7,4.8
80000 - 89999,11.8,11.9,13.1,11.9,10.2,8.6,8.5,6.5,6.2,6.2,5.4
90000 - 99999,8.7,9.7,10.7,12.2,11.6,10.6,10.3,8.5,7.3,6.8,6.2
100000 - 119999,12.3,12.6,14.1,16.6,18.7,19.7,19.2,17.7,17.2,16.0,15.0
120000 - 139999,10.3,9.9,11.9,12.3,14.1,15.3,15.0,16.9,16.7,16.0,15.9
140000 - 159999,7.1,7.2,7.6,9.7,9.8,10.5,9.8,11.9,11.8,10.7,11.3
160000 - 179999,5.0,5.5,6.2,7.2,7.2,8.1,8.2,8.9,9.3,9.1,8.2
180000 - 199999,2.7,3.0,3.6,4.9,5.3,5.5,5.7,6.2,6.3,6.1,5.9
200000 - 249999,3.7,4.1,4.3,4.6,5.0,5.9,5.6,6.4,7.2,7.6,7.7
250000 - 299999,1.9,1.4,1.9,2.0,1.9,2.3,2.7,2.8,3.6,3.8,4.1
300000 - 399999,1.0,1.5,1.3,1.9,1.5,1.5,2.2,2.4,2.6,3.1,3.1
400000 - 499999,0.3,0.3,0.4,0.4,0.6,0.6,0.6,1.0,0.9,1.2,1.0
500000 and more,0.4,0.5,0.5,0.4,0.3,0.3,0.5,0.7,0.6,0.7,0.8
