Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,1.9,1.6,1.5,1.5,1.5,1.5,2.2,2.0,1.1,1.0,1.1
30000 - 39999,2.4,2.2,1.5,1.5,1.4,2.6,3.0,3.0,2.2,1.7,1.8
40000 - 49999,3.7,3.2,2.6,2.1,2.4,2.7,2.4,2.1,1.9,1.7,1.7
50000 - 59999,4.4,3.7,3.3,2.9,2.8,2.4,1.9,1.7,1.8,1.7,1.3
60000 - 69999,6.1,5.5,4.6,3.3,2.7,2.4,2.0,1.8,1.9,1.8,2.1
70000 - 79999,7.6,6.1,5.3,4.8,4.4,3.3,3.1,2.2,2.1,2.4,2.6
80000 - 89999,8.0,8.2,6.1,5.4,5.4,4.2,4.2,3.2,2.7,2.5,3.0
90000 - 99999,6.9,7.5,6.4,6.6,5.7,5.2,4.9,3.8,2.9,3.0,2.6
100000 - 119999,11.6,11.3,11.9,11.5,11.9,11.7,12.0,9.7,9.3,8.1,7.4
120000 - 139999,10.1,11.5,12.2,12.9,12.1,12.3,12.7,11.7,12.2,11.3,11.1
140000 - 159999,8.1,7.0,8.0,9.6,9.8,10.2,10.2,10.0,10.5,10.3,9.1
160000 - 179999,6.4,5.6,6.1,7.2,6.9,7.5,7.4,8.6,8.2,8.0,8.0
180000 - 199999,4.8,4.5,5.6,5.4,4.6,5.8,5.3,6.3,6.3,6.4,6.6
200000 - 249999,7.1,8.5,8.1,8.1,9.1,9.1,8.4,9.8,10.5,11.1,11.4
250000 - 299999,4.7,4.9,5.8,6.1,6.2,6.7,6.5,6.9,7.2,7.2,7.3
300000 - 399999,4.0,5.0,6.8,6.5,7.3,6.7,7.2,7.9,9.2,9.6,9.8
400000 - 499999,1.1,1.7,2.1,2.2,2.9,2.9,3.0,3.8,4.2,4.8,4.9
500000 and more,1.0,1.8,2.2,2.4,2.8,2.7,3.7,5.6,5.8,7.3,8.0
