Price Range,Percent Distribution
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
$29999 or less,10.2,5.7,7.2,4.9,4.2,4.8,2.7,2.3,1.5,1.1,2.6
30000 - 39999,8.9,10.6,7.7,6.3,6.2,5.5,4.8,3.7,3.1,2.3,2.8
40000 - 49999,9.1,9.7,7.7,8.8,7.2,6.7,6.0,5.6,4.7,4.3,4.3
50000 - 59999,10.8,11.4,12.6,11.4,9.8,10.0,9.1,6.4,7.3,6.7,9.4
60000 - 69999,11.9,14.8,11.7,11.2,11.0,10.1,10.8,7.2,9.3,8.7,11.8
70000 - 79999,10.8,10.6,6.6,8.6,7.7,7.3,8.2,7.8,8.5,8.8,11.6
80000 - 89999,7.4,9.3,12.6,7.6,8.6,7.9,7.7,8.2,6.8,7.0,6.3
90000 - 99999,5.9,4.4,6.6,6.9,6.9,4.9,8.2,5.7,6.5,4.3,5.0
100000 - 119999,8.5,6.3,7.4,8.4,11.0,11.3,11.0,10.2,10.4,9.5,9.0
120000 - 139999,6.5,6.3,5.5,8.0,8.3,10.1,8.4,8.9,8.8,8.4,7.8
140000 - 159999,2.8,4.0,4.0,3.9,5.0,5.2,5.4,7.6,6.9,6.1,6.9
160000 - 179999,1.5,1.9,2.6,3.7,4.8,4.2,4.5,6.2,4.5,7.3,4.0
180000 - 199999,2.2,1.3,1.7,2.5,2.1,2.1,2.4,4.8,5.1,3.7,2.8
200000 - 249999,2.4,2.3,2.8,4.3,3.8,3.7,3.8,3.4,6.2,8.3,6.4
250000 - 299999,0.2,0.6,1.3,0.8,2.3,3.0,2.9,4.8,3.5,3.4,3.6
300000 - 399999,0.9,0.9,1.3,1.8,1.2,2.4,2.6,4.5,4.2,5.1,3.3
400000 - 499999,0.0,0.2,0.4,0.4,0.2,0.4,0.8,1.9,1.4,2.3,1.0
500000 and more,0.0,0.0,0.2,0.4,0.0,0.3,0.9,0.9,1.6,2.7,1.5
