"year","quarter","statefips","countyfips","type","total","vac","nostat","vac_days","nostat_days"
2007,2,"40","069","1",4147,148,763,51128,405176
2007,2,"40","071","1",24914,2258,952,869549,446519
2007,2,"40","073","1",6511,220,860,97687,354268
2007,2,"40","075","1",5259,457,461,216872,231893
2007,2,"40","077","1",3964,120,1652,58724,376887
2007,2,"40","079","1",23697,317,6866,166237,3626629
2007,2,"40","081","1",13568,642,1941,285379,852877
2007,2,"40","083","1",15428,589,1955,257514,914236
2007,2,"40","085","1",3826,135,325,59945,126470
2007,2,"40","087","1",15756,168,2629,69737,1271401
2007,2,"40","089","1",14738,392,1386,195201,639687
2007,2,"40","091","1",10573,385,1057,157005,489151
2007,2,"40","093","1",3349,195,291,83149,141176
2007,2,"40","095","1",6448,135,883,60544,336792
2007,2,"40","097","1",18851,192,5854,93222,3149821
2007,2,"40","099","1",6143,303,532,141606,255355
2007,2,"40","101","1",32255,1516,2261,705459,1093890
2007,2,"40","103","1",5134,232,498,111913,244740
2007,2,"40","105","1",4242,189,335,94542,165594
2007,2,"40","107","1",4955,129,946,72251,332878
2007,2,"40","109","1",363139,22133,16835,9247122,7911571
2007,2,"40","111","1",19139,986,1369,430593,619947
2007,2,"40","113","1",19349,831,5283,385967,2244815
2007,2,"40","115","1",15169,728,884,288452,377231
2007,2,"40","117","1",8314,253,1775,132241,867105
2007,2,"40","119","1",38666,1541,3573,685034,1698527
2007,2,"40","121","1",17506,781,1504,379602,624905
2007,2,"40","123","1",17463,653,1390,280140,664898
2007,2,"40","125","1",31209,1125,2622,501707,1073727
2007,2,"40","127","1",4063,115,602,61647,280072
2007,2,"40","129","1",1055,0,105,0,46274
2007,2,"40","131","1",38694,332,5686,161932,2774489
2007,2,"40","133","1",14244,1021,3893,440864,1893473
2007,2,"40","135","1",17755,191,4553,79539,2009214
2007,2,"40","137","1",22876,1078,1915,486289,934438
2007,2,"40","139","1",6586,239,253,96868,115795
2007,2,"40","141","1",3635,296,536,126530,289059
2007,2,"40","143","1",316107,10351,11249,4330042,4703282
2007,2,"40","145","1",31670,294,5832,152186,2925577
2007,2,"40","147","1",25974,1187,1186,550715,541970
2007,2,"40","149","1",3882,211,554,94441,264889
2007,2,"40","151","1",6258,619,1501,259672,801089
2007,2,"40","153","1",9166,347,531,150467,249089
2007,2,"41","001","1",7681,352,558,148632,278535
2007,2,"41","003","1",42969,1073,4472,327087,2047516
2007,2,"41","005","1",166520,3650,10163,1028895,4368833
2007,2,"41","007","1",20573,959,1877,414192,906615
2007,2,"41","009","1",20124,393,1097,113828,501352
2007,2,"41","011","1",30568,794,1781,316679,770549
2007,2,"41","013","1",10436,284,884,85862,396716
2007,2,"41","015","1",7999,0,1481,0,628484
2007,2,"41","017","1",80397,1557,9038,574775,3702358
2007,2,"41","019","1",42560,1152,3146,392922,1393744
2007,2,"41","021","1",158,1,26,585,4685
2007,2,"41","023","1",2841,120,645,48097,347158
2007,2,"41","025","1",3170,163,286,76520,151349
2007,2,"41","027","1",9776,198,897,68137,374506
2007,2,"41","029","1",97043,2708,5907,772116,2401380
2007,2,"41","031","1",7561,60,569,14575,227442
2007,2,"41","033","1",38137,822,2823,273070,1187952
2007,2,"41","035","1",29144,1206,1367,429455,590849
2007,2,"41","037","1",2954,93,228,35043,109586
2007,2,"41","039","1",168670,3630,11802,1138222,4989062
2007,2,"41","041","1",23103,972,2718,391579,1255741
2007,2,"41","043","1",50592,1286,2651,519197,1167579
2007,2,"41","045","1",13214,440,1174,185005,562432
2007,2,"41","047","1",130252,3374,5801,1130415,2526306
2007,2,"41","049","1",2897,1,603,246,287340
2007,2,"41","051","1",370414,14577,12789,4320165,4759374
2007,2,"41","053","1",31752,719,1606,251692,668972
2007,2,"41","055","1",294,0,36,0,20992
2007,2,"41","057","1",9933,125,1136,42711,510303
2007,2,"41","059","1",30379,902,2236,361236,977988
2007,2,"41","061","1",10915,184,787,78183,291922
2007,2,"41","063","1",2749,71,270,28686,121460
2007,2,"41","065","1",11334,217,709,83935,345745
2007,2,"41","067","1",239916,5818,11473,1597104,5190111
2007,2,"41","069","1",264,0,25,0,12146
2007,2,"41","071","1",37524,500,2035,169727,900596
2007,2,"42","001","1",42238,144,3151,55247,1420564
2007,2,"42","003","1",662151,36915,21128,13408537,9412906
2007,2,"42","005","1",38846,1508,10149,556888,4470197
2007,2,"42","007","1",86970,4714,3175,1800180,1185513
2007,2,"42","009","1",23584,268,2118,78738,985761
2007,2,"42","011","1",178121,2753,10949,895469,5057932
2007,2,"42","013","1",59965,1042,3424,278632,1514796
2007,2,"42","015","1",30520,592,3340,215127,1612363
2007,2,"42","017","1",258495,2292,2765,1054010,1351841
2007,2,"42","019","1",87368,3639,4136,1367258,1956062
2007,2,"42","021","1",66654,1998,4777,524583,2058893
2007,2,"42","023","1",3205,195,442,70322,200061
2007,2,"42","025","1",29651,476,2073,203826,922163
2007,2,"42","027","1",60237,870,4321,294129,2179673
2007,2,"42","029","1",205210,3060,6414,1100679,2927096
2007,2,"42","031","1",24156,926,6730,333350,3831324
2007,2,"42","033","1",38085,782,5853,258598,2993011
2007,2,"42","035","1",16238,391,1315,157843,629017
2007,2,"42","037","1",32139,520,3963,172817,2090499
2007,2,"42","039","1",52062,2872,3178,1161258,1690592
2007,2,"42","041","1",112296,1018,7945,323160,3684583
2007,2,"42","043","1",136357,3578,7363,1200444,3193706
2007,2,"42","045","1",239983,5415,2225,2668250,967958
2007,2,"42","047","1",17995,621,2645,241599,1306486
2007,2,"42","049","1",134020,6447,4509,2390267,2107994
2007,2,"42","051","1",59103,1627,4571,532305,2036514
2007,2,"42","053","1",2063,134,489,53235,271017
2007,2,"42","055","1",51624,526,3332,168457,1355964
2007,2,"42","057","1",7018,99,466,26004,215418
2007,2,"42","059","1",15040,265,1146,98738,495547
2007,2,"42","061","1",20338,282,5734,108074,2303912
2007,2,"42","063","1",39624,425,4475,130043,2131579
2007,2,"42","065","1",25267,661,5567,218043,2833422
2007,2,"42","067","1",7794,36,391,11917,171654
2007,2,"42","069","1",113337,2724,7319,982246,2876036
2007,2,"42","071","1",216671,1326,13228,319743,6020137
2007,2,"42","073","1",56676,2872,12283,1140420,6964567
2007,2,"42","075","1",57884,711,4188,221684,1834358
2007,2,"42","077","1",161130,1837,6494,737656,2859310
2007,2,"42","079","1",168382,5836,12826,1976559,5685316
2007,2,"42","081","1",58284,1331,2522,516847,1061893
2007,2,"42","083","1",24550,765,5893,294849,3122384
2007,2,"42","085","1",58598,3698,1791,1415722,828053
2007,2,"42","087","1",21280,415,1671,146547,739657
2007,2,"42","089","1",66193,313,7537,143222,2690191
2007,2,"42","091","1",351504,5191,4922,2175933,2209121
2007,2,"42","093","1",8268,102,398,24658,192826
2007,2,"42","095","1",132080,1160,5583,558764,2536852
2007,2,"42","097","1",48291,2360,6699,953948,1729687
2007,2,"42","099","1",20032,113,2097,33599,881915
2007,2,"42","101","1",713464,31682,8310,17055978,3985591
2007,2,"42","103","1",31506,143,4870,40646,2338366
2007,2,"42","105","1",9216,196,1841,40745,794064
2007,2,"42","107","1",71392,2343,5174,912500,2481598
2007,2,"42","109","1",17578,117,4119,29086,1807228
2007,2,"42","111","1",34886,508,2805,174198,1277994
2007,2,"42","113","1",1907,22,267,6256,122501
2007,2,"42","115","1",19419,215,2628,66030,1345634
2007,2,"42","117","1",19252,351,3199,121052,1147422
2007,2,"42","119","1",20195,159,4934,35056,2657551
2007,2,"42","121","1",32357,1620,6444,628235,3621215
2007,2,"42","123","1",19947,1538,2114,545653,432592
2007,2,"42","125","1",94502,3977,3846,1581681,1587951
2007,2,"42","127","1",25880,256,3977,94455,1903933
2007,2,"42","129","1",197931,6490,32218,2302240,15842765
2007,2,"42","131","1",11969,33,1037,9470,493733
2007,2,"42","133","1",192631,1825,10832,549627,4728851
2007,2,"44","001","1",23015,594,789,220544,395821
2007,2,"44","003","1",82121,1397,1662,600277,658998
2007,2,"44","005","1",45346,1433,2036,597185,975630
2007,2,"44","007","1",288346,9014,5741,3467441,2669811
2007,2,"44","009","1",61679,697,4186,321066,2177843
2007,2,"45","001","1",11498,616,528,185550,250802
2007,2,"45","003","1",72129,3522,3682,1194599,1745308
2007,2,"45","005","1",4388,490,426,210864,236421
2007,2,"45","007","1",90215,4647,3426,1693608,1411885
2007,2,"45","009","1",6451,595,495,266715,230984
2007,2,"45","011","1",11667,834,1257,272339,678670
2007,2,"45","013","1",94171,10418,10883,4766128,4990073
2007,2,"45","015","1",64534,755,5447,357119,2428310
2007,2,"45","017","1",6078,165,694,77481,348347
2007,2,"45","019","1",193857,7280,19900,2991811,9588471
2007,2,"45","021","1",27090,1051,1559,405541,690390
2007,2,"45","023","1",16637,653,1349,237645,535014
2007,2,"45","025","1",20158,602,2108,239627,959626
2007,2,"45","027","1",18481,183,5367,47176,2860539
2007,2,"45","029","1",20141,465,2558,158440,1232661
2007,2,"45","031","1",33319,1050,3600,415596,1732274
2007,2,"45","033","1",13538,423,1592,163146,769719
2007,2,"45","035","1",55982,745,3166,295732,1363400
2007,2,"45","037","1",11958,453,881,126602,446492
2007,2,"45","039","1",11294,472,1018,150432,457744
2007,2,"45","041","1",65650,1882,5107,809315,2395116
2007,2,"45","043","1",34387,621,4004,275494,2034441
2007,2,"45","045","1",211878,9616,7648,3158548,2855469
2007,2,"45","047","1",33854,1811,1042,523850,414445
2007,2,"45","049","1",6445,516,586,143479,294091
2007,2,"45","051","1",169569,11843,21960,5321192,10031048
2007,2,"45","053","1",7024,449,414,112888,194313
2007,2,"45","055","1",27198,664,1974,277490,864831
2007,2,"45","057","1",27520,1001,1669,332594,684840
2007,2,"45","059","1",31256,2005,1058,731195,467189
2007,2,"45","061","1",8153,244,754,83104,356177
2007,2,"45","063","1",118907,2869,8288,915056,3420941
2007,2,"45","065","1",2741,196,154,44426,80094
2007,2,"45","067","1",16009,453,1879,190728,886396
2007,2,"45","069","1",13239,756,1353,341281,629675
2007,2,"45","071","1",19996,1008,1437,396201,709427
2007,2,"45","073","1",37744,1757,1509,542565,607558
2007,2,"45","075","1",42231,1835,3558,792881,1652944
2007,2,"45","077","1",55036,2147,1832,630190,757376
2007,2,"45","079","1",172092,7411,7055,2647277,2981860
2007,2,"45","081","1",6931,126,596,43427,289677
2007,2,"45","083","1",129283,5535,5599,1830544,2305538
2007,2,"45","085","1",52385,2153,4627,762298,2308334
2007,2,"45","087","1",14255,664,393,237459,162844
2007,2,"45","089","1",14850,329,2046,143275,1016464
2007,2,"45","091","1",98146,2404,7047,854439,2743507
2007,2,"46","003","1",859,0,157,0,80266
2007,2,"46","005","1",8756,472,478,192501,220615
2007,2,"46","007","1",251,0,27,0,9423
2007,2,"46","009","1",1857,0,324,0,153243
2007,2,"46","011","1",13345,270,614,55156,289073
2007,2,"46","013","1",18412,387,1057,132335,489119
2007,2,"46","015","1",2337,151,287,61603,132353
2007,2,"46","017","1",129,0,67,0,37857
2007,2,"46","019","1",4279,148,265,53730,123122
2007,2,"46","021","1",519,0,109,0,56182
2007,2,"46","023","1",2056,0,487,0,199254
2007,2,"46","025","1",1610,51,173,24439,89704
2007,2,"46","027","1",6337,181,426,50153,192992
2007,2,"46","029","1",13810,360,695,119000,319949
2007,2,"46","031","1",415,0,78,0,41079
2007,2,"46","033","1",4338,81,1602,25335,862106
2007,2,"46","035","1",9706,250,395,119092,184827
2007,2,"46","037","1",2897,107,400,34338,184372
2007,2,"46","039","1",1254,0,129,0,56543
2007,2,"46","041","1",304,0,58,0,29167
2007,2,"46","043","1",878,0,146,0,72383
2007,2,"46","045","1",1043,0,154,0,76490
2007,2,"46","047","1",3415,136,443,51673,164779
2007,2,"46","049","1",656,0,99,0,49246
2007,2,"46","051","1",4122,155,389,46124,196048
2007,2,"46","053","1",2108,127,408,53770,211616
2007,2,"46","055","1",478,0,94,0,36478
2007,2,"46","057","1",1678,0,250,0,112831
2007,2,"46","059","1",1826,104,145,43029,78183
2007,2,"46","061","1",778,0,87,0,43779
2007,2,"46","063","1",300,0,81,0,43125
2007,2,"46","065","1",8544,330,280,118731,144158
2007,2,"46","067","1",2021,0,261,0,124187
2007,2,"46","069","1",292,0,58,0,26217
2007,2,"46","071","1",302,0,91,0,45476
2007,2,"46","073","1",681,0,101,0,52391
2007,2,"46","075","1",159,0,140,0,12048
2007,2,"46","077","1",2185,0,385,0,180879
2007,2,"46","079","1",5297,125,259,35466,123736
2007,2,"46","081","1",13771,482,2185,165791,1189987
2007,2,"46","083","1",16462,145,1231,45701,443111
2007,2,"46","085","1",469,0,95,0,46035
2007,2,"46","087","1",1795,0,258,0,109123
2007,2,"46","089","1",656,0,175,0,88432
2007,2,"46","091","1",1209,0,192,0,96726
2007,2,"46","093","1",11636,323,1549,56303,782951
2007,2,"46","095","1",397,0,211,0,50642
2007,2,"46","097","1",871,0,164,0,73853
2007,2,"46","099","1",79627,2042,3231,700073,1319051
2007,2,"46","101","1",2726,67,169,32914,64794
2007,2,"46","103","1",49244,1289,3502,291059,1656303
2007,2,"46","105","1",1748,157,212,62480,103885
2007,2,"46","107","1",1248,128,88,63067,34671
2007,2,"46","109","1",3806,63,935,24703,513800
2007,2,"46","111","1",841,0,126,0,54766
2007,2,"46","113","1",188,0,16,0,9124
2007,2,"46","115","1",2874,119,331,36169,141015
2007,2,"46","117","1",952,0,154,0,82571
2007,2,"46","119","1",414,0,74,0,35053
2007,2,"46","121","1",80,0,3,0,595
2007,2,"46","123","1",3060,122,453,49101,162627
2007,2,"46","125","1",2476,0,282,0,112954
2007,2,"46","127","1",5535,65,498,25840,211695
2007,2,"46","129","1",2718,243,125,108025,63069
2007,2,"46","135","1",10680,268,649,89689,300104
2007,2,"46","137","1",67,0,6,0,3504
2007,2,"47","001","1",37700,1706,2443,601666,1187215
2007,2,"47","003","1",20021,665,1244,238291,484723
2007,2,"47","005","1",9242,741,739,305152,358893
2007,2,"47","007","1",8112,212,3819,52471,1883081
2007,2,"47","009","1",58319,1823,3088,580591,1471939
2007,2,"47","011","1",46632,1766,2140,612754,1023114
2007,2,"47","013","1",21516,741,1790,260962,890656
2007,2,"47","015","1",6751,327,434,105820,206584
2007,2,"47","017","1",15188,821,1916,331169,952448
2007,2,"47","019","1",29715,779,1850,202462,914233
2007,2,"47","021","1",16782,334,1099,93646,561871
2007,2,"47","023","1",7544,365,296,113349,123507
2007,2,"47","025","1",15523,628,2400,259052,1272276
2007,2,"47","027","1",6018,356,2586,118250,1227571
2007,2,"47","029","1",17985,701,1145,222480,539871
2007,2,"47","031","1",26169,1205,1527,424098,747010
2007,2,"47","033","1",6090,121,898,50178,418696
2007,2,"47","035","1",29049,884,1446,281842,672222
2007,2,"47","037","1",311371,10570,10120,3707677,4524179
2007,2,"47","039","1",7198,399,1456,174068,773125
2007,2,"47","041","1",9894,638,887,204874,405327
2007,2,"47","043","1",22249,756,979,207194,368182
2007,2,"47","045","1",18351,670,960,235270,470525
2007,2,"47","047","1",15720,251,1404,65029,648026
2007,2,"47","049","1",7244,363,548,129368,259744
2007,2,"47","051","1",19653,979,1606,255718,757300
2007,2,"47","053","1",24925,1607,2025,621587,947787
2007,2,"47","055","1",14530,765,937,224618,457569
2007,2,"47","057","1",13930,447,3774,112863,2173201
2007,2,"47","059","1",35008,1106,2767,324980,1241283
2007,2,"47","061","1",4585,146,2163,56776,1117595
2007,2,"47","063","1",30511,930,1003,341748,502545
2007,2,"47","065","1",170620,8373,9513,2858872,3883130
2007,2,"47","067","1",4841,99,2404,32180,1370047
2007,2,"47","069","1",11802,633,1637,267193,856173
2007,2,"47","071","1",15107,1177,2021,464635,1023157
2007,2,"47","073","1",28261,1328,1384,370960,704697
2007,2,"47","075","1",8955,360,631,116607,300519
2007,2,"47","077","1",13723,670,809,249079,398594
2007,2,"47","079","1",18515,1340,1591,521333,760580
2007,2,"47","081","1",11092,831,453,361246,217512
2007,2,"47","083","1",5147,217,1780,67616,1012467
2007,2,"47","085","1",9835,615,1012,180842,511010
2007,2,"47","087","1",5528,223,306,53706,135141
2007,2,"47","089","1",23526,570,1741,191725,886350
2007,2,"47","091","1",8862,244,537,78898,255004
2007,2,"47","093","1",222712,8095,13212,2784656,6094691
2007,2,"47","095","1",3055,145,229,67567,127206
2007,2,"47","097","1",11991,434,910,153921,366100
2007,2,"47","099","1",20084,1014,1541,267218,728854
2007,2,"47","101","1",5936,259,369,74786,185413
2007,2,"47","103","1",16761,826,825,286827,311260
2007,2,"47","105","1",23389,682,1110,219650,468907
2007,2,"47","107","1",26439,1545,2334,584979,1090075
2007,2,"47","109","1",12877,682,990,297304,511240
2007,2,"47","111","1",10547,686,405,241051,181412
2007,2,"47","113","1",50854,1905,3264,701370,1626615
2007,2,"47","115","1",14508,832,2037,297584,1079453
2007,2,"47","117","1",14013,777,824,260040,330469
2007,2,"47","119","1",38667,2116,1991,592196,916111
2007,2,"47","121","1",6337,611,1377,191905,746344
2007,2,"47","123","1",22301,1509,2686,546084,1344009
2007,2,"47","125","1",76693,1808,4692,597574,1789058
2007,2,"47","127","1",2814,125,463,44228,235853
2007,2,"47","129","1",7768,422,644,114782,343814
2007,2,"47","131","1",17139,973,1486,368983,773059
2007,2,"47","133","1",11456,578,1068,187396,531610
2007,2,"47","135","1",6191,309,2863,108958,1610369
2007,2,"47","137","1",2893,224,363,70482,202351
2007,2,"47","139","1",8406,541,2450,180066,1270731
2007,2,"47","141","1",35465,991,1686,305958,747190
2007,2,"47","143","1",15998,1148,1675,369358,845138
2007,2,"47","145","1",27762,1194,2224,382986,1124588
2007,2,"47","147","1",28474,841,1591,247503,725376
2007,2,"47","149","1",109146,1836,6482,642183,2944293
2007,2,"47","151","1",8873,305,588,104876,296155
2007,2,"47","153","1",9027,254,4181,69063,2386276
2007,2,"47","155","1",45972,1168,3473,361747,1691253
2007,2,"47","157","1",455317,30241,10888,10494623,4977054
2007,2,"47","159","1",8860,436,643,166466,346697
2007,2,"47","161","1",6809,295,790,99240,373695
2007,2,"47","163","1",82403,2593,3493,1003070,1682276
2007,2,"47","165","1",68279,1336,2954,397132,1216934
2007,2,"47","167","1",23644,433,1836,125611,846939
2007,2,"47","169","1",3608,216,139,65136,58843
2007,2,"47","171","1",9687,167,797,69284,398657
2007,2,"47","173","1",8481,277,536,101937,277314
2007,2,"47","175","1",3303,107,1339,32231,763559
2007,2,"47","177","1",21215,1069,1864,396346,959700
2007,2,"47","179","1",64338,1747,4315,694240,2149754
2007,2,"47","181","1",7193,481,764,94075,404389
2007,2,"47","183","1",18016,1035,1653,389258,773520
2007,2,"47","185","1",12491,539,673,161598,343380
2007,2,"47","187","1",73911,1231,4420,345635,1733262
2007,2,"47","189","1",47700,1253,2332,453463,1005834
2007,2,"48","001","1",20446,1755,1919,443468,1071433
2007,2,"48","003","1",5992,390,162,155867,79768
2007,2,"48","005","1",46313,1382,11418,538293,6315736
2007,2,"48","007","1",12969,222,1515,115608,829428
2007,2,"48","009","1",2172,10,482,2460,249611
2007,2,"48","011","1",474,31,158,6113,80176
2007,2,"48","013","1",14300,336,1082,140968,469704
2007,2,"48","015","1",12222,422,814,153352,403043
2007,2,"48","017","1",3795,213,729,63945,400258
2007,2,"48","019","1",7208,190,975,15130,439910
2007,2,"48","021","1",29684,541,2717,165975,1339432
2007,2,"48","023","1",2425,324,151,140681,65891
2007,2,"48","025","1",11344,821,1624,399977,916794
2007,2,"48","027","1",135303,5507,8401,1759811,3936359
2007,2,"48","029","1",732168,23577,47018,8438048,20622581
2007,2,"48","031","1",3372,33,432,6248,202760
2007,2,"48","033","1",143,3,32,435,17708
2007,2,"48","035","1",9965,442,3119,123187,1727181
2007,2,"48","037","1",46690,2218,6299,834717,3520364
2007,2,"48","039","1",122307,4531,7766,1593471,3366385
2007,2,"48","041","1",81245,2635,4542,747101,1920545
2007,2,"48","043","1",4348,544,276,186707,135499
2007,2,"48","045","1",471,4,217,1150,113245
2007,2,"48","047","1",4035,209,947,106833,530297
2007,2,"48","049","1",19757,1085,2383,401602,1185045
2007,2,"48","051","1",6133,300,75,87443,29156
2007,2,"48","053","1",19184,637,2098,173160,995469
2007,2,"48","055","1",14660,469,1422,198624,772086
2007,2,"48","057","1",8309,580,453,223072,203851
2007,2,"48","059","1",5813,199,750,75557,362229
2007,2,"48","061","1",149513,7095,14076,2721252,6659687
2007,2,"48","063","1",6374,185,644,54168,345069
2007,2,"48","065","1",783,45,340,6338,193103
2007,2,"48","067","1",17229,1097,3733,355782,2140214
2007,2,"48","069","1",2512,236,332,73529,170617
2007,2,"48","071","1",8743,336,600,92357,293863
2007,2,"48","073","1",21671,689,5822,199475,2112587
2007,2,"48","075","1",3764,478,422,212452,225989
2007,2,"48","077","1",3833,228,244,64581,105925
2007,2,"48","079","1",1325,135,118,61758,54049
2007,2,"48","081","1",1087,9,372,2705,211937
2007,2,"48","083","1",5131,538,423,225689,215862
2007,2,"48","085","1",314107,4336,19654,1286714,7613825
2007,2,"48","087","1",1952,260,421,118016,240312
2007,2,"48","089","1",9334,655,659,259621,349056
2007,2,"48","091","1",50696,1069,4927,337100,2258022
2007,2,"48","093","1",7534,506,1261,168852,699015
2007,2,"48","095","1",455,20,67,3758,36879
2007,2,"48","097","1",16514,483,989,161830,457066
2007,2,"48","099","1",28902,1193,2531,392431,1142034
2007,2,"48","101","1",257,2,129,246,55880
2007,2,"48","103","1",1695,125,52,63566,14555
2007,2,"48","105","1",80,3,16,394,9344
2007,2,"48","107","1",2147,162,487,63409,264543
2007,2,"48","109","1",215,12,86,1943,46406
2007,2,"48","111","1",3496,331,664,129886,348900
2007,2,"48","113","1",1084023,40168,29425,15581052,11805085
2007,2,"48","115","1",5877,516,362,203402,153221
2007,2,"48","117","1",8577,466,1041,125289,591707
2007,2,"48","119","1",2635,97,540,28631,294814
2007,2,"48","121","1",264732,3822,19567,1173058,8319579
2007,2,"48","123","1",9946,543,774,187245,366604
2007,2,"48","125","1",1194,144,225,62571,62641
2007,2,"48","127","1",3135,279,341,137371,150431
2007,2,"48","129","1",1050,0,458,0,254093
2007,2,"48","131","1",2388,121,404,58435,226732
2007,2,"48","133","1",9850,1117,1229,454641,670258
2007,2,"48","135","1",58572,3133,1977,1298680,1015370
2007,2,"48","137","1",279,13,93,2777,50609
2007,2,"48","139","1",56820,1118,4596,366908,1982649
2007,2,"48","141","1",285403,5773,11273,2746435,5277530
2007,2,"48","143","1",16036,579,620,201834,301668
2007,2,"48","145","1",8300,568,2165,191766,1200483
2007,2,"48","147","1",16695,1152,4010,371250,2299831
2007,2,"48","149","1",12556,704,1067,262269,518216
2007,2,"48","151","1",1846,163,216,60841,104176
2007,2,"48","153","1",2516,254,406,104350,86587
2007,2,"48","155","1",256,0,34,0,12891
2007,2,"48","157","1",190344,2668,10349,921693,3470211
2007,2,"48","159","1",4854,240,1331,57755,744504
2007,2,"48","161","1",7960,352,1161,130935,551772
2007,2,"48","163","1",5198,178,370,91137,172378
2007,2,"48","165","1",4240,173,343,70531,123946
2007,2,"48","167","1",134868,5549,6474,2247868,2862995
2007,2,"48","169","1",2451,223,367,96976,137760
2007,2,"48","171","1",12792,607,1040,169752,532033
2007,2,"48","173","1",221,36,4,12824,899
2007,2,"48","175","1",2110,46,172,4660,74302
2007,2,"48","177","1",8609,487,1399,174919,761443
2007,2,"48","179","1",11634,1721,839,795078,465775
2007,2,"48","181","1",53785,2803,3001,1043761,1313773
2007,2,"48","183","1",61367,2235,5218,873012,2810296
2007,2,"48","185","1",9211,749,432,241210,177793
2007,2,"48","187","1",49847,1047,4075,392502,1726578
2007,2,"48","189","1",14754,1163,1174,527994,620650
2007,2,"48","191","1",1750,232,262,110696,135054
2007,2,"48","193","1",5394,242,1564,81463,847288
2007,2,"48","195","1",1989,112,200,50713,106287
2007,2,"48","197","1",2479,310,464,126282,243271
2007,2,"48","199","1",20548,1318,587,378652,241820
2007,2,"48","201","1",1750944,48884,62476,20097306,24406635
2007,2,"48","203","1",30249,1396,2522,503398,1327424
2007,2,"48","205","1",1373,59,77,13625,37641
2007,2,"48","207","1",2992,439,233,153326,122383
2007,2,"48","209","1",61107,827,5303,175926,2638700
2007,2,"48","211","1",1805,43,204,18636,115526
2007,2,"48","213","1",39594,1096,3699,281966,1707788
2007,2,"48","215","1",287312,7173,41229,2602158,19081688
2007,2,"48","217","1",17557,781,2468,270479,1207759
2007,2,"48","219","1",8947,308,824,120239,431270
2007,2,"48","221","1",25056,190,1823,67990,714110
2007,2,"48","223","1",19333,473,4951,175102,2789362
2007,2,"48","225","1",12732,393,4039,165240,1884831
2007,2,"48","227","1",14584,1651,384,695509,204732
2007,2,"48","229","1",217,3,18,339,8669
2007,2,"48","231","1",40460,1707,3123,608242,1318172
2007,2,"48","233","1",9874,1091,632,466014,253414
2007,2,"48","235","1",227,4,83,690,46332
2007,2,"48","237","1",3126,248,347,86930,184235
2007,2,"48","239","1",4627,420,272,180240,108764
2007,2,"48","241","1",16400,662,3335,244428,1643265
2007,2,"48","243","1",351,6,35,0,13395
2007,2,"48","245","1",116593,7550,2153,3194919,759112
2007,2,"48","247","1",2423,139,371,49722,210263
2007,2,"48","249","1",17124,596,2455,197756,1251623
2007,2,"48","251","1",61009,1006,5144,336746,2185499
2007,2,"48","253","1",7752,820,559,331990,267963
2007,2,"48","255","1",6536,217,974,90079,531858
2007,2,"48","257","1",40144,1014,3018,279022,1270766
2007,2,"48","259","1",13770,134,927,36282,362518
2007,2,"48","261","1",2,0,2,0,1168
2007,2,"48","263","1",384,5,166,976,95398
2007,2,"48","265","1",25801,511,3714,227654,2009566
2007,2,"48","267","1",2111,165,58,75868,28552
2007,2,"48","269","1",2,0,0,0,0
2007,2,"48","271","1",6,0,5,0,2920
2007,2,"48","273","1",15054,914,1370,364576,707233
2007,2,"48","275","1",1093,72,212,11404,118922
2007,2,"48","277","1",29278,1898,5891,670659,3125670
2007,2,"48","279","1",5146,455,793,169699,391850
2007,2,"48","281","1",12915,401,3312,86063,1783129
2007,2,"48","283","1",2274,377,140,200382,74554
2007,2,"48","285","1",8677,440,531,146123,222289
2007,2,"48","287","1",8020,201,1704,57415,912346
2007,2,"48","289","1",6432,222,997,74409,449020
2007,2,"48","291","1",26627,1459,889,524877,378839
2007,2,"48","293","1",12708,585,3372,225949,1872219
2007,2,"48","295","1",430,22,140,3443,78066
2007,2,"48","297","1",2216,13,760,2080,425844
2007,2,"48","299","1",10129,547,1059,145662,530579
2007,2,"48","301","1",1,0,1,0,584
2007,2,"48","303","1",133660,4620,7669,1724189,3606907
2007,2,"48","305","1",1469,1,610,399,331448
2007,2,"48","307","1",4476,363,437,191024,248404
2007,2,"48","309","1",113687,3655,10282,1521694,5571030
2007,2,"48","311","1",92,0,15,0,8456
2007,2,"48","313","1",4306,244,208,86970,73410
2007,2,"48","315","1",6003,479,1723,145995,942854
2007,2,"48","317","1",278,5,41,1311,22281
2007,2,"48","319","1",643,20,151,4755,86448
2007,2,"48","321","1",17867,1224,2759,564738,1499401
2007,2,"48","323","1",17807,434,2007,187800,967565
2007,2,"48","325","1",15575,529,1341,212515,648529
2007,2,"48","327","1",352,14,75,3078,43800
2007,2,"48","329","1",59336,2151,1375,899811,587144
2007,2,"48","331","1",13304,597,2840,246898,1573579
2007,2,"48","333","1",2044,26,760,6426,361423
2007,2,"48","335","1",3621,373,405,176853,214395
2007,2,"48","337","1",10836,705,1682,266666,848297
2007,2,"48","339","1",180715,5979,9493,1926922,3687012
2007,2,"48","341","1",6715,415,127,135715,69053
2007,2,"48","343","1",8115,370,3050,120350,1747587
2007,2,"48","345","1",160,1,45,14,11180
2007,2,"48","347","1",33437,1285,5655,525062,3151687
2007,2,"48","349","1",20964,603,1547,265943,785546
2007,2,"48","351","1",4389,147,1462,24990,442741
2007,2,"48","353","1",7251,575,303,261459,156996
