"fips","total","vac","nostat","vac_days","nostat_days"
21211,17609,633,1104,295234,757439
21213,8061,562,327,371625,224284
21215,6233,281,187,145177,122821
21217,11151,635,298,375140,229022
21219,4306,336,180,197614,111808
21221,6340,789,168,458582,109949
21223,4134,299,238,177677,202277
21225,5879,422,122,274896,101479
21227,47744,1586,1790,966760,1049207
21229,5047,276,210,159271,180520
21231,10669,820,2279,387863,277242
21233,5182,441,74,277506,58532
21235,16322,848,1589,413659,1502699
21237,3079,0,517,0,152697
21239,10924,91,938,42706,543956
22001,23960,821,1056,631542,599222
22003,6456,187,354,135619,186351
22005,38771,325,1962,257624,900919
22007,7055,7,318,1221,92872
22009,13712,272,426,235752,233026
22011,14597,411,1136,275055,667773
22013,5927,34,248,36006,155077
22015,47226,668,3187,366515,2694519
22017,112562,5144,1953,3491670,1392488
22019,83594,2458,3753,1581915,1534090
22021,2999,0,170,0,94914
22023,3876,15,1017,13996,527696
22025,4079,133,404,94109,313384
22027,6863,381,186,282075,82019
22029,8608,247,703,168049,536156
22031,10631,151,543,107528,338062
22033,191902,4587,5867,2918043,2859540
22035,3143,182,85,97886,52860
22037,5698,5,369,3545,205477
22039,12703,365,437,252807,169071
22041,7896,178,750,98185,551910
22043,7274,41,281,42813,199008
22045,29500,921,1172,657374,634723
22047,11015,375,482,279965,173851
22049,6410,130,372,91185,240980
22051,195840,5000,6973,2901966,4093466
22053,12340,489,427,406880,162210
22055,91745,1017,3151,749807,1400087
22057,35162,451,1052,322748,534919
22059,3215,0,319,0,144682
22061,18530,214,840,192274,551162
22063,46305,144,1912,84863,862007
22065,4303,229,75,139752,51412
22067,12603,314,663,275596,496365
22069,16338,365,951,292856,593967
22071,213364,6546,63181,3492936,49401909
22073,65797,2335,1567,1719390,934110
22075,9156,260,1423,50398,843555
22077,7586,149,465,132657,251659
22079,53405,1642,1345,1170013,970439
22081,2739,0,113,0,10710
22083,8329,249,477,168464,277507
22085,9775,128,864,85040,499978
22087,27182,47,15141,13436,11708186
22089,16673,165,656,62881,379147
22091,4153,2,385,2064,231219
22093,5804,20,450,10182,258777
22095,16269,90,459,53623,262250
22097,30748,977,1116,650813,499984
22099,20927,466,1231,304658,661324
22101,19281,943,842,750498,379978
22103,97099,1035,7621,631927,5027675
22105,46099,598,2885,337842,1441567
22107,1290,0,266,0,277187
22109,42922,858,1139,671049,792312
22111,9761,82,394,55578,205961
22113,23507,852,911,607876,423607
22115,19803,314,1600,180439,910620
22117,21103,690,1773,455933,1085970
22119,17579,567,900,442405,560659
22121,8681,82,459,44316,238025
22123,3539,0,218,0,101563
22125,2137,1,119,1059,40380
22127,6173,228,334,173351,226016
23001,47159,1597,2438,798161,1935370
23003,30882,915,4316,596665,3873171
23005,127002,1551,6831,653642,5343431
23007,11739,126,2346,83189,2075859
23009,24187,188,4947,100026,4184405
23011,58817,1543,8088,807200,7789950
23013,17328,402,1386,248809,1073011
23015,15271,261,1941,189373,1549286
23017,23680,783,2290,524180,1836762
23019,66345,1710,6260,983295,5132075
23021,7178,188,1112,112839,926058
23023,16329,340,834,181897,673794
23025,22349,431,4142,272074,2862254
23027,16772,132,2125,51733,1677908
23029,16170,494,4368,387706,3505098
23031,85499,1747,5237,1321020,4143408
24001,32254,2090,1610,1047253,1036324
24003,209353,1853,6288,673382,3637540
24005,335144,3438,5698,1550243,3210296
24009,30675,0,2584,0,2053109
24011,12644,179,833,129524,549597
24013,62340,221,2234,107612,1572988
24015,38542,378,2601,150418,1797789
24017,52158,373,3020,164243,1937144
24019,14858,594,1479,376721,1104989
24021,88793,595,3037,241588,1998178
24023,14118,157,2166,90545,1703557
24025,97868,1177,4679,660232,3314401
24027,107374,499,2522,230295,1291540
24029,8914,215,954,86419,689815
24031,373670,3683,6828,1667460,3665050
24033,333498,5778,8009,2449440,4308820
24035,19251,50,1703,33622,1046736
24037,37353,136,3425,61342,2349615
24039,10832,398,1619,238721,1133192
24041,16429,168,1204,73282,817536
24043,60482,1981,3065,770601,2180059
24045,41127,531,2457,249473,1640433
24047,50178,364,6460,168626,5304411
24510,289387,22062,14269,11979884,10629035
25001,122613,2049,13914,1906076,12111977
25003,60836,2899,4936,1639695,4551755
25005,220630,5923,5403,3760884,4370831
25007,8080,0,4854,0,3785154
25009,299324,3373,4756,1905571,2855825
25011,31519,1102,1851,610735,1657916
25013,191914,4300,5387,2205830,4287333
25015,61253,1332,3448,637723,3184013
25017,601339,5976,8475,3156506,4377193
25019,7907,207,588,207377,502544
25021,273684,2435,7746,1463202,6141437
25023,192208,2742,8554,1503438,6649826
25025,295355,6145,5148,3086123,2683393
25027,316389,9649,6300,4746412,4460205
26001,8048,23,2155,1511,1815302
26003,3352,111,509,59337,391719
26005,47882,477,4673,187849,3526205
26007,14973,405,1079,231580,836614
26009,12014,6,2900,203,2127053
26011,8674,78,1995,6392,1560507
26013,5809,84,2519,56475,2025637
26015,27771,179,4383,61138,3568073
26017,49263,1418,2352,671133,1742800
26019,9291,16,2244,2289,1703947
26021,77011,2733,7317,1523974,5652949
26023,25290,468,6827,213344,6359356
26025,62941,3258,2809,1721807,1963161
26027,24791,267,2738,164155,2013101
26029,15049,256,2916,158334,2216567
26031,14823,228,3195,99454,2113709
26033,16027,337,1898,192975,1503733
26035,17529,140,3588,58304,2749127
26037,31978,390,3441,166586,2791281
26039,7522,63,1103,28213,789486
26041,18102,598,1407,320528,992536
26043,12361,430,661,206160,404740
26045,47323,1139,2765,430996,1936957
26047,18531,223,2933,133145,2312434
26049,205625,15391,12353,7611867,9307732
26051,15802,111,3043,73740,2486871
26053,8365,760,889,562715,704163
26055,41519,481,3644,260087,2818783
26057,16403,490,1482,228836,1169957
26059,21059,1213,1694,591258,1350976
26061,20571,1020,6670,848254,6724980
26063,18077,1056,3409,650047,2730253
26065,124332,4552,4117,2002401,3403867
26067,25738,881,2648,399313,2060343
26069,17145,326,3097,195214,2354759
26071,6296,304,1030,190034,870096
26073,29777,428,2357,319358,1812885
26075,70470,4343,4164,1744220,3448875
26077,112741,3226,5875,1484913,4531303
26079,9089,0,2047,0,1415049
26081,246364,7507,7278,2922306,5152729
26083,1531,10,686,9444,701003
26085,6705,3,1947,572,1548700
26087,36447,1218,2272,489711,1928556
26089,11326,65,1951,35697,1507640
26091,43627,2652,2245,1148886,1840100
26093,75002,888,7023,340619,5694410
26095,4192,174,1747,129607,1720427
26097,6718,130,2329,83705,2131270
26099,369350,11637,15888,4393755,13390002
26101,13187,509,2340,323316,1865489
26103,30802,514,3833,260688,2701434
26105,15829,604,1991,352686,1496278
26107,19738,195,3007,50357,2184023
26109,11651,254,1220,151504,890974
26111,36851,428,2179,172102,1550571
26113,6678,72,954,2815,688772
26115,65871,2528,4224,936911,3048572
26117,27023,314,3649,117043,2622087
26119,5715,0,968,0,759335
26121,75235,2989,3342,1410360,2422915
26123,23082,92,3986,45036,3190764
26125,540996,17373,15957,6783425,12783668
26127,13944,65,2792,37150,1803600
26129,12537,149,2367,52004,1923888
26131,4533,142,2061,101573,2071733
26133,11359,80,2568,33591,1854897
26135,5955,26,2366,3278,2174207
26137,12553,134,2456,50633,1976050
26139,104345,1653,6312,779517,4794649
26141,8145,133,1546,90610,1201380
26143,16396,131,3652,17397,3027844
26145,91112,5807,4950,3200620,3694742
26147,74094,3727,3172,1963652,2198472
26149,28318,581,3559,294475,2781602
26151,21410,1387,2496,709549,1241663
26153,7188,212,3191,139137,3187414
26155,30628,977,2317,388930,1611618
26157,24838,358,3174,162786,2498787
26159,35841,447,4385,251029,3225258
26161,151371,4699,6517,1882380,4970429
26163,838389,82296,20512,42577804,14493084
26165,15118,290,1736,132675,1306316
27001,9645,1072,705,498846,564590
27003,129608,2940,4655,903425,3263313
27005,14936,247,1541,124161,1129884
27007,15890,739,1094,434934,1023066
27009,16956,377,1660,149818,1488722
27011,3349,291,1074,184106,1081358
27013,26550,870,3222,434487,2786190
27015,11821,367,387,195348,274336
27017,14614,721,1073,391612,878175
27019,35592,792,3135,332547,2431879
27021,15576,2048,590,1213666,488282
27023,5418,386,285,226733,184843
27025,21516,529,1695,195478,1355222
27027,21972,343,1185,127618,717122
27029,3494,350,59,205437,33344
27031,2051,13,631,455,513673
27033,5670,376,670,272371,646832
27035,30152,2323,731,1005071,493927
27037,162915,2167,5238,742065,3826257
27039,7968,216,1268,88547,1108399
27041,18017,926,1117,425381,834923
27043,6977,514,837,269483,708136
27045,12799,673,4971,262563,4511101
27047,13382,619,814,294466,574859
27049,22719,906,2759,411467,2300530
27051,2359,54,629,26613,571948
27053,517037,17958,9812,6139483,6656704
27055,9664,299,1826,104932,1770251
27057,10998,1460,425,667045,196250
27059,15751,529,949,244689,763441
27061,19938,1148,1264,761636,1089548
27063,4788,403,900,238383,879063
27065,8692,674,788,418753,696236
27067,18068,1168,840,702138,580090
27069,1490,0,264,0,196501
27071,6059,447,215,321926,210763
27073,3978,197,1028,120584,1071342
27075,5195,285,294,135902,245793
27077,1747,265,67,196308,41628
27079,11407,517,944,291093,853645
27081,2872,246,581,137524,442013
27083,11070,395,802,223494,699711
27085,15593,567,1643,281713,1493646
27087,1836,0,275,0,187690
27089,3609,32,320,26013,241252
27091,10196,551,1134,332715,927731
27093,10078,623,957,346819,785427
27095,11832,714,869,226336,729784
27097,14250,735,672,326568,423812
27099,17273,762,1584,363717,1406862
27101,4352,374,502,273406,468713
27103,13744,514,1111,285350,884077
27105,8641,273,973,151204,948810
27107,2855,72,365,47626,275109
27109,63887,1232,3805,508922,3188483
27111,28326,447,2587,213513,1857703
27113,6392,108,416,51934,358179
27115,12748,1089,1759,574114,1620357
27117,4666,232,469,139219,432326
27119,13822,340,916,195353,711613
27121,5008,392,535,255750,509163
27123,220021,6780,3795,2617564,2996756
27125,1459,0,215,0,112744
27127,6529,458,734,283253,728393
27129,5566,513,504,365276,408267
27131,25160,866,2019,446831,1673205
27133,4149,220,474,126157,474401
27135,6696,78,781,47536,560507
27137,94117,4467,3924,2831369,3410103
27139,50183,929,3251,401451,2488920
27141,34880,973,2796,382263,2435472
27143,5944,233,1869,126309,1797649
27145,62961,2234,5668,908492,4627637
27147,15914,394,1234,199919,1046653
27149,4446,270,690,132623,672516
27151,4818,347,339,233169,233994
27153,8907,769,341,437172,223923
27155,2110,248,488,136919,486997
27157,11498,468,2892,253215,2602779
27159,6226,481,301,259103,156902
27161,8261,270,703,155331,585974
27163,94046,1421,4398,522571,3460937
27165,4811,306,308,162905,246807
27167,2378,129,118,63144,65250
27169,21648,580,2173,245555,1884298
27171,49178,1611,5299,735246,4342530
27173,5398,334,1235,195002,1219369
28001,16227,849,1051,702920,850434
28003,16718,830,1122,246167,311529
28005,5812,84,887,45075,672240
28007,9296,428,2462,230769,2346181
28009,3189,251,174,74326,43975
28011,10944,426,739,125755,218385
28013,4727,177,660,49335,137837
28015,4558,78,2036,20722,672295
28017,8058,522,508,162154,143691
28019,3935,183,1536,90285,1269375
28021,3553,278,367,77048,309699
28023,7150,186,989,91140,718368
28025,8177,178,709,108909,555456
28027,10226,753,731,221800,227221
28029,12268,407,1093,259766,696005
28031,7273,232,744,90715,482039
28033,66113,1000,4907,196205,1430813
28035,34188,1296,2438,701923,1174079
28037,2547,230,279,60586,177594
28039,10224,158,1065,85742,577523
28041,3509,59,540,38150,371534
28043,10919,643,789,168315,225843
28045,24376,88,7946,44540,5983278
28047,102976,3646,26430,1849603,20867081
28049,107892,7085,4946,4631426,2876040
28051,7803,519,1056,317661,793495
28053,4337,283,954,119306,620504
28055,36,0,8,0,4102
28057,10174,871,496,258081,143840
28059,63021,1711,7786,1130375,5026981
28061,7635,177,1286,78069,1075557
28063,2656,73,593,33866,554116
28065,3599,144,302,59123,189639
28067,29499,1186,2352,652570,1447399
28069,5267,97,3107,36666,966856
28071,23605,772,3509,217828,1026696
28073,23830,619,1760,203893,1152418
28075,37050,1852,3313,1257686,2197693
28077,6326,379,1085,149334,775301
28079,9062,430,560,200875,369401
28081,34371,1361,2226,411300,610427
28083,14213,1034,1218,296705,375366
28085,16872,482,1898,334043,1431553
28087,26774,1749,1230,1006135,812464
28089,37937,313,1675,154810,998609
28091,11795,223,1485,148804,1010830
28093,15030,440,1145,130157,346284
28095,18761,1037,2130,403766,910405
28097,5578,455,345,152242,146925
28099,10823,269,972,157611,692888
28101,11404,838,884,317759,727033
28103,4424,212,699,114534,633990
28105,21970,916,1241,369042,595726
28107,13765,444,1325,127549,385157
28109,24125,323,2620,145218,1830855
28111,4073,209,445,86569,305720
28113,18871,710,2576,403655,1915959
28115,12858,720,930,200905,277803
28117,11257,856,566,257036,151982
28119,2632,216,549,60346,176975
28121,59795,345,5740,140616,3899207
28123,12830,232,1082,138452,752414
28125,1798,174,169,71095,114120
28127,12037,450,1229,198754,855433
28129,3757,154,431,56420,279754
28131,7190,87,1282,48359,871685
28133,9642,511,880,128265,257706
28135,4131,278,690,74875,215627
28137,10551,573,490,174717,120877
28139,10390,610,1059,184681,283812
28141,9832,892,936,260938,280898
28143,3901,304,202,80568,53768
28145,12690,529,1212,145075,355171
28147,7247,149,956,66546,769380
28149,23265,1177,1942,694737,1559320
28151,24330,2082,1980,584608,596896
28153,9437,150,1290,84324,955125
28155,6329,263,1545,110051,919689
28157,2727,3,536,706,440203
28159,9464,222,1103,116806,876131
28161,6927,485,598,133840,182784
28163,10285,653,855,405153,629024
29001,11644,356,1488,183722,1266597
29003,7172,108,438,38254,279211
29005,3692,190,1069,122095,1056682
29007,11119,535,818,296189,598788
29009,16587,192,6231,86061,2126616
29011,5444,154,722,64102,538989
29013,7111,363,828,170215,511723
29015,15869,2,7556,1053,7236772
29017,4482,1,590,49,444718
29019,70686,1657,3798,331978,2385760
29021,38220,1976,1262,1025861,917119
29023,23394,642,3241,333008,2657027
29025,3848,63,559,32042,408106
29027,18292,294,1845,139435,1376318
29029,29497,3,11224,983,9939656
29031,31792,1020,1238,401092,700902
29033,6499,267,2144,166825,2155948
29035,1471,1,569,390,403278
29037,42548,712,5091,313783,3518590
29039,7514,170,1600,87889,1386222
29041,5236,211,1898,147691,1929795
29043,32292,0,3595,0,2242906
29045,2944,81,386,60339,302017
29047,96667,2034,6285,737876,4326231
29049,9229,179,1064,103141,858974
29051,32930,1110,1601,325121,1120460
29053,7211,224,607,151350,414851
29055,9851,91,1197,47995,741907
29057,5084,101,2277,46736,2227188
29059,8477,0,3090,0,2872741
29061,3941,109,593,68744,429721
29063,4107,8,620,2760,455182
29065,6201,155,3198,100066,411814
29067,642,0,56,0,24831
29069,16253,507,3537,281469,3245406
29071,46851,731,6675,317655,5620877
29073,7589,302,1106,162343,903593
29075,3123,195,357,119260,267315
29077,127312,3372,5789,1365600,3939568
29079,5168,311,350,186729,248936
29081,4388,194,532,95853,360348
29083,11464,289,1127,144506,831660
29085,4141,4,549,1261,363599
29087,2298,62,322,43120,244882
29089,4778,122,754,77746,672359
29091,19093,286,2199,131109,1438637
29093,3563,62,473,33299,302070
29095,319452,23926,12026,11144167,7889648
29097,49651,2046,2377,872116,1603583
29099,92805,623,9471,293958,6903309
29101,24523,497,4557,211509,3873028
29103,1941,110,317,80620,197880
29105,17369,268,2550,115574,1828911
29107,14312,623,1918,313530,1544075
29109,18126,378,2551,167468,1268668
29111,4509,100,827,63568,661923
29113,25190,193,6199,83427,5193738
29115,6810,368,1000,217420,849808
29117,6322,319,510,173512,375046
29119,9437,1,3485,42,3251097
29121,8473,347,1128,207406,865004
29123,6288,159,590,77766,355225
29125,3503,16,1331,642,1305959
29127,13299,654,669,399489,493943
29129,1595,55,215,29638,145508
29131,10890,102,1559,41665,1135428
29133,5407,150,338,83440,227042
29135,5875,76,718,42403,484087
29137,3930,159,344,81095,202865
29139,5961,198,735,109576,566440
29141,11907,90,1988,42554,1287485
29143,5960,172,523,107022,368909
29145,25180,347,2850,150433,2160529
29147,8895,321,642,130123,435315
29149,4842,100,1126,56151,770073
29151,7029,1,2869,300,2756865
29153,3351,1,484,63,356885
29155,8215,343,935,176312,652920
29157,7728,133,423,80182,254070
29159,19031,799,1481,458202,1049258
29161,19359,489,1457,302401,1025339
29163,7724,275,1040,149691,772602
29165,39751,565,3032,208853,1989459
29167,14120,127,1497,81450,982747
29169,20641,1309,3701,415143,2435213
29171,4072,162,1668,87969,1692825
29173,4452,7,722,4101,502816
29175,13040,631,3478,375261,3386104
29177,9753,240,804,49514,517449
29179,2628,0,1005,0,410113
29181,7724,82,2105,55333,1028017
29183,149442,1168,14360,480522,10863399
29185,4171,162,627,63617,471932
29186,7813,78,404,43519,250413
29187,26592,649,2168,373761,1427249
29189,440504,15962,6609,6656892,4128600
29195,10173,693,1037,345041,741764
29197,1800,0,414,0,291592
29199,2294,192,292,139563,229543
29201,16293,673,751,344751,452621
29203,2362,4,402,741,238053
29205,3425,115,671,57416,512240
29207,12796,220,948,129291,639417
29209,21792,5,7814,630,6088174
29211,3875,75,1012,46886,836798
29213,28782,521,5069,384895,3243955
29215,11283,64,1795,39940,971045
29217,9033,411,752,153078,523291
29219,18343,55,6646,25911,4682253
29221,12259,122,4360,59072,4035719
29223,5265,75,1138,40845,932481
29225,15628,56,2391,17267,1798522
29227,1058,0,681,0,150116
29229,8559,181,1123,88109,645575
29510,180971,20238,14819,11031638,7505817
30001,4360,114,1042,67055,1000054
30003,2207,182,250,92471,187398
30005,1197,0,575,0,557776
30007,2052,0,620,0,511717
30009,3335,0,1707,0,1644165
30011,273,0,127,0,75201
30013,36361,1281,2090,511165,1188324
30015,1006,0,250,0,172039
30017,5579,246,599,138804,368982
30019,371,0,160,0,135149
30021,4360,216,534,128537,440464
30023,4790,375,334,226695,247662
30025,408,0,184,0,90424
30027,5255,211,812,110087,706457
30029,39295,712,7121,257135,5132601
30031,37212,562,3957,219399,2375199
30033,385,0,214,0,79167
30035,1825,163,102,95469,71374
30037,277,0,146,0,141941
30039,1243,0,706,0,471007
30041,6490,439,451,209605,327744
30043,2733,0,396,0,282187
30045,639,0,353,0,213248
30047,17821,446,8544,225209,7743217
30049,27123,282,2384,159606,1750383
30051,453,0,288,0,279254
30053,10653,137,5194,85186,1974021
30055,472,0,150,0,133714
30057,1981,0,879,0,729063
30059,348,0,158,0,118785
30061,988,0,831,0,307345
30063,46939,1119,3610,389459,2808644
30065,2181,131,352,90076,237391
30067,6874,281,958,111539,797979
30069,142,0,92,0,80164
30071,766,0,326,0,325631
30073,2071,141,237,69487,149983
30075,522,0,271,0,163536
30077,2823,133,538,70262,520485
30079,129,0,33,0,32630
30081,16524,225,1501,101405,1086093
30083,4688,126,1188,58587,1161491
30085,2316,66,723,39710,731140
30087,322,0,143,0,81837
30089,3617,0,1740,0,1467127
30091,1534,141,143,120224,115814
30093,16552,1084,778,660469,660946
30095,2746,0,890,0,762228
30097,552,0,82,0,56953
30099,1596,0,557,0,481755
30101,2139,200,570,162862,444708
30103,473,0,148,0,102781
30105,3044,185,716,122747,713347
30107,158,0,62,0,45273
30109,426,0,219,0,150147
30111,63366,1592,3172,636427,2163438
31001,13640,659,1044,232227,702840
31003,3488,85,1544,55123,1552697
31005,59,15,5,4278,4641
31007,198,11,34,1869,27223
31009,352,2,191,77,134980
31011,3658,103,1540,42441,1525877
31013,5219,287,394,178363,297481
31015,993,1,491,91,458681
31017,1598,141,146,80081,111107
31019,19938,286,2668,147850,2256948
31021,3394,184,686,107554,576055
31023,4159,96,1110,60990,1045633
31025,10164,304,1548,92820,1110311
31027,3920,21,1229,3125,1063309
31029,1886,64,1143,16096,1023532
31031,2726,106,351,69981,217276
31033,4473,136,352,92210,262766
31035,2664,21,958,4220,798662
31037,4402,91,848,56682,714069
31039,4272,137,900,72489,614132
31041,6662,138,2642,90490,2324429
31043,7471,99,935,51794,690153
31045,4572,352,644,180095,422357
31047,10448,336,1136,156458,830520
31049,707,7,330,1473,279896
31051,2214,0,1094,0,955180
31053,15850,372,1268,185790,843458
31055,226886,8414,12429,3462804,8031409
31057,1067,40,514,2529,453649
31059,2248,108,377,53404,247740
31061,2040,92,891,64209,819365
31063,1161,6,627,1246,441620
31065,2618,7,1272,847,1041868
31067,10199,449,749,268186,570265
31069,1004,15,503,595,477260
31071,1620,9,1076,2724,902187
31073,1493,2,828,406,744372
31075,164,4,35,224,31598
31077,1122,2,665,434,464198
31079,23283,409,1467,238400,1235089
31081,3762,65,352,34287,230696
31083,1681,6,845,476,793237
31085,250,3,149,934,151913
31087,1897,30,1155,4144,873423
31089,5758,175,2172,112638,2069214
31091,225,0,121,0,71529
31093,2847,59,365,33133,259979
31095,3727,290,471,208974,384413
31097,2175,0,988,0,868278
31099,2701,104,292,35724,135743
31101,4524,226,865,115460,668970
31103,209,0,24,0,12885
31105,2153,184,467,121920,446375
31107,5112,1,2281,49,1952273
31109,123176,3014,5327,1359711,3670285
31111,16650,529,1505,266173,1166567
31113,125,0,10,0,2736
31115,183,1,93,105,87693
31117,235,0,130,0,114139
31119,16414,478,2655,257334,2419082
31121,3420,119,576,57743,478444
31123,1597,2,709,272,437969
31125,1879,2,1207,182,1150042
31127,3910,169,1178,95726,1102097
31129,2853,149,986,105488,935388
31131,7188,136,1102,78907,832141
31133,1787,3,774,140,732793
31135,1571,1,1074,217,1049898
31137,4218,215,454,132355,393993
31139,3301,61,945,20507,828591
31141,15049,167,2751,113572,2602778
31143,2709,21,1625,3483,1634325
31145,6095,261,1312,167745,1214011
31147,5266,193,1599,119048,1424573
31149,1155,0,741,0,475363
31151,6262,253,1750,103236,1701826
31153,63778,753,4772,434655,3582888
31155,7739,175,1108,72812,506515
31157,16933,673,1299,392816,1012883
31159,6608,188,1036,86468,739108
31161,2567,123,1020,61107,982334
31163,1977,1,1078,362,666557
31165,439,19,74,3678,53151
31167,2376,4,875,689,816654
31169,2905,96,1186,38006,1163075
31171,264,0,124,0,79368
31173,1501,2,729,579,327489
31175,2925,84,1082,57971,774743
31177,8024,85,814,35916,487846
31179,3810,88,665,46933,631728
31181,1923,139,663,93035,613380
31183,399,0,213,0,173705
31185,5754,201,594,106003,403702
32001,11734,576,1259,322312,522790
32003,805775,31456,57093,9488283,34695426
32005,18130,37,2181,21425,1522558
32007,15878,620,2729,395359,2679965
32009,137,5,58,2440,38198
32011,350,6,155,4488,149060
32013,6343,156,1288,66613,625512
32015,2774,495,409,233474,208512
32017,320,11,24,3482,21287
32019,22473,271,3532,161535,2467131
32021,452,1,257,112,235359
32023,18331,15,4168,1954,1939641
32027,1200,2,372,168,257350
32029,1404,5,150,1873,107256
32031,183219,5312,11390,1178547,6932225
32033,2884,328,326,194454,237966
32510,23730,622,828,198607,661706
33001,28225,1994,1433,1179394,1080284
33003,15645,1959,1652,1298449,1491342
33005,29815,1008,2350,520363,2288938
33007,16243,1332,1409,720691,1308153
33009,39179,2607,6172,1393529,6058425
33011,159575,3111,3064,1485211,1959283
33013,57778,1852,2622,1035342,1693630
33015,120544,2808,4482,1535368,3366362
33017,62969,1158,14323,661821,14446625
33019,15624,978,1001,495059,882972
34001,126989,5792,6568,3468089,4736392
34003,351781,4201,4422,2337069,2185691
34005,176996,2990,3023,1689116,1646557
34007,207621,5041,3478,2803044,2672087
34009,88075,2337,32203,1157847,26815808
34011,53988,1487,1789,594857,1071533
34013,300787,7441,10824,3990265,5810550
34015,111724,2366,3579,1387673,2214878
34017,249582,4832,11371,2666937,5972023
34019,48863,591,1483,288361,965727
34021,149142,4969,7684,2854570,4532687
34023,306672,2836,16815,1264895,9967561
34025,261231,7283,5437,4012695,3077789
34027,186206,2124,4173,1065863,3017241
34029,269315,9597,19693,6051122,17415505
34031,172076,3267,5304,1581815,2893704
34033,27086,1495,618,858124,329367
34035,122566,1298,2829,639832,1769488
34037,57613,1357,2214,590203,1556149
34039,192445,2885,4184,1605273,1999803
34041,43068,810,898,415301,484154
35001,294370,9038,13888,3619834,9759753
35003,946,0,217,0,151846
35005,25349,1284,1470,697541,1011920
35006,4728,338,448,215705,425297
35007,4816,354,521,203213,429591
35009,21093,1474,1823,777954,1162904
35011,747,0,391,0,115265
35013,74137,2260,8432,926370,5574277
35015,21599,1428,882,863640,589067
35017,9230,295,1131,218907,816667
35019,2141,95,616,66304,277657
35021,246,0,94,0,99388
35023,1821,118,212,105336,149603
35025,22496,875,2046,450677,1305611
35027,7178,143,2708,77662,1793690
35028,8996,502,352,215158,309397
35029,9867,422,751,250192,473201
35031,9084,823,657,400416,460382
35033,492,8,66,2664,57383
35035,26894,1828,3399,1112554,2566524
35037,4535,363,562,251694,462162
35039,5554,67,1850,45028,1509050
35041,7969,403,733,197915,488902
35043,49190,38,7135,3810,3701051
35045,34021,1605,2688,792337,1792539
35047,11005,748,1633,515542,1275914
35049,68908,1810,8714,1101579,6639377
35051,4956,447,395,357835,255296
35053,5267,210,724,134596,437183
35055,9369,387,3871,155282,3071271
35057,2513,0,531,0,366560
35059,2642,259,791,204690,729580
35061,27178,268,3055,115987,1962433
36001,130861,4010,2125,2541370,1450817
36003,18334,486,1894,220320,1420247
36005,490405,9423,2660,4458180,1169535
36007,87507,3866,1514,2415617,1196018
36009,33917,1203,2729,701652,2221982
36011,32129,802,2713,531387,2186310
36013,57589,2782,3192,1731681,2252697
36015,38527,1526,1449,857739,1230914
36017,19595,559,1141,242114,902367
36019,33792,720,1669,319484,1335726
36021,24663,692,2018,291944,1471881
36023,19669,467,1381,211470,1156982
36025,20593,590,1830,331706,1571598
36027,125299,1845,19551,844053,17480921
36029,402411,19391,6276,11436632,3940013
36031,15099,634,1345,299112,909209
36033,18926,913,1187,509922,882830
36035,24235,1246,1127,667333,896558
36037,23916,371,1490,186285,803507
36039,18754,337,2479,167425,1976159
36041,1120,52,297,4078,191063
36043,26679,1197,1416,718911,1149418
36045,44447,2923,2021,932986,1600871
36047,849639,9514,20640,4467976,10808078
36049,8405,274,336,98935,221697
36051,24533,264,1686,166422,1250075
36053,27205,433,1783,262703,1436739
36055,320484,8982,5999,4750565,5132240
36057,20792,1577,700,1003156,502566
36059,439943,4177,5990,1775851,3686362
36061,848375,20648,23475,10560883,14269612
36063,96717,5089,2282,3111539,1626395
36065,94585,3981,3488,2366537,2724036
36067,203853,6048,5831,3405350,4610577
36069,47751,948,4672,481241,4053682
36071,131974,2337,8377,1512044,5624411
36073,16707,473,695,231417,510338
36075,51201,1170,5132,635378,4336199
36077,22522,760,1317,305757,1001501
36079,37125,193,2371,95520,1348005
36081,690745,4374,10020,1787574,4647939
36083,64766,2322,1250,1250342,863972
36085,148458,1186,2652,542822,1588379
36087,101255,1006,4368,550638,2519620
36089,46647,2530,6255,669220,6189033
36091,93266,1548,1988,696421,1478909
36093,66535,3191,721,2145829,596807
36095,11333,452,591,108324,450659
36097,7625,50,633,44856,433438
36099,14613,319,991,234093,719500
36101,45223,1101,5041,626788,4243789
36103,508535,5415,19744,2448838,14341635
36105,41153,603,15929,334050,15340714
36107,21229,561,1114,309076,789730
36109,39937,494,1754,300642,1341241
36111,72801,761,7754,541029,6243913
36113,28869,1011,944,414132,648262
36115,24844,748,1062,375822,777889
36117,39177,541,2473,300032,1916348
36119,360655,5353,12377,3084275,7286500
36121,15540,236,843,126010,632073
36123,11339,155,941,90871,695012
37001,72334,1626,11482,565666,9670504
37003,16620,121,2755,53713,2320736
37005,5122,0,882,0,589199
37007,9936,195,2018,123840,1712404
37009,12669,1,1742,77,1189060
37011,7568,0,1391,0,1085217
37013,21972,556,1992,332371,1539982
37015,7867,87,1379,52870,1004975
37017,13419,1,2248,517,1638313
37019,61346,242,12393,122071,9390920
37021,113383,2008,12748,983867,8228322
37023,35554,539,3317,256007,2264847
37025,72982,1483,5380,811498,3585916
37027,36522,488,3285,259053,2484806
37029,3745,0,277,0,208375
37031,36852,904,7152,513441,4914651
37033,9625,3,1024,504,612711
37035,68895,1538,4513,585797,3100925
37037,26091,168,2665,67369,1659524
