"fips","total","vac","nostat","vac_days","nostat_days"
51065,11240,29,2643,9510,2159399
51067,23893,181,1929,71159,879842
51069,30594,31,2096,14708,940535
51071,7429,338,560,141967,284381
51073,12826,0,645,0,364440
51075,8497,0,610,0,350554
51077,7881,26,705,15260,483328
51079,6318,0,233,0,133434
51081,3847,3,315,1819,222802
51083,16710,502,1440,197445,718999
51085,38289,48,1342,35664,777069
51087,132533,781,4010,307299,1984238
51089,24677,671,1675,285504,693932
51091,1579,0,850,0,601941
51093,15092,50,1266,25562,688135
51095,30344,106,2728,70943,1315718
51097,1530,0,188,0,120031
51099,9085,0,992,0,559771
51101,5436,0,237,0,120247
51103,4461,0,409,0,201010
51105,9355,222,1600,97945,979570
51107,105154,511,5263,161348,2419326
51109,13095,0,648,0,370746
51111,4411,1,562,863,334733
51113,6657,2,2779,891,2324161
51115,1705,0,193,0,114316
51117,14356,204,1340,101081,858564
51119,3063,0,235,0,104746
51121,37453,938,1591,417920,738941
51125,8210,16,1383,5646,658835
51127,6893,0,622,0,345823
51131,3323,204,476,111972,292397
51133,5207,0,755,0,454134
51135,6492,135,480,90354,344615
51137,13737,5,970,3703,563563
51139,10515,102,436,64492,234503
51141,7794,66,835,30875,306401
51143,27023,411,2049,182910,832596
51145,10125,0,723,0,338826
51147,8491,72,1285,47038,856689
51149,12937,155,1353,60815,568398
51153,138821,1174,6240,355584,3620823
51155,15365,380,1440,156640,770359
51157,2957,0,232,0,149463
51159,2932,0,333,0,219126
51161,40015,586,644,213477,364074
51163,9330,0,901,0,523707
51165,29194,66,1506,36161,809331
51167,12885,138,5867,25999,3214603
51169,16362,8,7583,461,3566960
51171,17224,93,951,40969,469054
51173,13262,240,1216,103725,819279
51175,6573,0,474,0,291918
51177,44831,76,2031,30557,989055
51179,44718,49,2740,22525,1464989
51181,2634,0,195,0,122882
51183,3740,0,301,0,170232
51185,22582,505,6847,284290,4756087
51187,15243,337,552,113775,287943
51191,22850,129,1596,74417,836835
51193,8071,215,676,171212,418093
51195,13099,374,1914,153322,1224140
51197,12350,183,868,83644,500374
51199,24555,106,827,63886,484296
51510,73764,1484,1712,299477,393814
51515,3020,166,172,77125,85637
51520,9174,676,239,264892,133960
51530,2924,112,42,65342,22844
51540,19581,487,536,252870,243118
51550,83802,320,2411,159558,1323896
51560,2067,136,10,94236,6259
51570,7904,132,93,59588,55107
51580,3765,338,424,169468,238461
51590,23123,2762,468,1434055,215651
51595,2569,104,50,57814,30514
51600,8869,76,69,26809,35077
51610,5508,34,6,11547,2530
51620,4001,74,161,28350,73167
51630,10507,209,481,110507,253721
51640,3335,105,220,44045,139175
51650,60311,857,1426,413994,676869
51660,16339,98,286,56050,150636
51670,10187,376,125,180495,59454
51678,2749,24,71,14167,35551
51680,30800,1445,776,726923,431313
51683,13171,262,233,116211,148637
51685,4679,94,38,29673,12098
51690,7116,724,163,350649,107235
51700,79073,987,1899,410884,990250
51710,95728,1280,2273,693651,1237316
51720,2013,199,143,114011,93885
51730,16015,1121,229,675665,146475
51735,4794,71,204,27255,94358
51740,41846,1141,838,399304,433205
51750,6907,181,177,81931,87513
51760,98427,3393,3891,1682630,1934142
51770,46971,2749,923,1148024,446966
51775,11180,361,241,152585,121377
51790,11634,367,378,221421,219816
51800,33884,334,2379,171690,1390834
51810,178411,799,4263,423847,2112163
51820,10903,227,1039,120378,840749
51830,4659,103,73,55451,36626
51840,12050,379,240,192121,133729
53001,5466,129,338,67477,202979
53003,9143,355,281,146419,161864
53005,67659,1411,3327,579533,1970592
53007,27571,573,2495,266048,1552736
53009,32807,311,4036,72916,2571513
53011,172722,3565,14834,1103943,8989992
53013,1839,114,81,52145,54783
53015,42035,819,2710,352864,1657357
53017,12322,237,892,98194,497944
53019,2039,1,218,863,103809
53021,22552,374,1361,176853,811850
53023,456,0,58,0,37861
53025,27577,446,2379,203574,1435396
53027,26675,1105,3381,371267,2380875
53029,37001,266,4351,75689,2807075
53031,14946,249,1442,129561,1014229
53033,829102,19801,21316,7552852,11338286
53035,102827,2278,7779,868094,4750776
53037,17394,408,2614,123001,1797404
53039,5372,1,1070,7,640855
53041,28474,627,3354,143479,2302532
53043,2536,7,346,4188,221781
53045,26814,157,5815,41658,3743205
53047,10201,62,2323,33271,1581476
53049,7056,43,1106,26916,758146
53051,3866,0,404,0,236643
53053,320161,7901,19664,2703971,11177875
53055,6268,0,1472,0,944837
53057,48677,903,3866,267863,2490230
53059,3014,3,637,898,401956
53061,279555,4956,12320,1696319,6438951
53063,195323,6292,8417,2271335,4468481
53065,15696,58,1673,29456,941014
53067,106020,1617,8743,514487,5093641
53069,1587,0,299,0,189004
53071,22238,772,712,304283,420578
53073,86315,1801,6338,587273,3795640
53075,16455,558,741,206832,397252
53077,82697,2452,4560,1042290,2846915
54001,5763,95,614,52130,355798
54003,41397,924,2457,362188,1065881
54005,7706,159,2714,95930,1166541
54007,6027,152,958,91234,618090
54009,10249,449,345,232481,217658
54011,47348,3137,2298,1550502,1316528
54013,2932,17,713,531,492183
54015,5190,2,2019,495,1656427
54017,2191,77,248,50822,169242
54019,13601,619,1570,390121,593834
54021,4680,148,1738,69556,1281295
54023,4316,96,419,60157,266467
54025,15037,540,1148,303478,710098
54027,7894,118,945,75334,688148
54029,16969,566,3056,286107,2464896
54031,7625,55,2743,36161,2216008
54033,30179,1732,1533,961986,967881
54035,12806,242,1187,122056,561773
54037,23047,338,5345,116058,4195757
54039,89640,5515,3200,2966603,1936751
54041,9462,363,1758,197951,1303888
54043,8958,116,1316,39865,797926
54045,6698,337,1473,160613,1051733
54047,4980,113,1278,41893,917048
54049,25081,1203,2220,855467,1324528
54051,15845,441,978,246683,614640
54053,10269,176,2413,102514,602941
54055,28690,1216,3378,747920,2332378
54057,11433,376,965,212714,577643
54059,7643,195,1235,115365,878064
54061,43544,1266,3715,739969,1918576
54063,4793,0,755,0,542462
54065,8066,182,1096,78347,587635
54067,12395,361,4246,241077,3349997
54069,21985,1043,2369,570939,1385507
54071,3059,0,510,0,358367
54073,4029,82,1449,58000,1182693
54075,3567,92,428,40677,267325
54077,12043,211,1370,108110,963694
54079,21191,181,1276,93363,680496
54081,23870,1043,1324,571368,678702
54083,10618,353,977,177345,607817
54085,4718,160,501,80307,297485
54087,6932,139,1233,106827,956866
54089,4419,246,541,84372,375127
54091,6119,299,436,199366,268620
54093,2518,97,290,65755,190797
54095,3820,136,396,81026,278697
54097,10111,207,659,103474,365321
54099,15499,331,1280,177660,777583
54101,3960,66,962,55147,736196
54103,7599,342,472,183571,309477
54105,2601,0,598,0,375447
54107,49613,1956,10638,916760,6022692
54109,2834,137,174,94760,115017
55001,13295,248,3486,38064,2147788
55003,8057,422,1723,221835,1242476
55005,21607,1131,2022,535679,1317119
55007,8305,884,1607,565922,1223830
55009,104145,1634,2237,632769,1197525
55011,6156,207,718,71825,485182
55013,10336,1757,586,1090697,338816
55015,18935,212,825,84623,450681
55017,26991,641,1960,188343,1168835
55019,13615,194,1737,72639,1075751
55021,25366,432,2533,201672,1593865
55023,7484,377,728,163876,442746
55025,216325,3396,8407,1227022,4398977
55027,36010,644,2175,308884,1354655
55029,17823,259,4117,126363,2628981
55031,20628,991,888,545042,455667
55033,17744,350,1006,91791,669746
55035,42811,658,2235,179232,1519178
55037,3052,0,1345,0,1084493
55039,42329,823,1585,414026,997839
55041,5670,63,1615,38369,1230507
55043,20026,370,2302,149766,1360368
55045,15437,136,1157,72269,569836
55047,9552,159,1214,82096,758712
55049,10212,160,1035,63454,612889
55051,3648,138,918,94036,676043
55053,8511,531,564,210143,399388
55055,34533,429,1703,190590,1060829
55057,12893,474,1518,173016,862538
55059,68529,1394,2783,574329,1520169
55061,8956,140,625,80077,362517
55063,49319,677,2587,261692,1500611
55065,6242,65,783,23978,463059
55067,10153,306,869,153744,571052
55069,14618,473,1420,212720,945013
55071,35963,1229,1316,526545,754383
55073,56522,1082,2388,503594,1309357
55075,21418,442,2675,75625,1719202
55077,8101,0,1682,0,1112564
55078,697,0,129,0,88441
55079,416033,11332,3410,5821675,1666550
55081,18467,564,962,238178,707274
55083,18364,99,2376,48995,1480399
55085,21636,241,3216,128037,2025041
55087,72272,1013,1724,376972,979816
55089,36576,352,1023,153253,550341
55091,3502,106,318,21391,200211
55093,16118,424,1053,141167,627084
55095,20590,1661,1352,726575,772162
55097,29335,290,1556,143188,940660
55099,8240,148,1401,79690,965127
55101,82778,2150,2424,1043811,1328750
55103,8350,306,864,128815,609692
55105,68671,1739,2339,747570,1224680
55107,7369,503,763,280138,484507
55109,34516,1049,2165,365877,1106227
55111,28634,323,3404,140804,2151858
55113,10101,1710,735,959640,485203
55115,18049,210,1661,71290,886194
55117,50413,993,2167,520945,1463615
55119,8679,119,790,38104,489978
55121,12603,611,1997,168536,1358057
55123,12542,589,1324,215813,925178
55125,13959,7,3732,1073,2510044
55127,47750,1521,4002,705149,2266617
55129,9692,1450,637,816436,438913
55131,60903,406,3595,176791,2244515
55133,193350,1632,6063,615040,3367229
55135,23904,250,2465,99319,1577305
55137,11785,0,2293,0,1548208
55139,74332,1814,2996,754015,1618268
55141,33365,648,1185,274711,677209
56001,16270,659,1203,268855,637834
56003,3418,266,421,147873,326319
56005,15385,347,896,225612,525736
56007,4359,388,196,208897,143983
56009,4700,130,676,60920,488768
56011,1087,0,149,0,95536
56013,12939,566,893,287485,644752
56015,5154,175,478,105781,277950
56017,2305,252,174,128172,102565
56019,3492,62,392,33902,255487
56021,38757,1369,1338,498371,838805
56023,2287,63,260,21376,156432
56025,31040,862,2272,424387,1322746
56027,430,1,179,278,149506
56029,12330,297,1687,129696,1219126
56031,3420,195,410,84036,277458
56033,11110,269,244,157737,154956
56035,752,28,274,9889,67466
56037,17340,803,945,397585,528280
56039,2054,11,443,1179,300717
56041,7531,211,1578,130399,1183593
56043,3534,150,203,83091,131193
56045,2540,173,253,100263,183862
72001,3687,213,213,147121,91058
72003,7338,147,438,80759,160072
72005,19523,624,1814,297468,1327695
72007,4609,108,215,58108,102798
72009,5548,115,260,91052,206790
72011,5156,72,385,36404,231455
72013,26217,1128,1898,695484,1019903
72015,5989,130,349,106288,301187
72017,7178,168,964,81762,701566
72019,4350,126,140,65654,96260
72021,69331,1330,953,873257,498680
72023,14078,297,2207,195010,1430940
72025,44431,599,1521,295571,810768
72027,7645,205,358,96443,152535
72029,12613,225,678,132593,169501
72031,61149,705,2853,409407,1995868
72033,7535,132,338,90495,202990
72035,14586,453,551,225239,362431
72037,4628,284,948,82974,254884
72039,4020,112,240,49020,115487
72041,7634,51,272,35352,109211
72043,7860,315,488,203155,358151
72045,4357,40,247,34520,206227
72047,5520,137,179,81850,108222
72049,0,0,0,0,0
72051,11649,165,558,96060,389232
72053,14354,598,698,372134,279313
72054,3708,165,274,66410,184529
72055,6175,253,463,175225,218907
72057,14261,562,1053,369762,709905
72059,5486,95,397,69421,111526
72061,31219,467,713,308349,499936
72063,11720,164,670,93476,509901
72065,8788,143,700,62110,338451
72067,4105,101,108,39672,28537
72069,19034,870,1732,493666,622931
72071,15172,444,3979,279037,2873173
