"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month","Year"
"Bridgeport-Stamford-Norwalk","CT",44308,41400,2080,0,828,9,2006
"Brownsville-Harlingen","TX",18279,17120,252,350,557,9,2006
"Brunswick","GA",13338,13251,0,0,87,9,2006
"Buffalo-Niagara Falls","NY",30463,22063,2400,0,6000,9,2006
"Burlington","NC",15184,15184,0,0,0,9,2006
"Burlington-South Burlington","VT",7702,7220,172,310,0,9,2006
"Canton-Massillon","OH",7749,7463,0,0,286,9,2006
"Cape Coral-Fort Myers","FL",227727,189245,0,0,38482,9,2006
"Carson City","NV",1424,1424,0,0,0,9,2006
"Casper","WY",4503,4503,0,0,0,9,2006
"Cedar Rapids","IA",11180,7681,0,2341,1158,9,2006
"Champaign-Urbana","IL",4058,4058,0,0,0,9,2006
"Charleston","WV",3052,2624,0,0,428,9,2006
"Charleston-North Charleston","SC",123708,103107,873,2288,17440,9,2006
"Charlotte-Gastonia-Concord","NC-SC",346565,271253,4704,9126,61482,9,2006
"Charlottesville","VA",19437,17955,260,0,1222,9,2006
"Chattanooga","TN-GA",27343,26902,179,0,262,9,2006
"Cheyenne","WY",6173,5106,0,193,874,9,2006
"Chicago-Naperville-Joliet","IL-IN-WI",572134,445135,3415,12928,110656,9,2006
"Chico","CA",17019,11767,0,2077,3175,9,2006
"Cincinnati-Middletown","OH-KY-IN",129098,107919,1005,4118,16056,9,2006
"Clarksville","TN-KY",16981,16141,350,0,490,9,2006
"Cleveland","TN",8927,8027,900,0,0,9,2006
"Cleveland-Elyria-Mentor","OH",97835,91380,300,900,5255,9,2006
"Coeur dAlene","ID",23427,21135,216,0,2076,9,2006
"College Station-Bryan","TX",8275,7425,0,0,850,9,2006
"Colorado Springs","CO",55547,52902,0,913,1732,9,2006
"Columbia","MO",10271,9221,1050,0,0,9,2006
"Columbia","SC",57945,47059,0,0,10886,9,2006
"Columbus","GA-AL",16342,14328,0,183,1831,9,2006
"Columbus","IN",6755,6755,0,0,0,9,2006
"Columbus","OH",111360,88556,614,4701,17489,9,2006
"Corpus Christi","TX",14389,13234,240,0,915,9,2006
"Corvallis","OR",2572,2572,0,0,0,9,2006
"Cumberland","MD-WV",2690,2690,0,0,0,9,2006
"Dallas-Fort Worth-Arlington","TX",617507,529203,3429,1960,82915,9,2006
"Dalton","GA",7349,6613,99,228,409,9,2006
"Danville","IL",0,0,0,0,0,9,2006
"Danville","VA",2157,1862,0,0,295,9,2006
"Davenport-Moline-Rock Island","IA-IL",8800,8800,0,0,0,9,2006
"Dayton","OH",24607,24482,125,0,0,9,2006
"Decatur","AL",1864,1864,0,0,0,9,2006
"Decatur","IL",331,331,0,0,0,9,2006
"Deltona-Daytona Beach-Ormond Beach","FL",39062,35958,0,0,3104,9,2006
"Denver-Aurora","CO",214086,152847,8404,3298,49537,9,2006
"Des Moines-West Des Moines","IA",57248,55827,0,0,1421,9,2006
"Detroit-Warren-Livonia","MI",134777,125877,457,924,7519,9,2006
"Dothan","AL",3350,3350,0,0,0,9,2006
"Dover","DE",13745,13745,0,0,0,9,2006
"Dubuque","IA",6960,6243,343,374,0,9,2006
"Duluth","MN-WI",7279,5582,0,327,1370,9,2006
"Durham","NC",52939,51684,708,0,547,9,2006
"Eau Claire","WI",7126,6416,710,0,0,9,2006
"El Centro","CA",14864,14408,126,0,330,9,2006
"El Paso","TX",28577,28577,0,0,0,9,2006
"Elizabethtown","KY",4266,4266,0,0,0,9,2006
"Elkhart-Goshen","IN",12948,12948,0,0,0,9,2006
"Elmira","NY",349,349,0,0,0,9,2006
"Erie","PA",2706,2281,175,0,250,9,2006
"Eugene-Springfield","OR",21491,19042,968,0,1481,9,2006
"Evansville","IN-KY",11942,11522,60,110,250,9,2006
"Fairbanks","AK",7221,3071,4150,0,0,9,2006
"Fargo","ND-MN",30693,16577,0,200,13916,9,2006
"Farmington","NM",6744,5960,0,784,0,9,2006
"Fayetteville","NC",34019,34019,0,0,0,9,2006
"Fayetteville-Springdale-Rogers","AR-MO",43933,23006,2137,1240,17550,9,2006
"Flagstaff","AZ",15416,15416,0,0,0,9,2006
"Flint","MI",11857,5732,0,0,6125,9,2006
"Florence","SC",7104,7104,0,0,0,9,2006
"Florence-Muscle Shoals","AL",2863,2863,0,0,0,9,2006
"Fond du Lac","WI",1683,943,0,740,0,9,2006
"Fort Collins-Loveland","CO",16838,15076,203,0,1559,9,2006
"Fort Smith","AR-OK",8744,6593,2151,0,0,9,2006
"Fort Walton Beach-Crestview-Destin","FL",28439,15843,0,0,12596,9,2006
"Fort Wayne","IN",17611,17611,0,0,0,9,2006
"Fresno","CA",45133,36824,545,721,7043,9,2006
"Gadsden","AL",1442,1442,0,0,0,9,2006
"Gainesville","FL",12118,10563,0,0,1555,9,2006
"Gainesville","GA",19480,17686,0,0,1794,9,2006
"Glens Falls","NY",8929,5676,0,753,2500,9,2006
"Goldsboro","NC",3177,3177,0,0,0,9,2006
"Grand Forks","ND-MN",4220,1396,0,0,2824,9,2006
"Grand Junction","CO",18944,17844,235,0,865,9,2006
"Grand Rapids-Wyoming","MI",66249,29849,107,226,36067,9,2006
"Great Falls","MT",2055,2055,0,0,0,9,2006
"Greeley","CO",42534,41958,0,261,315,9,2006
"Green Bay","WI",9666,8659,440,0,567,9,2006
"Greensboro-High Point","NC",66413,58355,661,0,7397,9,2006
"Greenville","NC",18300,14500,476,0,3324,9,2006
"Greenville","SC",54780,45488,0,0,9292,9,2006
"Gulfport-Biloxi","MS",32999,30156,690,1476,677,9,2006
"Hagerstown-Martinsburg","MD-WV",36766,35305,911,0,550,9,2006
"Hanford-Corcoran","CA",11119,11119,0,0,0,9,2006
"Harrisburg-Carlisle","PA",15905,15235,0,220,450,9,2006
"Harrisonburg","VA",19110,18910,200,0,0,9,2006
"Hartford-West Hartford-East Hartford","CT",43336,33174,918,2462,6782,9,2006
"Hattiesburg","MS",880,620,260,0,0,9,2006
"Hickory-Lenoir-Morganton","NC",19853,19313,540,0,0,9,2006
"Hinesville-Fort Stewart","GA",81,81,0,0,0,9,2006
"Holland-Grand Haven","MI",11072,10277,0,410,385,9,2006
"Honolulu","HI",36091,35091,0,0,1000,9,2006
"Hot Springs","AR",984,984,0,0,0,9,2006
"Houma-Bayou Cane-Thibodaux","LA",11198,11198,0,0,0,9,2006
"Houston-Sugar Land-Baytown","TX",749388,687763,2237,3584,55804,9,2006
"Huntington-Ashland","WV-KY-OH",152,152,0,0,0,9,2006
"Huntsville","AL",39747,39747,0,0,0,9,2006
"Idaho Falls","ID",12150,10539,0,1611,0,9,2006
"Indianapolis-Carmel","IN",137186,122476,3760,1164,9786,9,2006
"Iowa City","IA",7379,6392,0,0,987,9,2006
"Ithaca","NY",375,375,0,0,0,9,2006
"Jackson","MI",1015,1015,0,0,0,9,2006
"Jackson","MS",42850,42850,0,0,0,9,2006
"Jackson","TN",5326,5326,0,0,0,9,2006
"Jacksonville","FL",134117,118017,1200,0,14900,9,2006
"Jacksonville","NC",13975,13588,387,0,0,9,2006
"Janesville","WI",5363,4138,1050,0,175,9,2006
"Jefferson City","MO",2640,2640,0,0,0,9,2006
"Johnson City","TN",8762,8662,100,0,0,9,2006
"Johnstown","PA",182,182,0,0,0,9,2006
"Jonesboro","AR",3582,3582,0,0,0,9,2006
"Joplin","MO",4608,3738,870,0,0,9,2006
"Kalamazoo-Portage","MI",31415,7611,0,0,23804,9,2006
"Kankakee-Bradley","IL",3279,3279,0,0,0,9,2006
"Kansas City","MO-KS",140439,113946,4447,5548,16498,9,2006
"Kennewick-Richland-Pasco","WA",18975,17378,247,956,394,9,2006
"Killeen-Temple-Fort Hood","TX",29002,24260,2451,2291,0,9,2006
"Kingsport-Bristol-Bristol","TN-VA",5963,5963,0,0,0,9,2006
"Kingston","NY",11290,5290,0,0,6000,9,2006
"Knoxville","TN",58259,44579,0,0,13680,9,2006
"Kokomo","IN",1261,923,338,0,0,9,2006
"La Crosse","WI-MN",4827,4827,0,0,0,9,2006
"Lafayette","IN",9818,9818,0,0,0,9,2006
"Lafayette","LA",16143,16143,0,0,0,9,2006
"Lake Charles","LA",2927,2536,137,0,254,9,2006
"Lakeland","FL",51642,51291,0,0,351,9,2006
"Lancaster","PA",18922,18712,0,210,0,9,2006
"Lansing-East Lansing","MI",12910,12097,0,0,813,9,2006
"Laredo","TX",10773,9964,0,222,587,9,2006
"Las Cruces","NM",31996,31996,0,0,0,9,2006
"Las Vegas-Paradise","NV",218601,123920,0,3342,91339,9,2006
"Lawrence","KS",4873,4873,0,0,0,9,2006
"Lawton","OK",3769,3769,0,0,0,9,2006
"Lebanon","PA",6968,6968,0,0,0,9,2006
"Lewiston","ID-WA",753,753,0,0,0,9,2006
"Lewiston-Auburn","ME",4997,4868,129,0,0,9,2006
"Lexington-Fayette","KY",33843,32438,236,0,1169,9,2006
"Lima","OH",626,626,0,0,0,9,2006
"Lincoln","NE",13060,12281,191,0,588,9,2006
"Little Rock-North Little Rock","AR",45108,39032,1530,0,4546,9,2006
"Logan","UT-ID",10047,10047,0,0,0,9,2006
"Longview","TX",2010,2010,0,0,0,9,2006
"Longview","WA",9565,9565,0,0,0,9,2006
"Los Angeles-Long Beach-Santa Ana","CA",415976,184175,6277,14138,211386,9,2006
"Louisville-Jefferson County","KY-IN",72829,66802,200,135,5692,9,2006
"Lubbock","TX",9124,9124,0,0,0,9,2006
"Lynchburg","VA",14979,14979,0,0,0,9,2006
"Macon","GA",8911,8911,0,0,0,9,2006
"Madera","CA",9507,9275,0,232,0,9,2006
"Madison","WI",29963,22393,1707,1494,4369,9,2006
"Manchester-Nashua","NH",23761,10627,1637,898,10599,9,2006
"Mansfield","OH",2220,2022,0,0,198,9,2006
"McAllen-Edinburg-Mission","TX",70932,67380,255,2803,494,9,2006
"Medford","OR",13960,11508,428,0,2024,9,2006
"Memphis","TN-MS-AR",97953,97440,513,0,0,9,2006
"Merced","CA",20300,20061,104,135,0,9,2006
"Miami-Fort Lauderdale-Miami Beach","FL",381663,156100,4689,1024,219850,9,2006
"Michigan City-La Porte","IN",2753,2753,0,0,0,9,2006
"Midland","TX",4180,4180,0,0,0,9,2006
"Milwaukee-Waukesha-West Allis","WI",54508,42637,1102,200,10569,9,2006
"Minneapolis-St. Paul-Bloomington","MN-WI",252017,191463,1635,3070,55849,9,2006
"Missoula","MT",5053,3944,706,403,0,9,2006
"Mobile","AL",40168,38053,0,0,2115,9,2006
"Modesto","CA",21936,20071,0,0,1865,9,2006
"Monroe","LA",6979,6213,0,0,766,9,2006
"Monroe","MI",3817,3817,0,0,0,9,2006
"Montgomery","AL",9830,9830,0,0,0,9,2006
"Morgantown","WV",887,887,0,0,0,9,2006
"Morristown","TN",6792,6792,0,0,0,9,2006
"Mount Vernon-Anacortes","WA",11751,10923,364,0,464,9,2006
"Muncie","IN",1567,1397,170,0,0,9,2006
"Muskegon-Norton Shores","MI",2418,2218,200,0,0,9,2006
"Myrtle Beach-Conway-North Myrtle Beach","SC",102905,66327,0,0,36578,9,2006
"Napa","CA",6237,6237,0,0,0,9,2006
"Naples-Marco Island","FL",129137,49941,0,31697,47499,9,2006
"Nashville-Davidson--Murfreesboro","TN",202056,166900,1025,1200,32931,9,2006
"New Haven-Milford","CT",14777,12271,413,401,1692,9,2006
"New Orleans-Metairie-Kenner","LA",69639,67356,2283,0,0,9,2006
"New York-Northern New Jersey-Long Island","NY-NJ-PA",657373,272008,66076,47424,271865,9,2006
"Niles-Benton Harbor","MI",4482,4482,0,0,0,9,2006
"Norwich-New London","CT",9783,9783,0,0,0,9,2006
"Ocala","FL",59103,58438,0,665,0,9,2006
"Ocean City","NJ",19000,16177,2823,0,0,9,2006
"Odessa","TX",2301,2301,0,0,0,9,2006
"Ogden-Clearfield","UT",54096,52279,258,1559,0,9,2006
"Oklahoma City","OK",77769,76461,590,0,718,9,2006
"Olympia","WA",31043,29935,0,1108,0,9,2006
"Omaha-Council Bluffs","NE-IA",45444,41866,258,0,3320,9,2006
"Orlando-Kissimmee","FL",357129,334371,1595,1327,19836,9,2006
"Oshkosh-Neenah","WI",6150,5352,398,400,0,9,2006
"Owensboro","KY",1720,1720,0,0,0,9,2006
"Oxnard-Thousand Oaks-Ventura","CA",28363,23183,960,825,3395,9,2006
"Palm Bay-Melbourne-Titusville","FL",68220,65182,0,0,3038,9,2006
"Panama City-Lynn Haven","FL",36247,6132,363,414,29338,9,2006
"Parkersburg-Marietta-Vienna","WV-OH",1385,1181,204,0,0,9,2006
"Pascagoula","MS",14859,14859,0,0,0,9,2006
"Pensacola-Ferry Pass-Brent","FL",57777,27336,1367,0,29074,9,2006
"Peoria","IL",10603,9389,1214,0,0,9,2006
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",150982,130914,946,4589,14533,9,2006
"Phoenix-Mesa-Scottsdale","AZ",456595,387282,602,2263,66448,9,2006
"Pine Bluff","AR",420,349,0,0,71,9,2006
"Pittsburgh","PA",67861,63248,939,673,3001,9,2006
"Pittsfield","MA",606,606,0,0,0,9,2006
"Pocatello","ID",13117,12733,384,0,0,9,2006
"Port St. Lucie-Fort Pierce","FL",45724,40275,0,518,4931,9,2006
"Portland-South Portland-Biddeford","ME",40025,32739,2456,261,4569,9,2006
"Portland-Vancouver-Beaverton","OR-WA",209973,151886,1655,945,55487,9,2006
"Poughkeepsie-Newburgh-Middletown","NY",17670,13523,292,220,3635,9,2006
"Prescott","AZ",38062,35113,790,574,1585,9,2006
"Providence-New Bedford-Fall River","RI-MA",34944,30511,1240,731,2462,9,2006
"Provo-Orem","UT",110551,100994,264,958,8335,9,2006
"Pueblo","CO",11256,11256,0,0,0,9,2006
"Punta Gorda","FL",43153,31623,1890,2634,7006,9,2006
"Racine","WI",6685,6685,0,0,0,9,2006
"Raleigh-Cary","NC",225700,207423,750,87,17440,9,2006
"Rapid City","SD",9233,7029,1299,905,0,9,2006
"Reading","PA",11015,10715,300,0,0,9,2006
"Redding","CA",7874,7478,396,0,0,9,2006
"Reno-Sparks","NV",59256,59256,0,0,0,9,2006
"Richmond","VA",88595,85743,0,1270,1582,9,2006
"Riverside-San Bernardino-Ontario","CA",412504,398825,1875,1248,10556,9,2006
"Roanoke","VA",13852,13852,0,0,0,9,2006
"Rochester","MN",12863,11319,0,0,1544,9,2006
"Rochester","NY",21468,20832,0,0,636,9,2006
"Rockford","IL",27479,24619,2312,548,0,9,2006
"Rocky Mount","NC",6202,5969,103,130,0,9,2006
"Rome","GA",3318,2919,399,0,0,9,2006
"Sacramento--Arden-Arcade--Roseville","CA",202958,134510,706,864,66878,9,2006
"Saginaw-Saginaw Township North","MI",2229,2229,0,0,0,9,2006
"Salem","OR",16756,15177,451,203,925,9,2006
"Salinas","CA",29045,27506,0,0,1539,9,2006
"Salisbury","MD",5910,5189,0,0,721,9,2006
"Salt Lake City","UT",93996,87042,656,4317,1981,9,2006
"San Angelo","TX",5340,5340,0,0,0,9,2006
"San Antonio","TX",147730,134318,0,0,13412,9,2006
"San Diego-Carlsbad-San Marcos","CA",104701,76232,2179,2720,23570,9,2006
"San Francisco-Oakland-Fremont","CA",207133,101138,453,1593,103949,9,2006
"San Jose-Sunnyvale-Santa Clara","CA",85957,63238,540,0,22179,9,2006
"San Luis Obispo-Paso Robles","CA",18078,10645,933,0,6500,9,2006
"Sandusky","OH",0,0,0,0,0,9,2006
"Santa Barbara-Santa Maria","CA",6859,3248,0,0,3611,9,2006
"Santa Cruz-Watsonville","CA",4044,4044,0,0,0,9,2006
"Santa Fe","NM",3587,3587,0,0,0,9,2006
"Santa Rosa-Petaluma","CA",56656,30845,2932,0,22879,9,2006
"Sarasota-Bradenton-Venice","FL",74706,70855,300,963,2588,9,2006
"Savannah","GA",30444,30301,0,0,143,9,2006
"Scranton--Wilkes-Barre","PA",5958,5605,0,353,0,9,2006
"Seattle-Tacoma-Bellevue","WA",419873,233471,9854,9443,167105,9,2006
"Sebastian-Vero Beach","FL",57782,42844,0,683,14255,9,2006
"Sheboygan","WI",9717,3217,0,1000,5500,9,2006
"Sherman-Denison","TX",166,166,0,0,0,9,2006
"Shreveport-Bossier City","LA",24579,23857,722,0,0,9,2006
"Sioux City","IA-NE-SD",3029,2281,316,432,0,9,2006
"Sioux Falls","SD",18737,16851,310,847,729,9,2006
"South Bend-Mishawaka","IN-MI",9128,9128,0,0,0,9,2006
"Spartanburg","SC",11094,11094,0,0,0,9,2006
"Spokane","WA",20244,20244,0,0,0,9,2006
"Springfield","IL",4962,3556,1250,0,156,9,2006
"Springfield","MA",9355,8725,630,0,0,9,2006
"Springfield","MO",32563,30416,863,0,1284,9,2006
"Springfield","OH",1719,1719,0,0,0,9,2006
"St. Cloud","MN",11941,11365,261,0,315,9,2006
"St. George","UT",29432,26232,0,0,3200,9,2006
"St. Joseph","MO-KS",1647,1302,345,0,0,9,2006
"St. Louis","MO-IL",156816,124276,743,1263,30534,9,2006
"State College","PA",6295,6295,0,0,0,9,2006
"Stockton","CA",70771,70771,0,0,0,9,2006
"Sumter","SC",6834,6834,0,0,0,9,2006
"Syracuse","NY",15013,15013,0,0,0,9,2006
"Tallahassee","FL",41870,35235,298,1183,5154,9,2006
"Tampa-St. Petersburg-Clearwater","FL",190170,182957,588,0,6625,9,2006
"Terre Haute","IN",3728,3217,0,0,511,9,2006
"Texarkana","TX-Texarkana",1190,1190,0,0,0,9,2006
"Toledo","OH",20892,20280,612,0,0,9,2006
"Topeka","KS",9298,9298,0,0,0,9,2006
"Trenton-Ewing","NJ",9354,4649,0,0,4705,9,2006
"Tucson","AZ",87105,83908,1352,1097,748,9,2006
"Tulsa","OK",59001,58443,558,0,0,9,2006
"Tuscaloosa","AL",12151,10799,0,0,1352,9,2006
"Tyler","TX",5001,4724,0,0,277,9,2006
"Utica-Rome","NY",330,330,0,0,0,9,2006
"Valdosta","GA",16312,16312,0,0,0,9,2006
"Vallejo-Fairfield","CA",4379,4144,235,0,0,9,2006
"Victoria","TX",3121,3121,0,0,0,9,2006
"Vineland-Millville-Bridgeton","NJ",5714,5714,0,0,0,9,2006
"Virginia Beach-Norfolk-Newport News","VA-NC",84157,71409,1196,2141,9411,9,2006
"Visalia-Porterville","CA",51135,45379,1831,3925,0,9,2006
"Waco","TX",8937,8937,0,0,0,9,2006
"Warner Robins","GA",12429,12429,0,0,0,9,2006
"Washington-Arlington-Alexandria","DC-VA-MD-WV",397319,232471,915,251,163682,9,2006
"Waterloo-Cedar Falls","IA",6676,6676,0,0,0,9,2006
"Wausau","WI",6692,5667,600,425,0,9,2006
"Weirton-Steubenville","WV-OH",389,389,0,0,0,9,2006
"Wenatchee","WA",10467,9262,0,1205,0,9,2006
"Wheeling","WV-OH",149,149,0,0,0,9,2006
"Wichita Falls","TX",2820,2820,0,0,0,9,2006
"Wichita","KS",22640,22461,179,0,0,9,2006
"Williamsport","PA",0,0,0,0,0,9,2006
"Wilmington","NC",62254,60176,557,0,1521,9,2006
"Winchester","VA-WV",15967,15967,0,0,0,9,2006
"Winston-Salem","NC",30964,30827,0,137,0,9,2006
"Worcester","MA",23817,23249,280,288,0,9,2006
"Yakima","WA",3725,3725,0,0,0,9,2006
"York-Hanover","PA",32971,31844,200,0,927,9,2006
"Youngstown-Warren-Boardman","OH-PA",7781,6482,100,0,1199,9,2006
"Yuba City","CA",45469,45469,0,0,0,9,2006
"Yuma","AZ",14774,13871,0,0,903,9,2006
"Abilene","TX",4296,4296,0,0,0,10,2006
"Akron","OH",19346,18852,0,0,494,10,2006
"Albany","GA",4058,3911,147,0,0,10,2006
"Albany-Schenectady-Troy","NY",23227,22453,0,0,774,10,2006
"Albuquerque","NM",65567,65567,0,0,0,10,2006
"Alexandria","LA",6585,6585,0,0,0,10,2006
"Allentown-Bethlehem-Easton","PA-NJ",50409,49358,127,457,467,10,2006
"Altoona","PA",61,61,0,0,0,10,2006
"Amarillo","TX",9880,9880,0,0,0,10,2006
"Ames","IA",3881,3235,0,0,646,10,2006
"Anchorage","AK",23893,10792,8345,4756,0,10,2006
"Anderson","IN",3631,3631,0,0,0,10,2006
"Anderson","SC",15826,15826,0,0,0,10,2006
"Ann Arbor","MI",6491,6189,0,0,302,10,2006
"Anniston-Oxford","AL",1662,1662,0,0,0,10,2006
"Appleton","WI",13791,12522,409,0,860,10,2006
"Asheville","NC",56105,54189,0,700,1216,10,2006
"Athens-Clarke County","GA",15305,15305,0,0,0,10,2006
"Atlanta-Sandy Springs-Marietta","GA",756138,624559,684,3273,127622,10,2006
"Atlantic City","NJ",22602,21303,448,0,851,10,2006
"Auburn-Opelika","AL",34330,25622,0,0,8708,10,2006
"Augusta-Richmond County","GA-SC",35225,35225,0,0,0,10,2006
"Austin-Round Rock","TX",222048,181234,2103,10563,28148,10,2006
"Bakersfield","CA",49548,46741,1120,816,871,10,2006
"Baltimore-Towson","MD",82331,70158,300,0,11873,10,2006
"Bangor","ME",4087,3425,662,0,0,10,2006
"Barnstable Town","MA",19853,18486,250,0,1117,10,2006
"Baton Rouge","LA",42261,37657,0,0,4604,10,2006
"Battle Creek","MI",1447,1174,0,0,273,10,2006
"Bay City","MI",138,138,0,0,0,10,2006
"Beaumont-Port Arthur","TX",8634,8634,0,0,0,10,2006
"Bellingham","WA",7725,7338,387,0,0,10,2006
"Bend","OR",40664,38656,1144,592,272,10,2006
"Billings","MT",8090,8090,0,0,0,10,2006
"Binghamton","NY",560,560,0,0,0,10,2006
"Birmingham-Hoover","AL",79852,66963,0,0,12889,10,2006
"Bismarck","ND",14429,12560,1719,0,150,10,2006
"Bloomington","IN",5548,4618,595,0,335,10,2006
"Bloomington-Normal","IL",7977,7649,0,0,328,10,2006
"Boise City-Nampa","ID",81344,75938,3542,1864,0,10,2006
"Boston-Cambridge-Quincy","MA-NH",149177,113356,7982,3121,24718,10,2006
"Boulder","CO",8821,7970,0,270,581,10,2006
"Bowling Green","KY",7828,7528,80,220,0,10,2006
"Bremerton-Silverdale","WA",21537,21537,0,0,0,10,2006
"Bridgeport-Stamford-Norwalk","CT",44316,43821,495,0,0,10,2006
"Brownsville-Harlingen","TX",14773,13666,254,853,0,10,2006
"Brunswick","GA",13795,13708,0,0,87,10,2006
"Buffalo-Niagara Falls","NY",21928,21778,150,0,0,10,2006
"Burlington","NC",15508,15508,0,0,0,10,2006
"Burlington-South Burlington","VT",10559,6328,400,128,3703,10,2006
"Canton-Massillon","OH",8258,8079,179,0,0,10,2006
"Cape Coral-Fort Myers","FL",193607,174135,0,7173,12299,10,2006
"Carson City","NV",2346,160,0,600,1586,10,2006
"Casper","WY",3417,3417,0,0,0,10,2006
"Cedar Rapids","IA",10252,8939,332,981,0,10,2006
"Champaign-Urbana","IL",9647,9265,0,0,382,10,2006
"Charleston","WV",3165,3165,0,0,0,10,2006
"Charleston-North Charleston","SC",118685,103618,1406,1686,11975,10,2006
"Charlotte-Gastonia-Concord","NC-SC",327717,299851,184,408,27274,10,2006
"Charlottesville","VA",22394,20790,260,0,1344,10,2006
"Chattanooga","TN-GA",22220,21565,350,0,305,10,2006
"Cheyenne","WY",5504,4642,0,257,605,10,2006
"Chicago-Naperville-Joliet","IL-IN-WI",611265,493246,6247,14413,97359,10,2006
"Chico","CA",9368,9368,0,0,0,10,2006
"Cincinnati-Middletown","OH-KY-IN",116349,103345,110,2096,10798,10,2006
"Clarksville","TN-KY",21478,18011,1842,1625,0,10,2006
"Cleveland","TN",8257,7912,117,228,0,10,2006
"Cleveland-Elyria-Mentor","OH",74138,70295,418,1806,1619,10,2006
"Coeur dAlene","ID",16792,16512,280,0,0,10,2006
"College Station-Bryan","TX",6571,6369,202,0,0,10,2006
"Colorado Springs","CO",40979,39313,360,1306,0,10,2006
"Columbia","MO",14017,13492,525,0,0,10,2006
"Columbia","SC",54341,50628,0,0,3713,10,2006
"Columbus","GA-AL",17058,14974,0,183,1901,10,2006
"Columbus","IN",4521,4521,0,0,0,10,2006
"Columbus","OH",82439,71262,1052,4134,5991,10,2006
"Corpus Christi","TX",21144,16082,101,0,4961,10,2006
"Corvallis","OR",7417,4160,0,3257,0,10,2006
"Cumberland","MD-WV",1074,1074,0,0,0,10,2006
"Dallas-Fort Worth-Arlington","TX",611997,565536,4215,3867,38379,10,2006
"Dalton","GA",7230,6551,99,171,409,10,2006
"Danville","IL",0,0,0,0,0,10,2006
"Danville","VA",1862,1862,0,0,0,10,2006
"Davenport-Moline-Rock Island","IA-IL",7647,7522,125,0,0,10,2006
"Dayton","OH",23626,23626,0,0,0,10,2006
"Decatur","AL",3143,3143,0,0,0,10,2006
"Decatur","IL",184,184,0,0,0,10,2006
"Deltona-Daytona Beach-Ormond Beach","FL",99073,41522,0,400,57151,10,2006
"Denver-Aurora","CO",204070,188083,1717,415,13855,10,2006
"Des Moines-West Des Moines","IA",83702,64579,1944,0,17179,10,2006
"Detroit-Warren-Livonia","MI",122401,116558,725,2268,2850,10,2006
"Dothan","AL",3674,3674,0,0,0,10,2006
"Dover","DE",16564,16564,0,0,0,10,2006
"Dubuque","IA",4036,3857,179,0,0,10,2006
"Duluth","MN-WI",8597,7341,219,436,601,10,2006
"Durham","NC",63150,63150,0,0,0,10,2006
"Eau Claire","WI",11985,10654,760,0,571,10,2006
"El Centro","CA",13324,13126,0,0,198,10,2006
"El Paso","TX",40885,40885,0,0,0,10,2006
"Elizabethtown","KY",5450,5130,0,320,0,10,2006
"Elkhart-Goshen","IN",12401,12401,0,0,0,10,2006
"Elmira","NY",609,609,0,0,0,10,2006
"Erie","PA",4092,3818,0,274,0,10,2006
"Eugene-Springfield","OR",18362,17078,829,455,0,10,2006
"Evansville","IN-KY",11549,11549,0,0,0,10,2006
"Fairbanks","AK",2793,2693,100,0,0,10,2006
"Fargo","ND-MN",17287,16287,0,300,700,10,2006
"Farmington","NM",6422,6422,0,0,0,10,2006
"Fayetteville","NC",27635,27635,0,0,0,10,2006
"Fayetteville-Springdale-Rogers","AR-MO",33990,29092,2808,137,1953,10,2006
"Flagstaff","AZ",15843,15843,0,0,0,10,2006
"Flint","MI",4545,4545,0,0,0,10,2006
"Florence","SC",7238,7238,0,0,0,10,2006
"Florence-Muscle Shoals","AL",2323,2323,0,0,0,10,2006
"Fond du Lac","WI",1802,1802,0,0,0,10,2006
"Fort Collins-Loveland","CO",23628,22531,218,0,879,10,2006
"Fort Smith","AR-OK",4475,4052,223,200,0,10,2006
"Fort Walton Beach-Crestview-Destin","FL",28368,15314,0,0,13054,10,2006
"Fort Wayne","IN",25791,25791,0,0,0,10,2006
"Fresno","CA",45454,39117,545,721,5071,10,2006
"Gadsden","AL",2103,2103,0,0,0,10,2006
"Gainesville","FL",11638,10029,0,0,1609,10,2006
"Gainesville","GA",25880,24490,140,1250,0,10,2006
"Glens Falls","NY",8825,8650,0,175,0,10,2006
"Goldsboro","NC",3324,3324,0,0,0,10,2006
"Grand Forks","ND-MN",6676,3636,0,507,2533,10,2006
"Grand Junction","CO",25563,21692,0,2816,1055,10,2006
"Grand Rapids-Wyoming","MI",32984,31535,0,255,1194,10,2006
"Great Falls","MT",2680,2382,0,298,0,10,2006
"Greeley","CO",54412,29786,355,976,23295,10,2006
"Green Bay","WI",14449,13963,0,0,486,10,2006
"Greensboro-High Point","NC",64240,56291,0,67,7882,10,2006
"Greenville","NC",29180,18773,1763,0,8644,10,2006
"Greenville","SC",39928,39775,153,0,0,10,2006
"Gulfport-Biloxi","MS",43843,40534,0,2796,513,10,2006
"Hagerstown-Martinsburg","MD-WV",37594,36025,1569,0,0,10,2006
"Hanford-Corcoran","CA",3951,3810,141,0,0,10,2006
"Harrisburg-Carlisle","PA",17354,16534,0,0,820,10,2006
"Harrisonburg","VA",14223,14045,178,0,0,10,2006
"Hartford-West Hartford-East Hartford","CT",36870,34456,1049,0,1365,10,2006
