"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month","Year"
"Abilene","TX MSA",1739,1739,0,0,0,1,2000
"Albany","GA MSA",8255,5097,0,0,3158,1,2000
"Albany-Schenectady-Troy","NY MSA",11549,10968,0,0,581,1,2000
"Albuquerque","NM MSA",31204,30008,0,216,980,1,2000
"Alexandria","LA MSA",3587,3587,0,0,0,1,2000
"Allentown-Bethlehem-Easton","PA MSA",10424,8780,0,244,1400,1,2000
"Altoona","PA MSA",467,467,0,0,0,1,2000
"Amarillo","TX MSA",5002,5002,0,0,0,1,2000
"Anchorage","AK MSA",5774,5421,353,0,0,1,2000
"Anniston","AL MSA",1698,1423,0,0,275,1,2000
"Appleton-Oshkosh-Neenah","WI MSA",11037,9791,624,0,622,1,2000
"Asheville","NC MSA",12011,10828,331,0,852,1,2000
"Athens","GA MSA",8722,7440,1282,0,0,1,2000
"Atlanta","GA MSA",465636,382484,2011,0,81141,1,2000
"Augusta-Aiken","GA-SC MSA",20378,20301,0,0,77,1,2000
"Austin-San Marcos","TX MSA",106292,73295,116,804,32077,1,2000
"Bakersfield","CA MSA",21636,19889,0,477,1270,1,2000
"Bangor","ME MSA",539,539,0,0,0,1,2000
"Barnstable-Yarmouth","MA MSA",16457,15737,0,0,720,1,2000
"Baton Rouge","LA MSA",9722,8378,0,0,1344,1,2000
"Beaumont-Port Arthur","TX MSA",4451,4451,0,0,0,1,2000
"Bellingham","WA MSA",9054,8460,401,0,193,1,2000
"Benton Harbor","MI MSA",255,255,0,0,0,1,2000
"Billings","MT MSA",2280,2280,0,0,0,1,2000
"Biloxi-Gulfport-Pascagoula","MS MSA",14236,14236,0,0,0,1,2000
"Binghamton","NY MSA",837,837,0,0,0,1,2000
"Birmingham","AL MSA",44589,44589,0,0,0,1,2000
"Bismarck","ND MSA",117,117,0,0,0,1,2000
"Bloomington","IN MSA",5190,4554,83,553,0,1,2000
"Bloomington-Normal","IL MSA",4809,4269,0,0,540,1,2000
"Boise City","ID MSA",51018,50392,0,626,0,1,2000
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",151999,124379,2745,3192,21683,1,2000
"Brownsville-Harlingen-San Benito","TX MSA",9490,8711,171,292,316,1,2000
"Bryan-College Station","TX MSA",5513,4326,1187,0,0,1,2000
"Buffalo-Niagara Falls","NY MSA",14003,12520,275,0,1208,1,2000
"Burlington","VT MSA",5128,4610,200,0,318,1,2000
"Canton-Massillon","OH MSA",9216,9035,181,0,0,1,2000
"Casper","WY MSA",800,800,0,0,0,1,2000
"Cedar Rapids","IA MSA",3553,1701,953,307,592,1,2000
"Champaign-Urbana","IL MSA",2762,1764,0,0,998,1,2000
"Charleston-North Charleston","SC MSA",51201,47621,470,0,3110,1,2000
"Charleston","WV MSA",2507,2507,0,0,0,1,2000
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",168074,138097,2379,310,27288,1,2000
"Charlottesville","VA MSA",11062,10972,90,0,0,1,2000
"Chattanooga","TN-GA MSA",19732,19409,80,0,243,1,2000
"Cheyenne","WY MSA",2920,2477,77,0,366,1,2000
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",275406,255725,1166,6125,12390,1,2000
"Chico-Paradise","CA MSA",8993,8993,0,0,0,1,2000
"Cincinnati-Hamilton","OH-KY- IN CMSA",77522,73762,126,1340,2294,1,2000
"Clarksville-Hopkinsville","TN-KY MSA",5692,4812,70,270,540,1,2000
"Cleveland-Akron","OH CMSA",86596,81154,641,1284,3517,1,2000
"Colorado Springs","CO MSA",37146,35931,75,420,720,1,2000
"Columbia","MO MSA",4871,4744,127,0,0,1,2000
"Columbia","SC MSA",26299,26299,0,0,0,1,2000
"Columbus","GA-AL MSA",9201,8880,90,231,0,1,2000
"Columbus","OH MSA",90791,80108,967,1564,8152,1,2000
"Corpus Christi","TX MSA",8734,6202,133,1899,500,1,2000
"Cumberland","MD-WV MSA",989,989,0,0,0,1,2000
"Dallas-Fort Worth","TX CMSA",378116,353820,522,0,23774,1,2000
"Danville","VA MSA",1854,1854,0,0,0,1,2000
"Davenport-Moline-Rock Island","IA-IL MSA",3590,3225,0,0,365,1,2000
"Dayton-Springfield","OH MSA",12465,12158,0,307,0,1,2000
"Daytona Beach","FL MSA",38768,30970,330,156,7312,1,2000
"Decatur","Al MSA",2091,1986,0,0,105,1,2000
"Decatur","IL MSA",1106,945,161,0,0,1,2000
"Denver-Boulder-Greeley","CO CMSA",297378,222889,583,0,73906,1,2000
"Des Moines","IA MSA",21245,17987,248,0,3010,1,2000
"Detroit-Ann Arbor-Flint","MI CMSA",197172,177746,3500,8165,7761,1,2000
"Dothan","AL MSA",1896,1896,0,0,0,1,2000
"Dover","DE MSA",5559,5559,0,0,0,1,2000
"Dubuque","IA MSA",530,530,0,0,0,1,2000
"Duluth-Superior","MN-WI MSA",3298,2739,116,443,0,1,2000
"Eau Claire","WI MSA",1823,773,0,1050,0,1,2000
"El Paso","TX MSA",12995,12995,0,0,0,1,2000
"Elkhart-Goshen","IN MSA",8252,7372,0,880,0,1,2000
"Elmira","NY MSA",365,365,0,0,0,1,2000
"Enid","OK MSA",750,750,0,0,0,1,2000
"Erie","PA MSA",2332,1885,0,75,372,1,2000
"Eugene-Springfield","OR MSA",12269,11063,1206,0,0,1,2000
"Evansville-Henderson","IN-KY MSA",9448,8946,502,0,0,1,2000
"Fargo-Moorhead","ND-MN MSA",3493,777,0,0,2716,1,2000
"Fayetteville","NC MSA",4719,4719,0,0,0,1,2000
"Fayetteville-Springdale- Rogers","AR MSA",18639,17348,641,190,460,1,2000
"Flagstaff","AZ-UT MSA",6834,6834,0,0,0,1,2000
"Florence","AL MSA",781,781,0,0,0,1,2000
"Florence","SC MSA",3516,3212,0,0,304,1,2000
"Fort Collins-Loveland","CO MSA",28713,26205,513,404,1591,1,2000
"Fort Myers-Cape Coral","FL MSA",61367,41053,1735,2981,15598,1,2000
"Fort Pierce-Port St. Lucie","FL MSA",41302,35883,0,0,5419,1,2000
"Fort Smith","AR-OK MSA",3747,3221,526,0,0,1,2000
"Fort Walton Beach","FL MSA",13041,9645,0,0,3396,1,2000
"Fort Wayne","IN MSA",15323,15123,200,0,0,1,2000
"Fresno","CA MSA",19110,19110,0,0,0,1,2000
"Gadsden","AL MSA",512,512,0,0,0,1,2000
"Gainesville","FL MSA",10833,7438,87,0,3308,1,2000
"Glens Falls","NY MSA",1445,1445,0,0,0,1,2000
"Goldsboro","NC MSA",2757,2500,143,114,0,1,2000
"Grand Forks","ND-MN MSA",0,0,0,0,0,1,2000
"Grand Junction","CO MSA",5951,5491,0,0,460,1,2000
"Grand Rapids-Muskegon- Holland","MI MSA",42322,39569,424,0,2329,1,2000
"Great Falls","MT MSA",550,335,0,215,0,1,2000
"Green Bay","WI MSA",4001,3516,144,0,341,1,2000
"Greensboro--Winston-Salem-- High Point","NC MSA",62933,54124,0,151,8658,1,2000
"Greenville","NC MSA",8297,6440,325,0,1532,1,2000
"Greenville-Spartanburg- Anderson","SC MSA",49298,47450,290,0,1558,1,2000
"Harrisburg-Lebanon- Carlisle","PA MSA",10018,10018,0,0,0,1,2000
"Hartford","CT MSA",21441,21205,0,0,236,1,2000
"Hattiesburg","MS MSA",782,782,0,0,0,1,2000
"Hickory-Morganton-Lenoir","NC MSA",15113,13432,328,0,1353,1,2000
"Honolulu","HI MSA",15075,15075,0,0,0,1,2000
"Houma","LA MSA",7416,7416,0,0,0,1,2000
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",261565,248640,854,186,11885,1,2000
"Huntington-Ashland","WV-KY- OH MSA",50,50,0,0,0,1,2000
"Huntsville","AL MSA",4785,4433,0,114,238,1,2000
"Indianapolis","IN MSA",101685,98788,1245,501,1151,1,2000
"Iowa City","IA MSA",3071,1909,180,482,500,1,2000
"Jackson","MI MSA",452,452,0,0,0,1,2000
"Jackson","MS MSA",17713,16414,0,142,1157,1,2000
"Jackson","TN MSA",5315,5315,0,0,0,1,2000
"Jacksonville","FL MSA",89168,65519,438,228,22983,1,2000
"Jacksonville","NC MSA",3642,3642,0,0,0,1,2000
"Jamestown","NY MSA",88,88,0,0,0,1,2000
"Janesville-Beloit","WI MSA",2673,2448,0,225,0,1,2000
"Johnson City-Kingsport- Bristol","TN-VA MSA",7784,6171,0,0,1613,1,2000
"Johnstown","PA MSA",161,161,0,0,0,1,2000
"Jonesboro","AR MSA",1924,1844,80,0,0,1,2000
"Joplin","MO MSA",1097,994,103,0,0,1,2000
"Kalamazoo-Battle Creek","MI MSA",11267,11267,0,0,0,1,2000
"Kansas City","MO-KS MSA",129836,103194,1450,3039,22153,1,2000
"Killeen-Temple","TX MSA",13215,12152,787,276,0,1,2000
"Knoxville","TN MSA",22252,20781,258,133,1080,1,2000
"Kokomo","IN MSA",2765,2765,0,0,0,1,2000
"La Crosse","WI-MN MSA",871,711,160,0,0,1,2000
"Lafayette","LA MSA",12157,10657,1500,0,0,1,2000
"Lafayette","IN MSA",8047,3729,395,0,3923,1,2000
"Lake Charles","LA MSA",4321,3857,138,0,326,1,2000
"Lakeland-Winter Haven","FL MSA",21994,21469,0,0,525,1,2000
"Lancaster","PA MSA",11968,11854,114,0,0,1,2000
"Lansing-East Lansing","MI MSA",10821,10589,232,0,0,1,2000
"Laredo","TX MSA",5533,5321,0,0,212,1,2000
"Las Cruces","NM MSA",8215,8215,0,0,0,1,2000
"Las Vegas","NV-AZ MSA",195019,171905,644,2862,19608,1,2000
"Lawrence","KS MSA",4043,2934,393,0,716,1,2000
"Lawton","OK MSA",1827,1827,0,0,0,1,2000
"Lewiston-Auburn","ME MSA",738,738,0,0,0,1,2000
"Lexington","KY MSA",20818,19680,660,0,478,1,2000
"Lima","OH MSA",0,0,0,0,0,1,2000
"Lincoln","NE MSA",10093,8516,212,0,1365,1,2000
"Little Rock-North Little Rock","AR MSA",21152,21152,0,0,0,1,2000
"Longview-Marshall","TX MSA",1441,1441,0,0,0,1,2000
"Los Angeles-Riverside- Orange County","CA CMSA",535083,433571,5433,8164,87915,1,2000
"Louisville","KY-IN MSA",45811,42585,165,950,2111,1,2000
"Lubbock","TX MSA",5064,4761,0,0,303,1,2000
"Lynchburg","VA MSA",8661,8280,118,263,0,1,2000
"Macon","GA MSA",13749,13515,234,0,0,1,2000
"Madison","WI MSA",25124,17262,552,2004,5306,1,2000
"Mansfield","OH MSA",1881,481,0,1400,0,1,2000
"McAllen-Edinburg-Mission","TX MSA",17992,16697,165,351,779,1,2000
"Medford-Ashland","OR MSA",7232,7083,149,0,0,1,2000
"Melbourne-Titusville-Palm Bay","FL MSA",38408,28879,0,847,8682,1,2000
"Memphis","TN-AR-MS MSA",104729,68925,0,0,35804,1,2000
"Merced","CA MSA",7485,7485,0,0,0,1,2000
"Miami-Fort Lauderdale","FL CMSA",159979,141941,446,692,16900,1,2000
"Milwaukee-Racine","WI CMSA",58534,41628,1998,1310,13598,1,2000
"Minneapolis-St. Paul","MN-WI MSA",145637,128041,2587,1341,13668,1,2000
"Missoula","MT MSA",842,842,0,0,0,1,2000
"Mobile","AL MSA",39284,26191,471,0,12622,1,2000
"Modesto","CA MSA",15649,15052,125,194,278,1,2000
"Monroe","LA MSA",1931,1931,0,0,0,1,2000
"Montgomery","AL MSA",9842,9842,0,0,0,1,2000
"Muncie","IN MSA",4892,1292,0,600,3000,1,2000
"Myrtle Beach","SC MSA",27764,17627,0,1292,8845,1,2000
"Naples","FL MSA",99710,55347,179,7453,36731,1,2000
"Nashville","TN MSA",82027,76925,690,443,3969,1,2000
"New London-Norwich","CT-RI MSA",7975,7602,0,0,373,1,2000
"New Orleans","LA MSA",31287,28533,232,173,2349,1,2000
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",449634,273061,16690,8290,151593,1,2000
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",47960,46361,116,692,791,1,2000
"Ocala","FL MSA",68427,68427,0,0,0,1,2000
"Odessa-Midland","TX MSA",2994,2994,0,0,0,1,2000
"Oklahoma City","OK MSA",37545,37545,0,0,0,1,2000
"Omaha","NE-IA MSA",19944,19944,0,0,0,1,2000
"Orlando","FL MSA",151323,131303,809,389,18822,1,2000
"Owensboro","KY MSA",2959,1919,0,0,1040,1,2000
"Panama City","FL MSA",5044,4579,465,0,0,1,2000
"Parkersburg-Marietta","WV-OH MSA",673,673,0,0,0,1,2000
"Pensacola","FL MSA",20318,20318,0,0,0,1,2000
"Peoria-Pekin","IL MSA",8172,5892,200,0,2080,1,2000
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",154579,132570,949,252,20808,1,2000
"Phoenix-Mesa","AZ MSA",357217,310670,579,7831,38137,1,2000
"Pine Bluff","AR MSA",369,289,80,0,0,1,2000
"Pittsburgh","PA MSA",73547,70072,80,276,3119,1,2000
"Pittsfield","MA MSA",0,0,0,0,0,1,2000
"Pocatello","ID MSA",1121,1006,115,0,0,1,2000
"Portland","ME MSA",11118,11118,0,0,0,1,2000
"Portland-Salem","OR-WA CMSA",112273,98552,2720,1537,9464,1,2000
"Providence-Fall River- Warwick","RI-MA MSA",24778,19281,285,0,5212,1,2000
"Provo-Orem","UT MSA",19725,18537,578,0,610,1,2000
"Pueblo","CO MSA",9066,8610,456,0,0,1,2000
"Punta Gorda","FL MSA",9982,8971,0,286,725,1,2000
"Raleigh-Durham-Chapel Hill","Hill NC MSA",103771,102768,231,0,772,1,2000
"Rapid City","SD MSA",3444,2796,0,0,648,1,2000
"Reading","PA MSA",5668,5668,0,0,0,1,2000
"Redding","CA MSA",17210,6643,0,10567,0,1,2000
"Reno","NV MSA",29585,29585,0,0,0,1,2000
"Richland-Kennewick-Pasco","WA MSA",6623,6623,0,0,0,1,2000
"Richmond-Petersburg","VA MSA",45341,44682,0,0,659,1,2000
"Roanoke","VA MSA",4813,4457,0,0,356,1,2000
"Rochester","MN MSA",6712,5738,219,247,508,1,2000
"Rochester","NY MSA",18437,18087,0,0,350,1,2000
"Rockford","IL MSA",10267,9526,741,0,0,1,2000
"Rocky Mount","NC MSA",2923,2923,0,0,0,1,2000
"Sacramento-Yolo","CA CMSA",167998,134047,0,1080,32871,1,2000
"Saginaw-Bay City-Midland","MI MSA",3083,2861,222,0,0,1,2000
"St. Cloud","MN MSA",2596,2596,0,0,0,1,2000
"St. Joseph","MO MSA",753,468,15,0,270,1,2000
"St. Louis","MO-IL MSA",91808,81140,745,1660,8263,1,2000
"Salinas","CA MSA",18253,12253,1833,4167,0,1,2000
"Salt Lake City-Ogden","UT MSA",59452,56784,329,882,1457,1,2000
"San Angelo","TX MSA",2026,1842,184,0,0,1,2000
"San Antonio","TX MSA",87909,79898,597,0,7414,1,2000
"San Diego","CA MSA",164222,135579,158,800,27685,1,2000
"San Francisco-Oakland-San Jose","CA CMSA",300068,234754,1774,5071,58469,1,2000
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",18182,16434,155,732,861,1,2000
"Santa Barbara-Santa Maria- Lompoc","CA MSA",8328,8328,0,0,0,1,2000
"Santa Fe","NM MSA",5032,5032,0,0,0,1,2000
"Sarasota-Bradenton","FL MSA",57840,53624,146,754,3316,1,2000
"Savannah","GA MSA",15201,14033,497,0,671,1,2000
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",2332,2332,0,0,0,1,2000
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",217315,148623,3266,5642,59784,1,2000
"Sharon","PA MSA",1012,885,127,0,0,1,2000
"Sheboygan","WI MSA",403,403,0,0,0,1,2000
"Sherman-Denison","TX MSA",1249,1179,70,0,0,1,2000
"Shreveport-Bossier City","LA MSA",10191,10191,0,0,0,1,2000
"Sioux City","IA-NE MSA",1296,1296,0,0,0,1,2000
"Sioux Falls","SD MSA",9519,6927,0,0,2592,1,2000
"South Bend","IN MSA",12890,9821,669,0,2400,1,2000
"Spokane","WA MSA",5920,4012,174,0,1734,1,2000
"Springfield","IL MSA",3937,3798,139,0,0,1,2000
"Springfield","MO MSA",11035,10745,290,0,0,1,2000
"Springfield","MA MSA",4119,4119,0,0,0,1,2000
"State College","PA MSA",2243,1936,0,0,307,1,2000
"Steubenville-Weirton","OH-WV MSA",185,185,0,0,0,1,2000
"Stockton-Lodi","CA MSA",50885,50885,0,0,0,1,2000
"Sumter","SC MSA",2173,1871,153,0,149,1,2000
"Syracuse","NY MSA",4495,4400,95,0,0,1,2000
"Tallahassee","FL MSA",12175,11943,232,0,0,1,2000
"Tampa-St. Petersburg- Clearwater","FL MSA",127718,106484,2672,651,17911,1,2000
"Terre Haute","IN MSA",1578,1578,0,0,0,1,2000
"Texarkana  TX-Texarkana "," AR MSA",1636,1636,0,0,0,1,2000
"Toledo","OH MSA",12680,11216,308,256,900,1,2000
"Topeka","KS MSA",7526,6621,905,0,0,1,2000
"Tucson","AZ MSA",63970,62712,0,958,300,1,2000
"Tulsa","OK MSA",27838,27623,0,215,0,1,2000
"Tuscaloosa","AL MSA",5354,4889,465,0,0,1,2000
"Tyler","TX MSA",4318,4087,0,0,231,1,2000
"Utica-Rome","NY MSA",123,123,0,0,0,1,2000
"Victoria","TX MSA",1684,1684,0,0,0,1,2000
"Visalia-Tulare-Porterville","CA MSA",12464,12464,0,0,0,1,2000
"Waco","TX MSA",4549,3842,0,0,707,1,2000
"Washington-Baltimore","DC-MD- VA-WV CMSA",340055,299915,180,0,39960,1,2000
"Waterloo-Cedar Falls","IA MSA",1500,1500,0,0,0,1,2000
"Wausau","WI MSA",1733,1733,0,0,0,1,2000
"West Palm Beach-Boca Raton","Raton FL MSA",80052,72083,480,686,6803,1,2000
"Wheeling","WV-OH MSA",212,212,0,0,0,1,2000
"Wichita","KS MSA",14831,14326,505,0,0,1,2000
"Wichita Falls","TX MSA",1231,1231,0,0,0,1,2000
"Wilmington","NC MSA",30783,23344,0,190,7249,1,2000
"Yakima","WA MSA",2310,1590,216,204,300,1,2000
"York","PA MSA",7008,6328,480,200,0,1,2000
"Youngstown-Warren","OH MSA",6713,5638,106,0,969,1,2000
"Yuba City","CA MSA",2887,2887,0,0,0,1,2000
"Yuma","AZ MSA",7017,7017,0,0,0,1,2000
"Abilene","TX MSA",2426,2426,0,0,0,2,2000
"Albany","GA MSA",5382,5382,0,0,0,2,2000
"Albany-Schenectady-Troy","NY MSA",12500,12209,0,0,291,2,2000
"Albuquerque","NM MSA",41111,40384,0,0,727,2,2000
"Alexandria","LA MSA",3748,3748,0,0,0,2,2000
"Allentown-Bethlehem-Easton","PA MSA",13413,13230,0,183,0,2,2000
"Altoona","PA MSA",281,281,0,0,0,2,2000
"Amarillo","TX MSA",5087,5087,0,0,0,2,2000
"Anchorage","AK MSA",4662,4309,353,0,0,2,2000
"Anniston","AL MSA",1446,1171,0,0,275,2,2000
"Appleton-Oshkosh-Neenah","WI MSA",15701,14276,538,0,887,2,2000
"Asheville","NC MSA",12501,11630,541,0,330,2,2000
"Athens","GA MSA",15595,12180,742,206,2467,2,2000
"Atlanta","GA MSA",476185,422810,916,3732,48727,2,2000
"Augusta-Aiken","GA-SC MSA",24899,24784,0,38,77,2,2000
"Austin-San Marcos","TX MSA",128138,110607,232,0,17299,2,2000
"Bakersfield","CA MSA",18927,16949,0,645,1333,2,2000
"Bangor","ME MSA",1031,1031,0,0,0,2,2000
"Barnstable-Yarmouth","MA MSA",17181,16526,262,393,0,2,2000
"Baton Rouge","LA MSA",11345,9851,43,150,1301,2,2000
"Beaumont-Port Arthur","TX MSA",5597,5597,0,0,0,2,2000
"Bellingham","WA MSA",9901,9307,401,0,193,2,2000
"Benton Harbor","MI MSA",550,550,0,0,0,2,2000
"Billings","MT MSA",3357,3357,0,0,0,2,2000
"Biloxi-Gulfport-Pascagoula","MS MSA",17514,17379,59,76,0,2,2000
"Binghamton","NY MSA",478,478,0,0,0,2,2000
"Birmingham","AL MSA",48297,48297,0,0,0,2,2000
"Bismarck","ND MSA",1050,1050,0,0,0,2,2000
"Bloomington","IN MSA",4246,3944,0,0,302,2,2000
"Bloomington-Normal","IL MSA",5626,4113,0,0,1513,2,2000
"Boise City","ID MSA",51013,50325,688,0,0,2,2000
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",140907,130660,2184,2100,5963,2,2000
"Brownsville-Harlingen-San Benito","TX MSA",11527,10061,228,501,737,2,2000
"Bryan-College Station","TX MSA",8290,8290,0,0,0,2,2000
"Buffalo-Niagara Falls","NY MSA",14399,13899,0,0,500,2,2000
"Burlington","VT MSA",5199,4739,50,0,410,2,2000
"Canton-Massillon","OH MSA",12316,10957,544,575,240,2,2000
"Casper","WY MSA",553,553,0,0,0,2,2000
"Cedar Rapids","IA MSA",4346,3294,612,440,0,2,2000
"Champaign-Urbana","IL MSA",6159,4879,0,0,1280,2,2000
"Charleston-North Charleston","SC MSA",51107,41674,6472,0,2961,2,2000
"Charleston","WV MSA",3071,2506,0,0,565,2,2000
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",165025,126824,88,1835,36278,2,2000
"Charlottesville","VA MSA",11596,11042,554,0,0,2,2000
"Chattanooga","TN-GA MSA",20585,20342,0,0,243,2,2000
"Cheyenne","WY MSA",3555,3152,77,0,326,2,2000
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",361911,309730,911,12284,38986,2,2000
"Chico-Paradise","CA MSA",5780,5780,0,0,0,2,2000
"Cincinnati-Hamilton","OH-KY- IN CMSA",85118,77771,1073,1717,4557,2,2000
"Clarksville-Hopkinsville","TN-KY MSA",9094,8744,0,0,350,2,2000
"Cleveland-Akron","OH CMSA",106896,99770,1865,1918,3343,2,2000
"Colorado Springs","CO MSA",55781,41518,0,456,13807,2,2000
"Columbia","MO MSA",8349,8029,0,0,320,2,2000
"Columbia","SC MSA",30062,29707,0,0,355,2,2000
"Columbus","GA-AL MSA",10083,9613,0,173,297,2,2000
"Columbus","OH MSA",109221,92850,737,4696,10938,2,2000
"Corpus Christi","TX MSA",8726,8018,99,187,422,2,2000
"Cumberland","MD-WV MSA",898,898,0,0,0,2,2000
"Dallas-Fort Worth","TX CMSA",425404,415320,304,423,9357,2,2000
"Danville","VA MSA",3283,3283,0,0,0,2,2000
"Davenport-Moline-Rock Island","IA-IL MSA",4977,4346,0,328,303,2,2000
"Dayton-Springfield","OH MSA",18950,18489,0,461,0,2,2000
"Daytona Beach","FL MSA",35090,33884,391,0,815,2,2000
"Decatur","Al MSA",3426,3321,0,0,105,2,2000
"Decatur","IL MSA",1197,1197,0,0,0,2,2000
"Denver-Boulder-Greeley","CO CMSA",267217,240928,905,1566,23818,2,2000
"Des Moines","IA MSA",21456,18523,0,843,2090,2,2000
"Detroit-Ann Arbor-Flint","MI CMSA",204556,194640,3630,1668,4618,2,2000
"Dothan","AL MSA",2245,2245,0,0,0,2,2000
"Dover","DE MSA",6357,6357,0,0,0,2,2000
"Dubuque","IA MSA",2706,1618,148,0,940,2,2000
"Duluth-Superior","MN-WI MSA",2689,2257,116,0,316,2,2000
"Eau Claire","WI MSA",3357,3222,135,0,0,2,2000
"El Paso","TX MSA",20676,14385,443,5848,0,2,2000
"Elkhart-Goshen","IN MSA",7167,7167,0,0,0,2,2000
"Elmira","NY MSA",492,492,0,0,0,2,2000
"Enid","OK MSA",1218,1218,0,0,0,2,2000
"Erie","PA MSA",2826,2826,0,0,0,2,2000
"Eugene-Springfield","OR MSA",14295,13322,418,225,330,2,2000
"Evansville-Henderson","IN-KY MSA",10359,9145,214,0,1000,2,2000
"Fargo-Moorhead","ND-MN MSA",887,637,250,0,0,2,2000
"Fayetteville","NC MSA",12819,6672,0,0,6147,2,2000
"Fayetteville-Springdale- Rogers","AR MSA",26768,18555,83,250,7880,2,2000
"Flagstaff","AZ-UT MSA",4886,4886,0,0,0,2,2000
"Florence","AL MSA",2001,2001,0,0,0,2,2000
"Florence","SC MSA",4124,3820,0,0,304,2,2000
"Fort Collins-Loveland","CO MSA",28050,25906,0,404,1740,2,2000
"Fort Myers-Cape Coral","FL MSA",101139,64229,3257,8842,24811,2,2000
"Fort Pierce-Port St. Lucie","FL MSA",23010,22792,218,0,0,2,2000
"Fort Smith","AR-OK MSA",5360,4897,463,0,0,2,2000
"Fort Walton Beach","FL MSA",13560,10223,0,0,3337,2,2000
"Fort Wayne","IN MSA",23035,23035,0,0,0,2,2000
"Fresno","CA MSA",26943,23555,118,0,3270,2,2000
"Gadsden","AL MSA",791,791,0,0,0,2,2000
"Gainesville","FL MSA",12275,8859,0,98,3318,2,2000
"Glens Falls","NY MSA",2398,2095,0,0,303,2,2000
"Goldsboro","NC MSA",3545,2971,148,426,0,2,2000
"Grand Forks","ND-MN MSA",165,165,0,0,0,2,2000
"Grand Junction","CO MSA",8342,7348,569,201,224,2,2000
"Grand Rapids-Muskegon- Holland","MI MSA",49244,44071,342,628,4203,2,2000
"Great Falls","MT MSA",390,390,0,0,0,2,2000
"Green Bay","WI MSA",9521,8206,1127,0,188,2,2000
"Greensboro--Winston-Salem-- High Point","NC MSA",93562,80401,159,120,12882,2,2000
"Greenville","NC MSA",12233,6706,974,0,4553,2,2000
"Greenville-Spartanburg- Anderson","SC MSA",54670,51975,88,0,2607,2,2000
"Harrisburg-Lebanon- Carlisle","PA MSA",9530,9530,0,0,0,2,2000
"Hartford","CT MSA",23671,23448,96,0,127,2,2000
"Hattiesburg","MS MSA",1013,1013,0,0,0,2,2000
"Hickory-Morganton-Lenoir","NC MSA",24385,20802,0,0,3583,2,2000
"Honolulu","HI MSA",11748,9452,2296,0,0,2,2000
"Houma","LA MSA",6450,6450,0,0,0,2,2000
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",339873,308720,232,682,30239,2,2000
"Huntington-Ashland","WV-KY- OH MSA",345,345,0,0,0,2,2000
"Huntsville","AL MSA",6273,5883,0,152,238,2,2000
"Indianapolis","IN MSA",124504,122940,1287,277,0,2,2000
"Iowa City","IA MSA",8281,4301,350,0,3630,2,2000
"Jackson","MI MSA",836,836,0,0,0,2,2000
"Jackson","MS MSA",22468,21311,0,0,1157,2,2000
"Jackson","TN MSA",7461,7461,0,0,0,2,2000
"Jacksonville","FL MSA",90055,80825,0,0,9230,2,2000
"Jacksonville","NC MSA",4626,4626,0,0,0,2,2000
"Jamestown","NY MSA",88,88,0,0,0,2,2000
"Janesville-Beloit","WI MSA",2376,2118,83,0,175,2,2000
"Johnson City-Kingsport- Bristol","TN-VA MSA",8969,8480,240,0,249,2,2000
"Johnstown","PA MSA",0,0,0,0,0,2,2000
"Jonesboro","AR MSA",2452,2258,194,0,0,2,2000
"Joplin","MO MSA",1311,1311,0,0,0,2,2000
"Kalamazoo-Battle Creek","MI MSA",11277,11010,0,0,267,2,2000
"Kansas City","MO-KS MSA",125521,113521,2725,1501,7774,2,2000
"Killeen-Temple","TX MSA",12822,10940,1380,502,0,2,2000
"Knoxville","TN MSA",29141,25460,108,177,3396,2,2000
"Kokomo","IN MSA",3667,3404,263,0,0,2,2000
"La Crosse","WI-MN MSA",3240,2246,615,0,379,2,2000
"Lafayette","LA MSA",13641,13641,0,0,0,2,2000
"Lafayette","IN MSA",5607,3808,490,692,617,2,2000
"Lake Charles","LA MSA",5944,5618,0,0,326,2,2000
"Lakeland-Winter Haven","FL MSA",17153,16751,402,0,0,2,2000
"Lancaster","PA MSA",10788,10788,0,0,0,2,2000
"Lansing-East Lansing","MI MSA",12430,11618,812,0,0,2,2000
"Laredo","TX MSA",6433,6148,0,73,212,2,2000
"Las Cruces","NM MSA",7825,5750,0,0,2075,2,2000
"Las Vegas","NV-AZ MSA",240352,209535,967,1419,28431,2,2000
"Lawrence","KS MSA",7782,3955,474,0,3353,2,2000
"Lawton","OK MSA",1811,1811,0,0,0,2,2000
