"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),396279,404593,419436,441457,460125,485002
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),363152,369807,380295,401834,421265,444697
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),214,255,248,474,255,356
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),18410,19219,19951,20820,22429,22897
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),51044,50821,51147,55494,55322,54998
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",6475,6353,6848,6946,7139
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",22,"       Other transportation equipment manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",23,"       Furniture and related product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",24,"       Miscellaneous manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",25,"     Nondurable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",26,"       Food product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",27,"       Textile and textile product mills",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",28,"       Apparel manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",29,"       Paper manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",30,"       Printing and related support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",31,"       Petroleum and coal products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",32,"       Chemical manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",33,"       Plastics and rubber products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",34,"   Wholesale trade",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"16980","Chicago-Naperville-Joliet, IL-IN-WI (MSA)",35,"   Retail trade",200,GDP by Metropolitan Area (millions of current dollars),22426,23148,23789,24670,25615,26552
