"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),142733,147753,154475,165293,172118,179683
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),130057,134337,140463,150740,156747,163482
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),214,235,219,313,272,244
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),6770,6911,7042,7529,7921,7675
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),17367,17707,19134,20883,21839,22204
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),2663,2405,2327,2455,2504,2608
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),2116,2097,2226,2289,2694,2541
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",22,"       Other transportation equipment manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",23,"       Furniture and related product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",404,457,422,427,455
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",24,"       Miscellaneous manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",3027
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",25,"     Nondurable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",26,"       Food product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",27,"       Textile and textile product mills",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",28,"       Apparel manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",29,"       Paper manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",30,"       Printing and related support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",31,"       Petroleum and coal products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",32,"       Chemical manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",1478
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",33,"       Plastics and rubber products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),1070,"(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",34,"   Wholesale trade",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",35,"   Retail trade",200,GDP by Metropolitan Area (millions of current dollars),8829,8914,9254,9529,9651,9906
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",36,"   Transportation and warehousing, excluding Postal Service",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",37,"     Air transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",38,"     Rail transportation",200,GDP by Metropolitan Area (millions of current dollars),399,351,345,394,481,"(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",39,"     Water transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",40,"     Truck transportation",200,GDP by Metropolitan Area (millions of current dollars),1034,1066,1094,1221,1286,"(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",41,"     Transit and ground passenger transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",42,"     Pipeline transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",43,"     Other transportation and support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",44,"     Warehousing and storage",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",45,"   Information",200,GDP by Metropolitan Area (millions of current dollars),5707,5941,5925,6464,6973,7061
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",46,"     Publishing including software",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",47,"     Motion picture and sound recording industries",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",48,"     Broadcasting and telecommunications",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",49,"     Information and data processing services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",50,"   Finance and insurance",200,GDP by Metropolitan Area (millions of current dollars),15247,15836,16862,18427,18837,19792
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",51,"     Federal Reserve banks, credit intermediation and related services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",52,"     Securities, commodity contracts, investments",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",53,"     Insurance carriers and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",6316,6883,"(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",54,"     Funds, trusts, and other financial vehicles",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",55,"   Real estate and rental and leasing",200,GDP by Metropolitan Area (millions of current dollars),20386,21861,22748,22947,23720,25366
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",56,"     Real estate",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",21526,"(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",57,"     Rental and leasing services and lessors of intangible assets",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",1421,"(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",58,"   Professional and technical services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",62,"   Management of companies and enterprises",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",8828,"(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",63,"   Administrative and waste services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",4185,4222,"(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",64,"     Administrative and support services",200,GDP by Metropolitan Area (millions of current dollars),3539,3606,3865,3901,4266,4480
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",65,"     Waste management and remediation services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",320,320,"(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",66,"   Educational services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",1215,1291,1412
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",67,"   Health care and social assistance",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",10607,11045,12145
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",68,"     Ambulatory health care services",200,GDP by Metropolitan Area (millions of current dollars),4192,4547,4947,5170,5383,6196
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",69,"     Hospitals and nursing and residential care facilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",70,"     Social assistance",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
