"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"38340","Pittsfield, MA (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),4095,4451,4696,4967,5121,5256
"38340","Pittsfield, MA (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),3722,4067,4307,4573,4706,4828
"38340","Pittsfield, MA (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),10,8,8,12,12,10
"38340","Pittsfield, MA (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),5,4,4,8,6,4
"38340","Pittsfield, MA (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),5,4,4,4,5,6
"38340","Pittsfield, MA (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),6,6,9,12,10,14
"38340","Pittsfield, MA (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),0,0,"(L)","(L)","(L)","(L)"
"38340","Pittsfield, MA (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),6,6,9,"(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,"(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),56,57,58,68,60,66
"38340","Pittsfield, MA (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),219,221,217,237,262,271
"38340","Pittsfield, MA (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),672,669,564,553,546,624
"38340","Pittsfield, MA (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),311,252,"(D)",163,151,"(D)"
"38340","Pittsfield, MA (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),7,8,8,10,10,12
"38340","Pittsfield, MA (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),14,19,22,22,26,34
"38340","Pittsfield, MA (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",0,"(D)","(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),228,165,72,69,46,80
"38340","Pittsfield, MA (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),32,31,29,35,41,54
"38340","Pittsfield, MA (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),4,"(D)","(D)","(D)","(D)",1
"38340","Pittsfield, MA (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),9,8,8,5,2,2
"38340","Pittsfield, MA (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",22,"       Other transportation equipment manufacturing",200,GDP by Metropolitan Area (millions of current dollars),1,1,"(L)","(L)","(L)","(L)"
"38340","Pittsfield, MA (MSA)",23,"       Furniture and related product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),1,"(D)",1,1,1,1
"38340","Pittsfield, MA (MSA)",24,"       Miscellaneous manufacturing",200,GDP by Metropolitan Area (millions of current dollars),13,11,13,14,16,17
"38340","Pittsfield, MA (MSA)",25,"     Nondurable goods",200,GDP by Metropolitan Area (millions of current dollars),361,416,"(D)",390,395,"(D)"
"38340","Pittsfield, MA (MSA)",26,"       Food product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),8,7,6,6,6,7
"38340","Pittsfield, MA (MSA)",27,"       Textile and textile product mills",200,GDP by Metropolitan Area (millions of current dollars),10,9,10,9,8,6
"38340","Pittsfield, MA (MSA)",28,"       Apparel manufacturing",200,GDP by Metropolitan Area (millions of current dollars),2,1,"(L)","(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",29,"       Paper manufacturing",200,GDP by Metropolitan Area (millions of current dollars),125,128,134,145,133,116
"38340","Pittsfield, MA (MSA)",30,"       Printing and related support activities",200,GDP by Metropolitan Area (millions of current dollars),34,37,42,43,45,44
"38340","Pittsfield, MA (MSA)",31,"       Petroleum and coal products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),0,0,"(D)","(D)","(D)",0
"38340","Pittsfield, MA (MSA)",32,"       Chemical manufacturing",200,GDP by Metropolitan Area (millions of current dollars),114,146,135,118,134,167
"38340","Pittsfield, MA (MSA)",33,"       Plastics and rubber products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),68,88,72,68,68,76
"38340","Pittsfield, MA (MSA)",34,"   Wholesale trade",200,GDP by Metropolitan Area (millions of current dollars),88,95,91,97,101,119
"38340","Pittsfield, MA (MSA)",35,"   Retail trade",200,GDP by Metropolitan Area (millions of current dollars),331,354,373,376,379,393
"38340","Pittsfield, MA (MSA)",36,"   Transportation and warehousing, excluding Postal Service",200,GDP by Metropolitan Area (millions of current dollars),47,47,47,55,54,56
"38340","Pittsfield, MA (MSA)",37,"     Air transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",38,"     Rail transportation",200,GDP by Metropolitan Area (millions of current dollars),5,5,5,5,5,5
"38340","Pittsfield, MA (MSA)",39,"     Water transportation",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)","(L)"
"38340","Pittsfield, MA (MSA)",40,"     Truck transportation",200,GDP by Metropolitan Area (millions of current dollars),16,12,16,19,19,20
"38340","Pittsfield, MA (MSA)",41,"     Transit and ground passenger transportation",200,GDP by Metropolitan Area (millions of current dollars),11,12,12,14,13,14
"38340","Pittsfield, MA (MSA)",42,"     Pipeline transportation",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,0,0,0
"38340","Pittsfield, MA (MSA)",43,"     Other transportation and support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",44,"     Warehousing and storage",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"38340","Pittsfield, MA (MSA)",45,"   Information",200,GDP by Metropolitan Area (millions of current dollars),105,111,112,119,124,123
"38340","Pittsfield, MA (MSA)",46,"     Publishing including software",200,GDP by Metropolitan Area (millions of current dollars),51,44,46,49,54,"(D)"
"38340","Pittsfield, MA (MSA)",47,"     Motion picture and sound recording industries",200,GDP by Metropolitan Area (millions of current dollars),3,4,5,4,3,3
"38340","Pittsfield, MA (MSA)",48,"     Broadcasting and telecommunications",200,GDP by Metropolitan Area (millions of current dollars),"(D)",56,"(D)",62,64,64
"38340","Pittsfield, MA (MSA)",49,"     Information and data processing services",200,GDP by Metropolitan Area (millions of current dollars),"(D)",6,"(D)",3,3,"(D)"
"38340","Pittsfield, MA (MSA)",50,"   Finance and insurance",200,GDP by Metropolitan Area (millions of current dollars),186,208,223,220,221,226
"38340","Pittsfield, MA (MSA)",51,"     Federal Reserve banks, credit intermediation and related services",200,GDP by Metropolitan Area (millions of current dollars),92,112,122,123,121,115
"38340","Pittsfield, MA (MSA)",52,"     Securities, commodity contracts, investments",200,GDP by Metropolitan Area (millions of current dollars),18,"(D)","(D)","(D)","(D)",28
"38340","Pittsfield, MA (MSA)",53,"     Insurance carriers and related activities",200,GDP by Metropolitan Area (millions of current dollars),74,73,74,69,71,79
"38340","Pittsfield, MA (MSA)",54,"     Funds, trusts, and other financial vehicles",200,GDP by Metropolitan Area (millions of current dollars),1,"(D)","(D)","(D)","(D)",4
"38340","Pittsfield, MA (MSA)",55,"   Real estate and rental and leasing",200,GDP by Metropolitan Area (millions of current dollars),712,884,1139,1259,1253,1199
"38340","Pittsfield, MA (MSA)",56,"     Real estate",200,GDP by Metropolitan Area (millions of current dollars),685,835,1098,1221,1210,1159
"38340","Pittsfield, MA (MSA)",57,"     Rental and leasing services and lessors of intangible assets",200,GDP by Metropolitan Area (millions of current dollars),28,49,41,37,43,39
"38340","Pittsfield, MA (MSA)",58,"   Professional and technical services",200,GDP by Metropolitan Area (millions of current dollars),184,189,256,270,283,315
"38340","Pittsfield, MA (MSA)",62,"   Management of companies and enterprises",200,GDP by Metropolitan Area (millions of current dollars),77,124,60,88,112,57
"38340","Pittsfield, MA (MSA)",63,"   Administrative and waste services",200,GDP by Metropolitan Area (millions of current dollars),69,87,95,103,109,113
"38340","Pittsfield, MA (MSA)",64,"     Administrative and support services",200,GDP by Metropolitan Area (millions of current dollars),54,65,70,75,81,84
"38340","Pittsfield, MA (MSA)",65,"     Waste management and remediation services",200,GDP by Metropolitan Area (millions of current dollars),16,22,25,28,28,28
"38340","Pittsfield, MA (MSA)",66,"   Educational services",200,GDP by Metropolitan Area (millions of current dollars),123,135,141,152,157,163
"38340","Pittsfield, MA (MSA)",67,"   Health care and social assistance",200,GDP by Metropolitan Area (millions of current dollars),479,487,510,532,573,610
"38340","Pittsfield, MA (MSA)",68,"     Ambulatory health care services",200,GDP by Metropolitan Area (millions of current dollars),215,210,215,222,226,243
"38340","Pittsfield, MA (MSA)",69,"     Hospitals and nursing and residential care facilities",200,GDP by Metropolitan Area (millions of current dollars),219,232,249,264,300,317
"38340","Pittsfield, MA (MSA)",70,"     Social assistance",200,GDP by Metropolitan Area (millions of current dollars),46,45,46,46,48,50
"38340","Pittsfield, MA (MSA)",71,"   Arts, entertainment, and recreation",200,GDP by Metropolitan Area (millions of current dollars),53,56,60,64,70,75
"38340","Pittsfield, MA (MSA)",72,"     Performing arts, museums, and related activities",200,GDP by Metropolitan Area (millions of current dollars),26,27,29,30,34,39
"38340","Pittsfield, MA (MSA)",73,"     Amusement, gambling, and recreation",200,GDP by Metropolitan Area (millions of current dollars),26,29,31,33,35,36
"38340","Pittsfield, MA (MSA)",74,"   Accommodation and food services",200,GDP by Metropolitan Area (millions of current dollars),189,206,217,230,244,256
"38340","Pittsfield, MA (MSA)",75,"     Accommodation",200,GDP by Metropolitan Area (millions of current dollars),103,116,122,132,142,148
"38340","Pittsfield, MA (MSA)",76,"     Food services and drinking places",200,GDP by Metropolitan Area (millions of current dollars),86,90,95,98,102,108
