"msa","year","price_rng","value"
"292",1999,65,8.6
"292",1999,75,15.8
"292",1999,85,18.3
"292",1999,95,14.5
"292",1999,110,10.8
"292",1999,130,7.3
"292",1999,150,4.4
"292",1999,170,2.8
"292",1999,190,1.4
"292",1999,225,2.5
"292",1999,275,1.9
"292",1999,350,0.8
"292",1999,450,1.1
"292",1999,550,1.2
"300",1999,15,3.8
"300",1999,35,3.9
"300",1999,45,8.3
"300",1999,55,13.6
"300",1999,65,17
"300",1999,75,19.2
"300",1999,85,10
"300",1999,95,7.3
"300",1999,110,7.5
"300",1999,130,4.6
"300",1999,150,2.8
"300",1999,170,1
"300",1999,190,0.3
"300",1999,225,0.4
"300",1999,275,0.2
"300",1999,350,0
"300",1999,450,0
"300",1999,550,0.1
"315",1999,15,NA
"315",1999,35,NA
"315",1999,45,NA
"315",1999,55,NA
"315",1999,65,NA
"315",1999,75,NA
"315",1999,85,NA
"315",1999,95,NA
"315",1999,110,NA
"315",1999,130,NA
"315",1999,150,NA
"315",1999,170,NA
"315",1999,190,NA
"315",1999,225,NA
"315",1999,275,NA
"315",1999,350,NA
"315",1999,450,NA
"315",1999,550,NA
"320",1999,15,6.2
"320",1999,35,4.9
"320",1999,45,8.3
"320",1999,55,8
"320",1999,65,10.7
"320",1999,75,9.5
"320",1999,85,9.9
"320",1999,95,6.9
"320",1999,110,11.2
"320",1999,130,7.4
"320",1999,150,5.1
"320",1999,170,3.7
"320",1999,190,2.4
"320",1999,225,2.1
"320",1999,275,2
"320",1999,350,1.2
"320",1999,450,0.2
"320",1999,550,0.4
"330",1999,15,4.1
"330",1999,35,6.5
"330",1999,45,9.2
"330",1999,55,9.6
"330",1999,65,11.6
"330",1999,75,11.3
"330",1999,85,11.2
"330",1999,95,6.4
"330",1999,110,7.4
"330",1999,130,7.1
"330",1999,150,4.3
"330",1999,170,2.7
"330",1999,190,2.1
"330",1999,225,2.6
"330",1999,275,1.8
"330",1999,350,1.4
"330",1999,450,0.3
"330",1999,550,0.3
"340",1999,15,5.5
"340",1999,35,6
"340",1999,45,9.2
"340",1999,55,10.2
"340",1999,65,14.1
"340",1999,75,9.6
"340",1999,85,5.8
"340",1999,95,7
"340",1999,110,10.2
"340",1999,130,7.5
"340",1999,150,4.5
"340",1999,170,3
"340",1999,190,2.3
"340",1999,225,3
"340",1999,275,0.6
"340",1999,350,0.9
"340",1999,450,0
"340",1999,550,0.6
"350",1999,15,6.1
"350",1999,35,6.2
"350",1999,45,8.3
"350",1999,55,7.4
"350",1999,65,11.5
"350",1999,75,13.3
"350",1999,85,10.1
"350",1999,95,5.6
"350",1999,110,8.1
"350",1999,130,7.1
"350",1999,150,4.3
"350",1999,170,3.8
"350",1999,190,2.6
"350",1999,225,2.4
"350",1999,275,1.5
"350",1999,350,1
"350",1999,450,0.1
"350",1999,550,0.4
"355",1999,15,NA
"355",1999,35,NA
"355",1999,45,NA
"355",1999,55,NA
"355",1999,65,NA
"355",1999,75,NA
"355",1999,85,NA
"355",1999,95,NA
"355",1999,110,NA
"355",1999,130,NA
"355",1999,150,NA
"355",1999,170,NA
"355",1999,190,NA
"355",1999,225,NA
"355",1999,275,NA
"355",1999,350,NA
"355",1999,450,NA
"355",1999,550,NA
"360",1999,15,1.6
"360",1999,35,2.2
"360",1999,45,3.2
"360",1999,55,3.7
"360",1999,65,5.5
"360",1999,75,6.1
"360",1999,85,8.2
"360",1999,95,7.5
"360",1999,110,11.3
"360",1999,130,11.5
"360",1999,150,7
"360",1999,170,5.6
"360",1999,190,4.5
"360",1999,225,8.5
"360",1999,275,4.9
"360",1999,350,5
"360",1999,450,1.7
"360",1999,550,1.8
"370",1999,15,NA
"370",1999,35,NA
"370",1999,45,NA
"370",1999,55,NA
"370",1999,65,NA
"370",1999,75,NA
"370",1999,85,NA
"370",1999,95,NA
"370",1999,110,NA
"370",1999,130,NA
"370",1999,150,NA
"370",1999,170,NA
"370",1999,190,NA
"370",1999,225,NA
"370",1999,275,NA
"370",1999,350,NA
"370",1999,450,NA
"370",1999,550,NA
"390",1999,15,0.4
"390",1999,35,0.5
"390",1999,45,1.3
"390",1999,55,3.2
"390",1999,65,5.5
"390",1999,75,6.6
"390",1999,85,7.5
"390",1999,95,7.3
"390",1999,110,12.5
"390",1999,130,11.6
"390",1999,150,8.5
"390",1999,170,6.5
"390",1999,190,4
"390",1999,225,8.3
"390",1999,275,6
"390",1999,350,6.4
"390",1999,450,2.2
"390",1999,550,1.8
"395",1999,15,NA
"395",1999,35,NA
"395",1999,45,NA
"395",1999,55,NA
"395",1999,65,NA
"395",1999,75,NA
"395",1999,85,NA
"395",1999,95,NA
"395",1999,110,NA
"395",1999,130,NA
"395",1999,150,NA
"395",1999,170,NA
"395",1999,190,NA
"395",1999,225,NA
"395",1999,275,NA
"395",1999,350,NA
"395",1999,450,NA
"395",1999,550,NA
"410",1999,15,13.8
"410",1999,35,7.5
"410",1999,45,11.6
"410",1999,55,14.9
"410",1999,65,13.8
"410",1999,75,6.7
"410",1999,85,4.9
"410",1999,95,4.9
"410",1999,110,9
"410",1999,130,5.2
"410",1999,150,4.1
"410",1999,170,1.9
"410",1999,190,0.4
"410",1999,225,0.4
"410",1999,275,0.4
"410",1999,350,0.4
"410",1999,450,0
"410",1999,550,0.4
"420",1999,15,15.9
"420",1999,35,9.6
"420",1999,45,12.9
"420",1999,55,8.3
"420",1999,65,9
"420",1999,75,8.1
"420",1999,85,9.2
"420",1999,95,4.4
"420",1999,110,9
"420",1999,130,4.1
"420",1999,150,2.8
"420",1999,170,2.2
"420",1999,190,1.7
"420",1999,225,2.2
"420",1999,275,0.2
"420",1999,350,0.4
"420",1999,450,0
"420",1999,550,0
"440",1999,15,13.5
"440",1999,35,10.2
"440",1999,45,13.5
"440",1999,55,10.8
"440",1999,65,10.7
"440",1999,75,7.4
"440",1999,85,7.2
"440",1999,95,6.3
"440",1999,110,7.4
"440",1999,130,5
"440",1999,150,4.2
"440",1999,170,1.4
"440",1999,190,0.5
"440",1999,225,1.2
"440",1999,275,0.5
"440",1999,350,0.3
"440",1999,450,0
"440",1999,550,0.2
"450",1999,15,7.7
"450",1999,35,7.3
"450",1999,45,9.3
"450",1999,55,10.9
"450",1999,65,12.4
"450",1999,75,10.4
"450",1999,85,11.1
"450",1999,95,7.2
"450",1999,110,9.4
"450",1999,130,5.2
"450",1999,150,3.1
"450",1999,170,2.3
"450",1999,190,1.5
"450",1999,225,1.2
"450",1999,275,0.4
"450",1999,350,0
"450",1999,450,0.1
"450",1999,550,0.4
"460",1999,15,3
"460",1999,35,3.8
"460",1999,45,6.2
"460",1999,55,8.5
"460",1999,65,10.2
"460",1999,75,9.9
"460",1999,85,9.4
"460",1999,95,7
"460",1999,110,10.8
"460",1999,130,8.6
"460",1999,150,5.8
"460",1999,170,4
"460",1999,190,2.8
"460",1999,225,4.5
"460",1999,275,2.1
"460",1999,350,2
"460",1999,450,0.7
"460",1999,550,0.7
"475",1999,15,1.4
"475",1999,35,2.3
"475",1999,45,4.2
"475",1999,55,4.2
"475",1999,65,7.4
"475",1999,75,8.2
"475",1999,85,9.3
"475",1999,95,10.2
"475",1999,110,15.6
"475",1999,130,11.3
"475",1999,150,11
"475",1999,170,5.9
"475",1999,190,2.5
"475",1999,225,4
"475",1999,275,1.4
"475",1999,350,0.8
"475",1999,450,0
"475",1999,550,0
"480",1999,15,9.9
"480",1999,35,8.1
"480",1999,45,7.6
"480",1999,55,10.5
"480",1999,65,8.8
"480",1999,75,9.1
"480",1999,85,9
"480",1999,95,7.2
"480",1999,110,8.2
"480",1999,130,7.6
"480",1999,150,3.8
"480",1999,170,3.6
"480",1999,190,2.3
"480",1999,225,2.4
"480",1999,275,0.7
"480",1999,350,0.8
"480",1999,450,0.1
"480",1999,550,0.3
"490",1999,15,3.3
"490",1999,35,5.2
"490",1999,45,8.2
"490",1999,55,8.5
"490",1999,65,10.5
"490",1999,75,13.7
"490",1999,85,10.3
"490",1999,95,6.4
"490",1999,110,9.4
"490",1999,130,6.8
"490",1999,150,5.5
"490",1999,170,2.7
"490",1999,190,2.2
"490",1999,225,4.1
"490",1999,275,1.7
"490",1999,350,1.2
"490",1999,450,0
"490",1999,550,0.4
"500",1999,15,NA
"500",1999,35,NA
"500",1999,45,NA
"500",1999,55,NA
"500",1999,65,NA
"500",1999,75,NA
"500",1999,85,NA
"500",1999,95,NA
"500",1999,110,NA
"500",1999,130,NA
"500",1999,150,NA
"500",1999,170,NA
"500",1999,190,NA
"500",1999,225,NA
"500",1999,275,NA
"500",1999,350,NA
"500",1999,450,NA
"500",1999,550,NA
"520",1999,15,6.4
"520",1999,35,4.3
"520",1999,45,5.9
"520",1999,55,8.7
"520",1999,65,9.6
"520",1999,75,7
"520",1999,85,9.4
"520",1999,95,6.3
"520",1999,110,11.5
"520",1999,130,7.9
"520",1999,150,6.1
"520",1999,170,4.2
"520",1999,190,3.3
"520",1999,225,4.3
"520",1999,275,2.7
"520",1999,350,1.3
"520",1999,450,0.7
"520",1999,550,0.3
"530",1999,15,3.1
"530",1999,35,5.8
"530",1999,45,7.4
"530",1999,55,7.1
"530",1999,65,11.7
"530",1999,75,14.4
"530",1999,85,12.3
"530",1999,95,8.3
"530",1999,110,11.8
"530",1999,130,6.8
"530",1999,150,4
"530",1999,170,2.8
"530",1999,190,1
"530",1999,225,2.3
"530",1999,275,0.9
"530",1999,350,0.3
"530",1999,450,0
"530",1999,550,0
"540",1999,15,NA
"540",1999,35,NA
"540",1999,45,NA
"540",1999,55,NA
"540",1999,65,NA
"540",1999,75,NA
"540",1999,85,NA
"540",1999,95,NA
"540",1999,110,NA
"540",1999,130,NA
"540",1999,150,NA
"540",1999,170,NA
"540",1999,190,NA
"540",1999,225,NA
"540",1999,275,NA
"540",1999,350,NA
"540",1999,450,NA
"540",1999,550,NA
"550",1999,15,10
"550",1999,35,9.1
"550",1999,45,9.6
"550",1999,55,12.2
"550",1999,65,9.6
"550",1999,75,9.8
"550",1999,85,9.6
"550",1999,95,6.7
"550",1999,110,8.6
"550",1999,130,5.8
"550",1999,150,2.7
"550",1999,170,1.4
"550",1999,190,1.3
"550",1999,225,2.2
"550",1999,275,0.6
"550",1999,350,0.7
"550",1999,450,0.2
"550",1999,550,0.1
"800",1999,15,2.8
"800",1999,35,2.8
"800",1999,45,4.2
"800",1999,55,6.1
"800",1999,65,8.2
"800",1999,75,8.9
"800",1999,85,8.9
"800",1999,95,7.5
"800",1999,110,11.1
"800",1999,130,9.6
"800",1999,150,6.8
"800",1999,170,5
"800",1999,190,3.5
"800",1999,225,5.5
"800",1999,275,3.2
"800",1999,350,2.9
"800",1999,450,1.2
"800",1999,550,1.6
"110",2000,15,14.5
"110",2000,35,8.4
"110",2000,45,10.4
"110",2000,55,10.8
"110",2000,65,8.6
"110",2000,75,9.2
"110",2000,85,8.7
"110",2000,95,6
"110",2000,110,6.6
"110",2000,130,6.1
"110",2000,150,3.7
"110",2000,170,1.9
"110",2000,190,1.7
"110",2000,225,1.4
"110",2000,275,1.1
"110",2000,350,0.6
"110",2000,450,0.4
"110",2000,550,0.1
"120",2000,15,8.6
"120",2000,35,4.8
"120",2000,45,6.8
"120",2000,55,8.1
"120",2000,65,7.6
"120",2000,75,9.2
"120",2000,85,7.6
"120",2000,95,7.8
"120",2000,110,11.1
"120",2000,130,10
"120",2000,150,5.5
"120",2000,170,3.9
"120",2000,190,2.5
"120",2000,225,3.1
"120",2000,275,2.2
"120",2000,350,0.9
"120",2000,450,0.3
"120",2000,550,0.1
"130",2000,15,0.7
"130",2000,35,1.1
"130",2000,45,2.1
"130",2000,55,4.2
"130",2000,65,6.7
"130",2000,75,9.6
"130",2000,85,13.1
"130",2000,95,10.7
"130",2000,110,14.1
"130",2000,130,11.9
"130",2000,150,7.6
"130",2000,170,6.2
"130",2000,190,3.6
"130",2000,225,4.3
"130",2000,275,1.9
"130",2000,350,1.3
"130",2000,450,0.4
"130",2000,550,0.5
"140",2000,15,0.3
"140",2000,35,0.4
"140",2000,45,0.8
"140",2000,55,1.3
"140",2000,65,2.1
"140",2000,75,2.7
"140",2000,85,4.9
"140",2000,95,7.3
"140",2000,110,14.9
"140",2000,130,13
"140",2000,150,10.1
"140",2000,170,7.8
"140",2000,190,5.9
"140",2000,225,9.9
"140",2000,275,6.2
"140",2000,350,5.8
"140",2000,450,2.7
"140",2000,550,4
"145",2000,15,2.6
"145",2000,35,2.7
"145",2000,45,2.9
"145",2000,55,3.6
"145",2000,65,4.6
"145",2000,75,5.9
"145",2000,85,9.5
"145",2000,95,9.3
"145",2000,110,12.6
"145",2000,130,13.3
"145",2000,150,8.7
"145",2000,170,6.3
"145",2000,190,4.7
"145",2000,225,6.4
"145",2000,275,3.4
"145",2000,350,2.2
"145",2000,450,0.7
"145",2000,550,0.5
"150",2000,15,6.5
"150",2000,35,5.3
"150",2000,45,5
"150",2000,55,7.9
"150",2000,65,10.6
"150",2000,75,9.4
"150",2000,85,9.5
"150",2000,95,7
"150",2000,110,10.1
"150",2000,130,8.5
"150",2000,150,6
"150",2000,170,3.1
"150",2000,190,3.1
"150",2000,225,3.8
"150",2000,275,2
"150",2000,350,1.1
"150",2000,450,0.9
"150",2000,550,0.3
"160",2000,15,4.7
"160",2000,35,4.4
"160",2000,45,5
"160",2000,55,11.6
"160",2000,65,9.5
"160",2000,75,11.4
"160",2000,85,9.7
"160",2000,95,5.8
"160",2000,110,9.6
"160",2000,130,8.4
"160",2000,150,3.8
"160",2000,170,4.7
"160",2000,190,2.5
"160",2000,225,3.9
"160",2000,275,2.5
"160",2000,350,1.7
"160",2000,450,0.7
"160",2000,550,0
"170",2000,15,7.2
"170",2000,35,7.7
"170",2000,45,7.7
"170",2000,55,12.6
"170",2000,65,11.7
"170",2000,75,6.6
"170",2000,85,12.6
"170",2000,95,6.6
"170",2000,110,7.4
"170",2000,130,5.5
"170",2000,150,4
"170",2000,170,2.6
"170",2000,190,1.7
"170",2000,225,2.8
"170",2000,275,1.3
"170",2000,350,1.3
"170",2000,450,0.4
"170",2000,550,0.2
"180",2000,15,2.2
"180",2000,35,1.8
"180",2000,45,3.1
"180",2000,55,5.5
"180",2000,65,6.2
"180",2000,75,9.5
"180",2000,85,10.5
"180",2000,95,9.5
"180",2000,110,14.3
"180",2000,130,11
"180",2000,150,6.4
"180",2000,170,6
"180",2000,190,4.4
"180",2000,225,4.9
"180",2000,275,2.4
"180",2000,350,2
"180",2000,450,0.1
"180",2000,550,0.1
"186",2000,15,0.2
"186",2000,35,0.2
"186",2000,45,0.3
"186",2000,55,0.5
"186",2000,65,1.2
"186",2000,75,1.4
"186",2000,85,2.7
"186",2000,95,3
"186",2000,110,8.7
"186",2000,130,13.9
"186",2000,150,15.4
"186",2000,170,12.1
"186",2000,190,8
"186",2000,225,12.3
"186",2000,275,7.7
"186",2000,350,7
"186",2000,450,2.3
"186",2000,550,3.1
"190",2000,15,4.1
"190",2000,35,4.3
"190",2000,45,6.5
"190",2000,55,8.2
"190",2000,65,10.3
"190",2000,75,11
"190",2000,85,9.7
"190",2000,95,8.6
"190",2000,110,9.6
"190",2000,130,8.5
"190",2000,150,5.1
"190",2000,170,4.1
"190",2000,190,2.5
"190",2000,225,3.9
"190",2000,275,1.8
"190",2000,350,1.3
"190",2000,450,0.4
"190",2000,550,0.3
"200",2000,15,1.4
"200",2000,35,1.4
"200",2000,45,2
"200",2000,55,2.8
"200",2000,65,4.4
"200",2000,75,5.1
"200",2000,85,6.9
"200",2000,95,6.7
"200",2000,110,11.5
"200",2000,130,10.9
"200",2000,150,9.8
"200",2000,170,7.8
"200",2000,190,5.5
"200",2000,225,8.6
"200",2000,275,5.3
"200",2000,350,4.9
"200",2000,450,2
"200",2000,550,3.1
"212",2000,15,0.2
"212",2000,35,0.4
"212",2000,45,0.6
"212",2000,55,1
"212",2000,65,1.8
"212",2000,75,2.6
"212",2000,85,6.8
"212",2000,95,6.4
"212",2000,110,13.8
"212",2000,130,13.6
"212",2000,150,11.6
"212",2000,170,9.8
"212",2000,190,6.8
"212",2000,225,11
"212",2000,275,6.3
"212",2000,350,4.5
"212",2000,450,1.6
"212",2000,550,1.1
"220",2000,15,0.9
"220",2000,35,1.7
"220",2000,45,4.6
"220",2000,55,12.5
"220",2000,65,16.4
"220",2000,75,13.1
"220",2000,85,12.4
"220",2000,95,7.1
"220",2000,110,9.2
"220",2000,130,6.5
"220",2000,150,4.3
"220",2000,170,3.3
"220",2000,190,2.2
"220",2000,225,3.2
"220",2000,275,1.3
"220",2000,350,0.9
"220",2000,450,0.2
"220",2000,550,0.2
"230",2000,15,0.2
"230",2000,35,0.5
"230",2000,45,0.8
"230",2000,55,1.7
"230",2000,65,3.7
"230",2000,75,8.6
"230",2000,85,8.4
"230",2000,95,6.3
"230",2000,110,11.4
"230",2000,130,12.4
"230",2000,150,9.4
"230",2000,170,9
"230",2000,190,6
"230",2000,225,9
"230",2000,275,4.9
"230",2000,350,4.4
"230",2000,450,1.3
"230",2000,550,2
"240",2000,15,4.9
"240",2000,35,4.7
"240",2000,45,6.1
"240",2000,55,8.8
"240",2000,65,10.1
"240",2000,75,11.4
"240",2000,85,10
"240",2000,95,6.8
"240",2000,110,9.3
"240",2000,130,8.4
"240",2000,150,5.6
"240",2000,170,3.6
"240",2000,190,2.4
"240",2000,225,3.7
"240",2000,275,1.7
"240",2000,350,1.3
"240",2000,450,0.5
"240",2000,550,0.8
"250",2000,15,5.7
"250",2000,35,4.5
"250",2000,45,6.1
"250",2000,55,8.1
"250",2000,65,6.4
"250",2000,75,5.9
"250",2000,85,6.8
"250",2000,95,6.6
"250",2000,110,7.9
"250",2000,130,8.8
"250",2000,150,5.2
"250",2000,170,4.5
"250",2000,190,4.4
"250",2000,225,8.3
"250",2000,275,4.9
"250",2000,350,4.3
"250",2000,450,0.6
"250",2000,550,1
"260",2000,15,0.3
"260",2000,35,1.3
"260",2000,45,2.5
"260",2000,55,4.3
"260",2000,65,8.7
"260",2000,75,13.2
"260",2000,85,15.9
"260",2000,95,16
"260",2000,110,17.2
"260",2000,130,8.3
"260",2000,150,4.1
"260",2000,170,2.4
"260",2000,190,1.8
"260",2000,225,1.7
"260",2000,275,1.5
"260",2000,350,0.6
"260",2000,450,0
"260",2000,550,0
"270",2000,15,5.2
"270",2000,35,7.5
"270",2000,45,6.8
"270",2000,55,9.1
"270",2000,65,12.3
"270",2000,75,8.1
"270",2000,85,8.8
"270",2000,95,7.8
"270",2000,110,8.4
"270",2000,130,6.5
"270",2000,150,3.9
"270",2000,170,4.5
"270",2000,190,2.6
"270",2000,225,3.2
"270",2000,275,1.9
"270",2000,350,1.9
"270",2000,450,0.6
"270",2000,550,0.6
"280",2000,15,2
"280",2000,35,2
"280",2000,45,2.9
"280",2000,55,4.2
"280",2000,65,6.6
"280",2000,75,9
"280",2000,85,9
"280",2000,95,6.9
"280",2000,110,10.6
"280",2000,130,10.3
"280",2000,150,7.3
"280",2000,170,5.9
"280",2000,190,4.1
"280",2000,225,6.3
"280",2000,275,4.1
"280",2000,350,4.2
"280",2000,450,1.6
"280",2000,550,2.8
"292",2000,15,0.3
"292",2000,35,0.1
"292",2000,45,2.1
"292",2000,55,3.6
"292",2000,65,4.7
"292",2000,75,9.5
"292",2000,85,16.4
"292",2000,95,16.2
"292",2000,110,17.3
"292",2000,130,9
"292",2000,150,4.8
"292",2000,170,3.6
"292",2000,190,2.2
"292",2000,225,3.3
"292",2000,275,2.4
"292",2000,350,2.4
"292",2000,450,1
"292",2000,550,1
"300",2000,15,4.7
"300",2000,35,4.6
"300",2000,45,8.2
"300",2000,55,12.9
"300",2000,65,16
"300",2000,75,16.1
"300",2000,85,11
"300",2000,95,6.7
"300",2000,110,8.2
"300",2000,130,5
"300",2000,150,3.1
"300",2000,170,1.7
"300",2000,190,0.7
"300",2000,225,0.8
"300",2000,275,0.2
"300",2000,350,0
"300",2000,450,0
"300",2000,550,0
"315",2000,15,NA
"315",2000,35,NA
"315",2000,45,NA
"315",2000,55,NA
"315",2000,65,NA
"315",2000,75,NA
"315",2000,85,NA
"315",2000,95,NA
"315",2000,110,NA
"315",2000,130,NA
"315",2000,150,NA
"315",2000,170,NA
"315",2000,190,NA
"315",2000,225,NA
"315",2000,275,NA
"315",2000,350,NA
"315",2000,450,NA
"315",2000,550,NA
"320",2000,15,6.4
"320",2000,35,5
"320",2000,45,7.5
"320",2000,55,10
"320",2000,65,11
"320",2000,75,9.4
"320",2000,85,8.8
"320",2000,95,8.3
"320",2000,110,9.8
"320",2000,130,8.3
"320",2000,150,4.3
"320",2000,170,3
"320",2000,190,2.2
"320",2000,225,2.7
"320",2000,275,1.5
"320",2000,350,1.2
"320",2000,450,0.2
"320",2000,550,0.7
"330",2000,15,3.6
"330",2000,35,4.4
"330",2000,45,7.5
"330",2000,55,8.9
"330",2000,65,12
"330",2000,75,11.2
"330",2000,85,11.1
"330",2000,95,6.6
"330",2000,110,9.1
"330",2000,130,7.4
"330",2000,150,4.7
"330",2000,170,3.3
"330",2000,190,2.7
"330",2000,225,3.3
"330",2000,275,2.5
"330",2000,350,1.2
"330",2000,450,0.2
"330",2000,550,0.4
"340",2000,15,10.5
"340",2000,35,6.5
"340",2000,45,6.5
"340",2000,55,9.5
"340",2000,65,12.1
"340",2000,75,7.9
"340",2000,85,7.3
"340",2000,95,6.3
"340",2000,110,8.9
"340",2000,130,9.1
"340",2000,150,4.7
"340",2000,170,4
"340",2000,190,3.2
"340",2000,225,1.4
"340",2000,275,1
"340",2000,350,1
"340",2000,450,0
"340",2000,550,0.2
"350",2000,15,6.8
"350",2000,35,5.8
"350",2000,45,6.5
"350",2000,55,8.1
"350",2000,65,9.9
"350",2000,75,13
"350",2000,85,11.9
"350",2000,95,6.8
"350",2000,110,7.1
"350",2000,130,6.5
"350",2000,150,4.1
"350",2000,170,4
"350",2000,190,2.4
"350",2000,225,3.6
"350",2000,275,1.6
"350",2000,350,0.9
"350",2000,450,0.3
"350",2000,550,0.8
"355",2000,15,NA
"355",2000,35,NA
"355",2000,45,NA
"355",2000,55,NA
"355",2000,65,NA
"355",2000,75,NA
"355",2000,85,NA
"355",2000,95,NA
"355",2000,110,NA
"355",2000,130,NA
"355",2000,150,NA
"355",2000,170,NA
"355",2000,190,NA
"355",2000,225,NA
"355",2000,275,NA
"355",2000,350,NA
"355",2000,450,NA
"355",2000,550,NA
"360",2000,15,1.5
"360",2000,35,1.5
"360",2000,45,2.6
"360",2000,55,3.3
"360",2000,65,4.6
"360",2000,75,5.3
"360",2000,85,6.1
"360",2000,95,6.4
"360",2000,110,11.9
"360",2000,130,12.2
"360",2000,150,8
"360",2000,170,6.1
"360",2000,190,5.6
"360",2000,225,8.1
"360",2000,275,5.8
"360",2000,350,6.8
"360",2000,450,2.1
"360",2000,550,2.2
"370",2000,15,NA
"370",2000,35,NA
"370",2000,45,NA
"370",2000,55,NA
"370",2000,65,NA
"370",2000,75,NA
"370",2000,85,NA
"370",2000,95,NA
"370",2000,110,NA
"370",2000,130,NA
"370",2000,150,NA
"370",2000,170,NA
"370",2000,190,NA
"370",2000,225,NA
"370",2000,275,NA
"370",2000,350,NA
"370",2000,450,NA
"370",2000,550,NA
"390",2000,15,0.4
"390",2000,35,0.6
"390",2000,45,1.2
"390",2000,55,2
"390",2000,65,3.7
"390",2000,75,6
"390",2000,85,6.8
"390",2000,95,7
"390",2000,110,11.8
"390",2000,130,11.8
"390",2000,150,9
"390",2000,170,7.1
"390",2000,190,4.8
"390",2000,225,8.8
"390",2000,275,5.9
"390",2000,350,7.1
"390",2000,450,3.3
"390",2000,550,2.7
"395",2000,15,NA
"395",2000,35,NA
"395",2000,45,NA
"395",2000,55,NA
"395",2000,65,NA
"395",2000,75,NA
"395",2000,85,NA
"395",2000,95,NA
"395",2000,110,NA
"395",2000,130,NA
"395",2000,150,NA
"395",2000,170,NA
"395",2000,190,NA
"395",2000,225,NA
"395",2000,275,NA
"395",2000,350,NA
"395",2000,450,NA
"395",2000,550,NA
"410",2000,15,NA
"410",2000,35,NA
"410",2000,45,NA
"410",2000,55,NA
"410",2000,65,NA
"410",2000,75,NA
"410",2000,85,NA
"410",2000,95,NA
"410",2000,110,NA
"410",2000,130,NA
"410",2000,150,NA
"410",2000,170,NA
"410",2000,190,NA
"410",2000,225,NA
"410",2000,275,NA
"410",2000,350,NA
"410",2000,450,NA
"410",2000,550,NA
"420",2000,15,12.1
"420",2000,35,7.5
"420",2000,45,8.8
"420",2000,55,11.7
"420",2000,65,10.2
"420",2000,75,11.7
"420",2000,85,8.6
"420",2000,95,5.7
"420",2000,110,6.8
"420",2000,130,6.6
"420",2000,150,3.5
"420",2000,170,2.6
"420",2000,190,2.2
"420",2000,225,0.9
"420",2000,275,0.4
"420",2000,350,0.4
"420",2000,450,0
"420",2000,550,0
"440",2000,15,12.2
"440",2000,35,8.3
"440",2000,45,10.6
"440",2000,55,12.3
"440",2000,65,13.5
"440",2000,75,9
"440",2000,85,5.7
"440",2000,95,3.5
"440",2000,110,8.9
"440",2000,130,5.7
"440",2000,150,3.9
"440",2000,170,2.5
"440",2000,190,1.2
"440",2000,225,1.7
"440",2000,275,0.9
"440",2000,350,0.1
"440",2000,450,0.1
"440",2000,550,0
"450",2000,15,6.3
"450",2000,35,8.6
"450",2000,45,8.9
"450",2000,55,10.5
"450",2000,65,11
"450",2000,75,12.2
"450",2000,85,10.1
"450",2000,95,7.2
"450",2000,110,9.1
"450",2000,130,6.2
"450",2000,150,3.3
"450",2000,170,2.2
"450",2000,190,0.6
"450",2000,225,2.4
"450",2000,275,0.5
"450",2000,350,0.7
"450",2000,450,0.1
"450",2000,550,0
"460",2000,15,2.6
"460",2000,35,3.3
"460",2000,45,5.5
"460",2000,55,8.1
"460",2000,65,9.5
"460",2000,75,9.3
"460",2000,85,9.2
"460",2000,95,7.1
"460",2000,110,10.4
"460",2000,130,9.1
"460",2000,150,6.2
"460",2000,170,4.4
"460",2000,190,3.4
"460",2000,225,4.9
"460",2000,275,2.6
"460",2000,350,2.4
"460",2000,450,1.1
"460",2000,550,0.9
"475",2000,15,0.8
"475",2000,35,3.3
"475",2000,45,4.7
"475",2000,55,5
"475",2000,65,3.3
"475",2000,75,9.9
"475",2000,85,8.8
"475",2000,95,5.5
"475",2000,110,16.9
"475",2000,130,15.2
"475",2000,150,9.1
"475",2000,170,8
"475",2000,190,3.6
"475",2000,225,3.6
"475",2000,275,1.4
"475",2000,350,0.6
"475",2000,450,0.3
"475",2000,550,0
"480",2000,15,11.3
"480",2000,35,8.2
"480",2000,45,8.4
"480",2000,55,8.9
"480",2000,65,8
"480",2000,75,8.4
"480",2000,85,6.2
"480",2000,95,8
"480",2000,110,11.2
"480",2000,130,6.8
"480",2000,150,4.5
"480",2000,170,4.1
"480",2000,190,2
"480",2000,225,1.9
"480",2000,275,0.9
"480",2000,350,0.9
"480",2000,450,0.1
"480",2000,550,0.1
"490",2000,15,4.1
"490",2000,35,3.3
"490",2000,45,6.5
"490",2000,55,8.1
"490",2000,65,9
"490",2000,75,9.5
"490",2000,85,11.5
"490",2000,95,8.8
"490",2000,110,9
"490",2000,130,9.5
"490",2000,150,4.5
"490",2000,170,5.2
"490",2000,190,2.1
"490",2000,225,3.9
"490",2000,275,2.2
"490",2000,350,2.4
"490",2000,450,0.3
"490",2000,550,0.2
"500",2000,15,NA
"500",2000,35,NA
"500",2000,45,NA
"500",2000,55,NA
"500",2000,65,NA
"500",2000,75,NA
"500",2000,85,NA
"500",2000,95,NA
"500",2000,110,NA
"500",2000,130,NA
"500",2000,150,NA
"500",2000,170,NA
"500",2000,190,NA
"500",2000,225,NA
"500",2000,275,NA
"500",2000,350,NA
"500",2000,450,NA
"500",2000,550,NA
"520",2000,15,5.2
