"year","cbsa","mdiv","stcou","name","lsad","births","deaths","domesticmig","internationalmig","naturalinc","netmig","npopchg_","popestimate","residual"
2003,"16460",NA,17121,"Marion County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16460",NA,NA,"Centralia, IL","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16500",NA,53041,"Lewis County, WA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16500",NA,NA,"Centralia, WA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16540",NA,42055,"Franklin County, PA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16540",NA,NA,"Chambersburg, PA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16580",NA,17019,"Champaign County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16580",NA,17053,"Ford County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16580",NA,17147,"Piatt County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16580",NA,NA,"Champaign-Urbana, IL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16620",NA,54005,"Boone County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16620",NA,54015,"Clay County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16620",NA,54039,"Kanawha County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16620",NA,54043,"Lincoln County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16620",NA,54079,"Putnam County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16620",NA,NA,"Charleston, WV","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16660",NA,17029,"Coles County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16660",NA,17035,"Cumberland County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16660",NA,NA,"Charleston-Mattoon, IL","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16700",NA,45015,"Berkeley County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16700",NA,45019,"Charleston County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16700",NA,45035,"Dorchester County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16700",NA,NA,"Charleston-North Charleston-Summerville, SC","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16740",NA,37007,"Anson County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16740",NA,37025,"Cabarrus County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16740",NA,37071,"Gaston County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16740",NA,37119,"Mecklenburg County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16740",NA,37179,"Union County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16740",NA,45091,"York County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16740",NA,NA,"Charlotte-Gastonia-Concord, NC-SC","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16820",NA,51003,"Albemarle County, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16820",NA,51065,"Fluvanna County, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16820",NA,51079,"Greene County, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16820",NA,51125,"Nelson County, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16820",NA,51540,"Charlottesville city, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16820",NA,NA,"Charlottesville, VA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16860",NA,13047,"Catoosa County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16860",NA,13083,"Dade County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16860",NA,13295,"Walker County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16860",NA,47065,"Hamilton County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16860",NA,47115,"Marion County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16860",NA,47153,"Sequatchie County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16860",NA,NA,"Chattanooga, TN-GA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16900",NA,45023,"Chester County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16900",NA,NA,"Chester, SC","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16940",NA,56021,"Laramie County, WY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16940",NA,NA,"Cheyenne, WY","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17031,"Cook County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17037,"DeKalb County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17043,"DuPage County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17063,"Grundy County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17089,"Kane County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17093,"Kendall County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17111,"McHenry County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,17197,"Will County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",16974,NA,"Chicago-Naperville-Joliet, IL","Metropolitan Division",1,1,1,1,1,1,1,1,1
2003,"16980",23844,18073,"Jasper County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",23844,18089,"Lake County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",23844,18111,"Newton County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",23844,18127,"Porter County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",23844,NA,"Gary, IN","Metropolitan Division",1,1,1,1,1,1,1,1,1
2003,"16980",29404,17097,"Lake County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",29404,55059,"Kenosha County, WI","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"16980",29404,NA,"Lake County-Kenosha County, IL-WI","Metropolitan Division",1,1,1,1,1,1,1,1,1
2003,"16980",NA,NA,"Chicago-Naperville-Joliet, IL-IN-WI","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17020",NA,6007,"Butte County, CA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17020",NA,NA,"Chico, CA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17060",NA,39141,"Ross County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17060",NA,NA,"Chillicothe, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17140",NA,18029,"Dearborn County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,18047,"Franklin County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,18115,"Ohio County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21015,"Boone County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21023,"Bracken County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21037,"Campbell County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21077,"Gallatin County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21081,"Grant County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21117,"Kenton County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,21191,"Pendleton County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,39015,"Brown County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,39017,"Butler County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,39025,"Clermont County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,39061,"Hamilton County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,39165,"Warren County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17140",NA,NA,"Cincinnati-Middletown, OH-KY-IN","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17180",NA,41065,"Wasco County, OR","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17180",NA,NA,"City of The Dalles, OR","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17200",NA,33019,"Sullivan County, NH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17200",NA,NA,"Claremont, NH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17220",NA,54017,"Doddridge County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17220",NA,54033,"Harrison County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17220",NA,54091,"Taylor County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17220",NA,NA,"Clarksburg, WV","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17260",NA,28027,"Coahoma County, MS","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17260",NA,NA,"Clarksdale, MS","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17300",NA,21047,"Christian County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17300",NA,21221,"Trigg County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17300",NA,47125,"Montgomery County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17300",NA,47161,"Stewart County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17300",NA,NA,"Clarksville, TN-KY","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17340",NA,6033,"Lake County, CA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17340",NA,NA,"Clearlake, CA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17380",NA,28011,"Bolivar County, MS","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17380",NA,NA,"Cleveland, MS","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17420",NA,47011,"Bradley County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17420",NA,47139,"Polk County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17420",NA,NA,"Cleveland, TN","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17460",NA,39035,"Cuyahoga County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17460",NA,39055,"Geauga County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17460",NA,39085,"Lake County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17460",NA,39093,"Lorain County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17460",NA,39103,"Medina County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17460",NA,NA,"Cleveland-Elyria-Mentor, OH","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17500",NA,12051,"Hendry County, FL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17500",NA,NA,"Clewiston, FL","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17540",NA,19045,"Clinton County, IA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17540",NA,NA,"Clinton, IA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17580",NA,35009,"Curry County, NM","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17580",NA,NA,"Clovis, NM","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17660",NA,16055,"Kootenai County, ID","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17660",NA,NA,"Coeur d'Alene, ID","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17700",NA,20125,"Montgomery County, KS","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17700",NA,NA,"Coffeyville, KS","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17740",NA,26023,"Branch County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17740",NA,NA,"Coldwater, MI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17780",NA,48041,"Brazos County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17780",NA,48051,"Burleson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17780",NA,48395,"Robertson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17780",NA,NA,"College Station-Bryan, TX","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17820",NA,8041,"El Paso County, CO","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17820",NA,8119,"Teller County, CO","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17820",NA,NA,"Colorado Springs, CO","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17860",NA,29019,"Boone County, MO","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17860",NA,29089,"Howard County, MO","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17860",NA,NA,"Columbia, MO","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17900",NA,45017,"Calhoun County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17900",NA,45039,"Fairfield County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17900",NA,45055,"Kershaw County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17900",NA,45063,"Lexington County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17900",NA,45079,"Richland County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17900",NA,45081,"Saluda County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17900",NA,NA,"Columbia, SC","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17940",NA,47119,"Maury County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17940",NA,NA,"Columbia, TN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"17980",NA,1113,"Russell County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17980",NA,13053,"Chattahoochee County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17980",NA,13145,"Harris County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17980",NA,13197,"Marion County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17980",NA,13215,"Muscogee County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"17980",NA,NA,"Columbus, GA-AL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18020",NA,18005,"Bartholomew County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18020",NA,NA,"Columbus, IN","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18060",NA,28087,"Lowndes County, MS","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18060",NA,NA,"Columbus, MS","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18100",NA,31141,"Platte County, NE","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18100",NA,NA,"Columbus, NE","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39041,"Delaware County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39045,"Fairfield County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39049,"Franklin County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39089,"Licking County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39097,"Madison County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39117,"Morrow County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39129,"Pickaway County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,39159,"Union County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18140",NA,NA,"Columbus, OH","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18180",NA,33013,"Merrimack County, NH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18180",NA,NA,"Concord, NH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18220",NA,18041,"Fayette County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18220",NA,NA,"Connersville, IN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18260",NA,47087,"Jackson County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18260",NA,47133,"Overton County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18260",NA,47141,"Putnam County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18260",NA,NA,"Cookeville, TN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18300",NA,41011,"Coos County, OR","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18300",NA,NA,"Coos Bay, OR","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18340",NA,21235,"Whitley County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18340",NA,NA,"Corbin, KY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18380",NA,13081,"Crisp County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18380",NA,NA,"Cordele, GA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18420",NA,28003,"Alcorn County, MS","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18420",NA,NA,"Corinth, MS","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18460",NA,13137,"Habersham County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18460",NA,NA,"Cornelia, GA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18500",NA,36101,"Steuben County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18500",NA,NA,"Corning, NY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18580",NA,48007,"Aransas County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18580",NA,48355,"Nueces County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18580",NA,48409,"San Patricio County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18580",NA,NA,"Corpus Christi, TX","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18620",NA,48349,"Navarro County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18620",NA,NA,"Corsicana, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18660",NA,36023,"Cortland County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18660",NA,NA,"Cortland, NY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18700",NA,41003,"Benton County, OR","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18700",NA,NA,"Corvallis, OR","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18740",NA,39031,"Coshocton County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18740",NA,NA,"Coshocton, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18820",NA,18107,"Montgomery County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18820",NA,NA,"Crawfordsville, IN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18860",NA,6015,"Del Norte County, CA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18860",NA,NA,"Crescent City, CA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18900",NA,47035,"Cumberland County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18900",NA,NA,"Crossville, TN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18940",NA,22001,"Acadia Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18940",NA,NA,"Crowley, LA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"18980",NA,1043,"Cullman County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"18980",NA,NA,"Cullman, AL","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19020",NA,51047,"Culpeper County, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19020",NA,NA,"Culpeper, VA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19060",NA,24001,"Allegany County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19060",NA,54057,"Mineral County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19060",NA,NA,"Cumberland, MD-WV","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48085,"Collin County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48113,"Dallas County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48119,"Delta County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48121,"Denton County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48139,"Ellis County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48231,"Hunt County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48257,"Kaufman County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,48397,"Rockwall County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",19124,NA,"Dallas-Plano-Irving, TX","Metropolitan Division",1,1,1,1,1,1,1,1,1
2003,"19100",23104,48251,"Johnson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",23104,48367,"Parker County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",23104,48439,"Tarrant County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",23104,48497,"Wise County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19100",23104,NA,"Fort Worth-Arlington, TX","Metropolitan Division",1,1,1,1,1,1,1,1,1
2003,"19100",NA,NA,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19140",NA,13213,"Murray County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19140",NA,13313,"Whitfield County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19140",NA,NA,"Dalton, GA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19180",NA,17183,"Vermilion County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19180",NA,NA,"Danville, IL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19220",NA,21021,"Boyle County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19220",NA,21137,"Lincoln County, KY","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19220",NA,NA,"Danville, KY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19260",NA,51143,"Pittsylvania County, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19260",NA,51590,"Danville city, VA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19260",NA,NA,"Danville, VA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19300",NA,1003,"Baldwin County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19300",NA,NA,"Daphne-Fairhope-Foley, AL","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19340",NA,17073,"Henry County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19340",NA,17131,"Mercer County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19340",NA,17161,"Rock Island County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19340",NA,19163,"Scott County, IA","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19340",NA,NA,"Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19380",NA,39057,"Greene County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19380",NA,39109,"Miami County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19380",NA,39113,"Montgomery County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19380",NA,39135,"Preble County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19380",NA,NA,"Dayton, OH","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19460",NA,1079,"Lawrence County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19460",NA,1103,"Morgan County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19460",NA,NA,"Decatur, AL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19500",NA,17115,"Macon County, IL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19500",NA,NA,"Decatur, IL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19540",NA,18001,"Adams County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19540",NA,NA,"Decatur, IN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19580",NA,39039,"Defiance County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19580",NA,NA,"Defiance, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19620",NA,48465,"Val Verde County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19620",NA,NA,"Del Rio, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19660",NA,12127,"Volusia County, FL","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19660",NA,NA,"Deltona-Daytona Beach-Ormond Beach, FL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19700",NA,35029,"Luna County, NM","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19700",NA,NA,"Deming, NM","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8001,"Adams County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8005,"Arapahoe County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8014,"Broomfield County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8019,"Clear Creek County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8031,"Denver County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8035,"Douglas County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8039,"Elbert County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8047,"Gilpin County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8059,"Jefferson County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,8093,"Park County, CO /1","County or equivalent",1,1,1,1,1,1,1,1,1
2003,"19740",NA,NA,"Denver-Aurora, CO /1","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
