"state","county","year","births","deaths","domesticmig","gqestimates","internationalmig","naturalinc","netmig","npopchg_","popestimate","rbirth","rdeath","rdomesticmig","residual","rinternationalmig","rnaturalinc","rnetmig"
17,107,2001,333,333,-253,4266,7,0,-246,-269,30880,10.736913379,10.736913379,-8.15747473,-23,0.2257008818,0,-7.931773848
17,107,2002,329,351,-129,4341,7,-22,-122,-169,30711,10.683379065,11.397769155,-4.188923706,-25,0.2273059376,-0.714390089,-3.961617769
17,107,2003,346,340,-207,4246,4,6,-203,-226,30485,11.307928623,11.111837375,-6.765148049,-29,0.1307274985,0.1960912478,-6.63442055
17,107,2004,331,300,-50,4233,7,31,-43,-33,30452,10.863678881,9.8462346358,-1.641039106,-21,0.2297454748,1.0174442457,-1.411293631
17,107,2005,333,352,-201,4199,7,-19,-194,-239,30213,10.97832358,11.604714415,-6.626555675,-26,0.2307755708,-0.626390835,-6.395780104
17,107,2006,322,349,-264,4148,7,-27,-257,-298,29915,10.7104843,11.608568387,-8.781266631,-14,0.2328366152,-0.898084087,-8.548430016
17,107,2007,332,313,-128,4248,6,19,-122,-98,29817,11.116319561,10.480144646,-4.285809951,5,0.2008973415,0.6361749146,-4.08491261
17,107,2008,348,311,-82,4248,7,37,-75,-29,29788,11.676872746,10.435366161,-2.751447026,9,0.2348796242,1.241506585,-2.516567402
17,109,2001,312,307,-109,4941,73,5,-36,-61,32791,9.5059640784,9.3536249105,-3.320993861,-30,2.2241518517,0.1523391679,-1.096842009
17,109,2002,274,305,0,5135,71,-31,71,7,32798,8.3550595374,9.300339996,0,-33,2.1649971794,-0.945280459,2.1649971794
17,109,2003,291,304,174,5609,57,-13,231,184,32982,8.8476740651,9.2429309821,5.2903618121,-34,1.7330495591,-0.395256917,7.0234113712
17,109,2004,282,298,-186,5727,58,-16,-128,-168,32814,8.5719496626,9.0583014165,-5.653839139,-24,1.7630251079,-0.486351754,-3.890814031
17,109,2005,296,302,61,6008,61,-6,122,83,32897,9.0091461095,9.191763936,1.8566145699,-33,1.8566145699,-0.182617827,3.7132291397
17,109,2006,292,296,1,6159,60,-4,61,42,32939,8.8705267635,8.9920408287,0.0303785163,-15,1.8227109788,-0.121514065,1.8530894951
17,109,2007,292,278,13,6244,54,14,67,78,33017,8.8543877737,8.4298623325,0.3942021954,-3,1.6374552732,0.4245254412,2.0316574686
17,109,2008,305,276,-322,6244,56,29,-266,-229,32788,9.2698123243,8.3884203328,-9.786490388,8,1.7019983284,0.8813919915,-8.08449206
17,111,2001,4084,1449,4117,1519,800,2635,4917,8112,269982,15.357655889,5.4488842761,15.481750562,560,3.008355708,9.9087716132,18.49010627
17,111,2002,4217,1583,4414,1519,760,2634,5174,8300,278282,15.383100112,5.7745903433,16.101732012,492,2.7723870252,9.608509769,18.874119038
17,111,2003,4116,1627,5009,1519,660,2489,5669,8776,287058,14.561149043,5.7558283511,17.720309902,618,2.3348781264,8.805320692,20.055188028
17,111,2004,4295,1669,4309,1519,605,2626,4914,7538,294596,14.76822991,5.7388069196,14.816368494,-2,2.0802745275,9.0294229903,16.896643021
17,111,2005,4276,1655,4196,1519,638,2621,4834,7509,302105,14.332136196,5.547166839,14.0639952,54,2.138424437,8.7849693565,16.202419637
17,111,2006,4293,1718,3717,1519,636,2575,4353,6920,309025,14.049383928,5.6223716721,12.164351284,-8,2.0813902116,8.427012256,14.245741495
17,111,2007,4315,1831,2756,1519,574,2484,3330,5644,314669,13.836913615,5.8714690217,8.8376671894,-170,1.8406462143,7.965444593,10.678313404
17,111,2008,4594,1915,878,1519,577,2679,1455,3972,318641,14.507902923,6.047591227,2.7727337323,-162,1.8221723958,8.4603116957,4.5949061281
17,113,2001,2015,990,552,11587,287,1025,839,1718,152598,13.279381042,6.5243609092,3.6378254766,-146,1.8914056373,6.7550201333,5.529231114
17,113,2002,2076,1022,1775,12119,266,1054,2041,2997,155595,13.472077562,6.63220774,11.518756104,-98,1.7261910556,6.8398698218,13.24494716
17,113,2003,2128,1028,519,12178,227,1100,746,1632,157227,13.605181221,6.5724277704,3.3181809464,-214,1.4513045758,7.0327534508,4.7694855221
17,113,2004,2179,1068,-88,12054,226,1111,138,1142,158369,13.808793521,6.7681466178,-0.557675002,-107,1.4322108012,7.040646903,0.8745357989
17,113,2005,2242,1006,-345,11868,234,1236,-111,980,159349,14.113144361,6.3326597801,-2.171737201,-145,1.4730043624,7.7804845807,-0.698732839
17,113,2006,2166,1032,994,11930,235,1134,1229,2281,161630,13.496210032,6.4303272177,6.1935516031,-82,1.4642702482,7.0658828148,7.6578218513
17,113,2007,2251,1059,659,11966,215,1192,874,2062,163692,13.838596836,6.5104727009,4.051370642,-4,1.3217673566,7.3281241355,5.3731379987
17,113,2008,2363,1053,33,11966,218,1310,251,1606,165298,14.365178273,6.4014103772,0.2006140004,45,1.3252682452,7.9637678957,1.5258822457
17,115,2001,1466,1154,-1445,3631,53,312,-1392,-1163,113318,12.870995922,10.131738945,-12.68662286,-83,0.4653224992,2.7392569765,-12.22130036
17,115,2002,1411,1129,-1593,3734,48,282,-1545,-1320,111998,12.524632072,10.021480942,-14.14014096,-57,0.4260682774,2.50315113,-13.71407268
17,115,2003,1465,1197,-1559,3823,28,268,-1531,-1315,110683,13.157835648,10.750804963,-14.00209268,-52,0.2514808179,2.4070306852,-13.75061186
17,115,2004,1349,1245,-719,3938,49,104,-670,-656,110027,12.224185583,11.281772462,-6.515336867,-90,0.4440215668,0.9424131213,-6.071315301
17,115,2005,1374,1213,-496,3954,45,161,-451,-392,109635,12.510129198,11.044240697,-4.516029172,-102,0.4097203886,1.4658885014,-4.106308783
17,115,2006,1422,1168,-805,3858,46,254,-759,-553,109082,13.003104468,10.680468368,-7.361110476,-48,0.4206348843,2.3226361005,-6.940475592
17,115,2007,1428,1196,-722,3750,40,232,-682,-418,108664,13.116199609,10.985276423,-6.631579914,32,0.3674005493,2.1309231857,-6.264179365
17,115,2008,1429,1163,-679,3750,43,266,-636,-336,108328,13.170992479,10.71928919,-6.258295237,34,0.3963279752,2.4517032886,-5.861967261
17,117,2001,585,600,-102,1239,3,-15,-99,-157,48832,11.960621952,12.267304567,-2.085441776,-43,0.0613365228,-0.306682614,-2.024105253
17,117,2002,583,600,4,1264,2,-17,6,-58,48774,11.945986927,12.294326168,0.0819621745,-47,0.0409810872,-0.348339241,0.1229432617
17,117,2003,528,603,89,1274,-2,-75,87,-55,48719,10.83154688,12.37011888,1.8257721067,-67,-0.041028587,-1.538572,1.78474352
17,117,2004,585,573,-55,1307,6,12,-49,-71,48648,12.016391591,11.769901507,-1.129746218,-34,0.123245042,0.2464900839,-1.006501176
17,117,2005,575,598,-147,1288,5,-23,-142,-211,48437,11.84529021,12.319101818,-3.028274193,-46,0.1030025236,-0.473811608,-2.925271669
17,117,2006,523,590,-225,1297,5,-67,-220,-307,48130,10.831857674,12.219495273,-4.659977011,-20,0.1035550447,-1.387637599,-4.556421966
17,117,2007,594,578,6,1302,3,16,9,30,48160,12.337729775,12.005400353,0.1246235331,5,0.0623117665,0.3323294215,0.1869352996
17,117,2008,597,561,-82,1302,5,36,-77,-22,48138,12.399011402,11.651332323,-1.703046792,19,0.1038443166,0.7476790795,-1.599202476
17,119,2001,3388,2623,276,5760,97,765,373,1317,260434,13.042030523,10.097180065,1.0624558513,179,0.373399339,2.9448504574,1.4358551903
17,119,2002,3394,2811,106,5742,71,583,177,864,261298,13.010511144,10.775647267,0.4063388866,104,0.2721703863,2.2348638765,0.678509273
17,119,2003,3360,2697,739,5719,-5,663,734,1659,262957,12.818189621,10.288886134,2.8192387292,262,-0.019074687,2.5293034878,2.8001640423
17,119,2004,3371,2730,235,5728,116,641,351,1002,263959,12.795208344,10.362182967,0.8919827828,10,0.4402978843,2.4330253779,1.3322806671
17,119,2005,3436,2643,30,5739,83,793,113,866,264825,12.99585464,9.9965203183,0.113467881,-40,0.3139278042,2.9993343218,0.4273956852
17,119,2006,3317,2591,334,5743,98,726,432,1159,265984,12.497904143,9.762456929,1.2584564316,1,0.3692476955,2.7354472136,1.6277041271
17,119,2007,3494,2639,104,5743,64,855,168,1069,267053,13.109784124,9.9017516608,0.3902168142,46,0.2401334241,3.208032463,0.6303502384
17,119,2008,3619,2597,-183,5743,76,1022,-107,1025,268078,13.525660072,9.7060345971,-0.683944679,110,0.2840425989,3.8196254749,-0.39990208
17,121,2001,561,530,-321,969,1,31,-320,-321,41367,13.509120462,12.762627175,-7.729817591,-32,0.0240804286,0.7464932876,-7.705737162
17,121,2002,494,508,-427,969,0,-14,-427,-470,40897,12.01011378,12.350481377,-10.38121171,-29,0,-0.340367597,-10.38121171
17,121,2003,501,534,-372,969,-3,-33,-375,-435,40462,12.315785592,13.127005003,-9.14465517,-27,-0.073747219,-0.81121941,-9.218402389
17,121,2004,452,510,-323,969,3,-58,-320,-415,40047,11.228558298,12.669391,-8.023947633,-37,0.0745258294,-1.440832702,-7.949421804
17,121,2005,520,502,-328,969,2,18,-326,-344,39703,13.040752351,12.589341693,-8.225705329,-36,0.0501567398,0.4514106583,-8.175548589
17,121,2006,530,499,29,969,2,31,31,44,39747,13.341724355,12.561359346,0.7300188798,-18,0.0503461296,0.7803650094,0.7803650094
17,121,2007,516,470,-214,969,-1,46,-215,-158,39589,13.007966119,11.848341232,-5.394776646,11,-0.025209237,1.1596248866,-5.419985883
17,121,2008,496,493,-106,969,1,3,-105,-84,39505,12.542038587,12.466179483,-2.680355021,18,0.0252863681,0.0758591044,-2.655068652
17,123,2001,133,177,-166,277,1,-44,-165,-217,12921,10.207605818,13.584558118,-12.74032004,-8,0.0767489159,-3.376952301,-12.66357113
17,123,2002,124,177,85,277,1,-53,86,21,12942,9.5889881298,13.68750725,6.5730967019,-12,0.0773305494,-4.09851912,6.6504272513
17,123,2003,165,184,3,277,-2,-19,1,-35,12907,12.766451313,14.236527525,0.2321172966,-17,-0.154744864,-1.470076212,0.0773724322
17,123,2004,131,172,145,277,2,-41,147,92,12999,10.113487223,13.278777117,11.194317919,-14,0.1544043851,-3.165289894,11.348722304
17,123,2005,137,185,-3,277,2,-48,-1,-61,12938,10.564059066,14.265335235,-0.231329761,-12,0.1542198404,-3.701276169,-0.07710992
17,123,2006,125,169,-65,277,2,-44,-63,-112,12826,9.7034621953,13.119080888,-5.045800342,-5,0.1552553951,-3.415618693,-4.890544946
17,123,2007,152,178,20,277,0,-26,20,-3,12823,11.85231393,13.879683418,1.5595149908,3,0,-2.027369488,1.5595149908
17,123,2008,156,168,-149,277,2,-12,-147,-153,12670,12.238653748,13.180088652,-11.68948339,6,0.1569058173,-0.941434904,-11.53257757
17,125,2001,188,200,-14,219,-1,-12,-15,-42,15967,11.758819114,12.509382037,-0.875656743,-15,-0.06254691,-0.750562922,-0.938203653
17,125,2002,181,200,-80,219,-2,-19,-82,-114,15853,11.376492772,12.570710245,-5.028284098,-13,-0.125707102,-1.194217473,-5.153991201
17,125,2003,194,190,-125,219,-5,4,-130,-139,15714,12.291316882,12.037887668,-7.919662939,-13,-0.316786518,0.2534292141,-8.236449457
17,125,2004,212,196,-56,219,2,16,-54,-48,15666,13.51179095,12.492033142,-3.569152326,-10,0.1274697259,1.0197578075,-3.4416826
17,125,2005,178,197,-176,219,1,-19,-175,-209,15457,11.438486007,12.659447997,-11.30996369,-15,0.0642611573,-1.22096199,-11.24570254
17,125,2006,165,185,-256,219,1,-20,-255,-281,15176,10.772696112,12.078477459,-16.71400124,-6,0.0652890673,-1.305781347,-16.64871217
17,125,2007,163,210,-24,219,-1,-47,-25,-65,15111,10.763693994,13.867335821,-1.58483838,7,-0.066034932,-3.103641827,-1.650873312
17,125,2008,184,194,-32,219,1,-10,-31,-35,15076,12.190678106,12.85321496,-2.120117932,6,0.0662536854,-0.662536854,-2.053864246
17,127,2001,199,233,-58,334,2,-34,-56,-102,15025,13.199787742,15.455027859,-3.847174317,-12,0.1326611833,-2.255240117,-3.714513133
17,127,2002,191,193,99,334,2,-2,101,81,15106,12.677972852,12.810726494,6.5713053002,-18,0.1327536424,-0.132753642,6.7040589426
17,127,2003,197,231,-5,334,1,-34,-4,-58,15048,13.066259866,15.321350401,-0.331630961,-20,0.0663261922,-2.255090535,-0.265304769
17,127,2004,181,184,209,334,0,-3,209,191,15239,11.952322779,12.150427576,13.801300888,-15,0,-0.198104797,13.801300888
17,127,2005,207,188,-24,334,1,19,-23,-19,15220,13.592041761,12.344463049,-1.5758889,-15,0.0656620375,1.2475787124,-1.510226862
17,127,2006,188,202,-111,334,0,-14,-111,-132,15088,12.405965422,13.329813911,-7.324798733,-7,0,-0.923848489,-7.324798733
17,127,2007,196,199,-12,334,1,-3,-11,-10,15078,12.994762315,13.193661738,-0.795597693,4,0.0662998077,-0.198899423,-0.729297885
17,127,2008,210,191,-37,334,0,19,-37,-8,15070,13.93127239,12.670823935,-2.454557516,10,0,1.2604484543,-2.454557516
17,129,2001,157,123,-35,182,3,34,-32,-10,12484,12.571062535,9.8486668268,-2.80246617,-12,0.240211386,2.7223957082,-2.562254784
17,129,2002,121,138,20,182,2,-17,22,-8,12476,9.6955128205,11.057692308,1.6025641026,-13,0.1602564103,-1.362179487,1.7628205128
17,129,2003,145,117,-8,182,-3,28,-11,0,12476,11.622314845,9.3780057711,-0.641231164,-17,-0.240461686,2.2443090734,-0.88169285
17,129,2004,122,133,60,182,4,-11,64,44,12520,9.7615618499,10.641702672,4.8007681229,-9,0.3200512082,-0.880140823,5.1208193311
17,129,2005,136,133,-119,182,3,3,-116,-121,12399,10.915365785,10.674585658,-9.550945062,-8,0.2407801276,0.2407801276,-9.310164934
17,129,2006,122,124,-55,182,3,-2,-52,-61,12338,9.863766827,10.025467923,-4.446780127,-7,0.2425516433,-0.161701096,-4.204228484
17,129,2007,143,123,99,182,1,20,100,116,12454,11.535979348,9.9225556631,7.986447241,-4,0.0806711843,1.6134236851,8.0671184253
17,129,2008,141,131,8,182,3,10,11,10,12464,11.317120154,10.514487519,0.642106108,-11,0.2407897905,0.802632635,0.8828958985
17,131,2001,202,192,-51,213,4,10,-47,-52,16904,11.931482575,11.340815121,-3.012404017,-15,0.2362669817,0.5906674542,-2.776137035
17,131,2002,196,152,-57,213,4,44,-53,-24,16880,11.60312574,8.9983424106,-3.374378404,-15,0.2367984845,2.6047833294,-3.137579919
17,131,2003,195,204,-95,213,1,-9,-94,-120,16760,11.59334126,12.128418549,-5.64803805,-17,0.0594530321,-0.535077289,-5.588585018
17,131,2004,170,151,-67,213,2,19,-65,-59,16701,10.161083052,9.0254325932,-4.004662144,-13,0.1195421536,1.1356504587,-3.88511999
17,131,2005,165,155,-131,213,3,10,-128,-133,16568,9.9191439478,9.3179837086,-7.875199134,-15,0.1803480718,0.6011602393,-7.694851063
17,131,2006,163,192,-10,213,2,-29,-8,-45,16523,9.8516212868,11.604363724,-0.604393944,-8,0.1208787888,-1.752742438,-0.483515155
17,131,2007,182,182,-74,213,1,0,-73,-70,16453,11.038330907,11.038330907,-4.488112567,3,0.0606501698,0,-4.427462397
17,131,2008,180,180,18,213,2,0,20,28,16481,10.930952815,10.930952815,1.0930952815,8,0.1214550313,0,1.2145503127
17,133,2001,365,246,421,384,8,119,429,607,28371,13.004364478,8.7645853745,14.999554645,59,0.2850271667,4.2397791039,15.284581812
17,133,2002,336,234,655,384,8,102,663,822,29193,11.673962893,8.1300813008,22.757278855,57,0.2779514975,3.5438815927,23.035230352
17,133,2003,377,268,559,384,5,109,564,738,29931,12.752858399,9.065692443,18.90941073,65,0.169136053,3.6871659563,19.078546783
17,133,2004,335,244,580,384,4,91,584,721,30652,11.059208029,8.0550649522,19.147285542,46,0.1320502451,3.0041430764,19.279335787
17,133,2005,382,240,441,384,5,142,446,639,31291,12.333919894,7.7490596193,14.238897051,51,0.1614387421,4.5848602748,14.400335793
17,133,2006,360,293,516,384,4,67,520,587,31878,11.397995852,9.2767021799,16.337127388,0,0.1266443984,2.1212936725,16.463771787
17,133,2007,411,270,296,384,5,141,301,446,32324,12.80333946,8.4109529298,9.2208965453,4,0.1557583876,4.39238653,9.3766549329
17,133,2008,412,264,314,384,4,148,318,480,32804,12.652008353,8.1071121484,9.6425500553,14,0.1228350326,4.5448962044,9.7653850878
17,135,2001,360,392,-164,2559,0,-32,-164,-171,30454,11.788012246,12.835835557,-5.370094468,25,0,-1.047823311,-5.370094468
17,135,2002,318,345,2,2559,-1,-27,1,-13,30441,10.444207242,11.330979555,0.065686838,13,-0.032843419,-0.886772313,0.032843419
17,135,2003,342,365,-258,2559,-4,-23,-262,-264,30177,11.283777096,12.042627602,-8.512323072,21,-0.131974001,-0.758850506,-8.644297073
17,135,2004,324,349,-15,2559,3,-25,-12,-31,30146,10.742171311,11.571042554,-0.497322746,6,0.0994645492,-0.828871243,-0.397858197
17,135,2005,315,370,-130,2559,2,-55,-128,-185,29961,10.481308333,12.311378042,-4.325619312,-2,0.0665479894,-1.830069709,-4.259071323
17,135,2006,327,357,38,2559,2,-30,40,9,29970,10.912549432,11.913700756,1.2681250104,-1,0.0667434216,-1.001151324,1.334868432
17,135,2007,340,343,-156,2559,0,-3,-156,-157,29813,11.374471003,11.474833983,-5.218874931,2,0,-0.100362979,-5.218874931
17,135,2008,328,345,-30,2559,2,-17,-28,-40,29773,11.009297486,11.579901319,-1.006947941,5,0.0671298627,-0.570603833,-0.939818078
17,137,2001,428,389,-341,3408,13,39,-328,-319,36300,11.739052922,10.669372866,-9.352843566,-30,0.3565600187,1.069680056,-8.996283547
17,137,2002,434,435,-211,3299,12,-1,-199,-229,36071,11.993754404,12.021389783,-5.831064929,-29,0.3316245457,-0.027635379,-5.499440384
17,137,2003,381,406,-31,3394,6,-25,-25,-101,35970,10.577310143,11.271359365,-0.860621035,-51,0.1665718133,-0.694049222,-0.694049222
17,137,2004,430,398,4,3476,13,32,17,25,35995,11.950253595,11.060932398,0.1111651497,-24,0.3612867366,0.8893211978,0.4724518863
17,137,2005,402,391,-301,3491,12,11,-289,-311,35684,11.21667434,10.909750415,-8.398554667,-33,0.3348260997,0.3069239247,-8.063728568
17,137,2006,372,407,-200,3481,12,-35,-188,-237,35447,10.459574588,11.443674347,-5.623427198,-14,0.3374056319,-0.98409976,-5.286021566
17,137,2007,406,404,-103,3481,8,2,-95,-82,35365,11.466982997,11.410495396,-2.90911145,11,0.2259504039,0.056487601,-2.683161046
17,137,2008,420,400,-161,3481,10,20,-151,-114,35251,11.895321174,11.328877308,-4.559873117,17,0.2832219327,0.5664438654,-4.276651184
17,139,2001,207,187,-52,469,2,20,-50,-44,14274,14.479574706,13.080581981,-3.637381086,-14,0.1398992725,1.3989927252,-3.497481813
17,139,2002,189,201,19,469,2,-12,21,-6,14268,13.24364095,14.084507042,1.3313713125,-15,0.1401443487,-0.840866092,1.4715156611
17,139,2003,162,198,72,469,0,-36,72,18,14286,11.346921622,13.86845976,5.0430762765,-18,0,-2.521538138,5.0430762765
17,139,2004,181,194,60,469,4,-13,64,42,14328,12.651149787,13.559795904,4.1937513105,-9,0.2795834207,-0.908646117,4.4733347313
17,139,2005,171,201,53,469,4,-30,57,15,14343,11.928429423,14.02113634,3.6971155523,-12,0.2790275889,-2.092706916,3.9761431412
17,139,2006,172,203,-63,469,4,-31,-59,-95,14248,12.031758246,14.200272813,-4.406981218,-5,0.2798083313,-2.168514568,-4.127172887
17,139,2007,189,185,62,469,2,4,64,68,14316,13.233440695,12.953367876,4.3411286935,0,0.1400364095,0.2800728189,4.4811651029
17,139,2008,192,199,60,469,4,-7,64,58,14374,13.384454514,13.872429418,4.1826420356,1,0.2788428024,-0.487974904,4.4614848379
17,141,2001,616,450,69,614,117,166,186,449,51604,11.989217489,8.7583569322,1.3429480629,97,2.2771728024,3.2308605572,3.6201208653
17,141,2002,550,472,252,614,113,78,365,518,52122,10.604862812,9.1009004493,4.8589553246,75,2.1788172686,1.5039623624,7.0377725932
17,141,2003,593,468,384,614,93,125,477,671,52793,11.304389268,8.9215078873,7.3202115999,69,1.7728637468,2.3828813802,9.0930753467
17,141,2004,576,486,265,614,87,90,352,550,53343,10.853998643,9.1580613552,4.9935931258,108,1.6394060451,1.695937288,6.6329991709
17,141,2005,594,480,286,614,94,114,380,583,53926,11.074961079,8.9494634983,5.3323886677,89,1.7526032684,2.1254975808,7.0849919362
17,141,2006,606,493,321,614,93,113,414,626,54552,11.172772359,9.0894006158,5.9182507052,99,1.7146333819,2.0833717436,7.6328840871
17,141,2007,656,474,71,614,81,182,152,342,54894,11.987646876,8.661805822,1.2974434881,8,1.4801820076,3.325841054,2.7776254957
17,141,2008,656,491,-1,614,83,165,82,273,55167,11.920662178,8.9223248926,-0.018171741,26,1.5082545134,2.9983372857,1.4900827723
17,143,2001,2600,1758,-1918,7066,270,842,-1648,-949,182207,14.232420907,9.6233061366,-10.49914742,-143,1.4779821712,4.6091147708,-9.021165252
17,143,2002,2609,1735,-764,7162,241,874,-523,192,182399,14.311338815,9.5171225926,-4.190825165,-159,1.3219749538,4.7942162224,-2.868850211
17,143,2003,2653,1814,-1414,7277,177,839,-1237,-569,181830,14.567758196,9.9607664409,-7.764346057,-171,0.9719160199,4.6069917552,-6.792430037
17,143,2004,2607,1831,-730,7390,232,776,-498,144,181974,14.331892997,10.065859639,-4.013149938,-134,1.2754120351,4.2660333586,-2.737737903
17,143,2005,2595,1846,-728,7450,217,749,-511,66,182040,14.257693385,10.142467048,-3.99984616,-172,1.1922618361,4.1152263374,-2.807584324
17,143,2006,2708,1699,-644,7502,226,1009,-418,505,182545,14.855246376,9.3201859649,-3.53278385,-86,1.2397657611,5.5350604112,-2.293018089
17,143,2007,2651,1738,-667,7481,204,913,-463,461,183006,14.504132118,9.50893309,-3.649285599,11,1.1161233316,4.9951990283,-2.533162267
17,143,2008,2738,1741,-608,7481,210,997,-398,649,183655,14.934776265,9.4965104006,-3.31641489,50,1.1454722482,5.4382658641,-2.170942642
17,145,2001,223,254,11,2504,4,-31,15,-38,23024,9.6775593456,11.022870286,0.4773683982,-22,0.1735885084,-1.34531094,0.6509569067
17,145,2002,253,276,-263,2464,3,-23,-260,-296,22728,11.059625809,12.065046337,-11.49676517,-13,0.131141808,-1.005420528,-11.36562336
17,145,2003,260,287,-43,2475,2,-27,-41,-97,22631,11.464097533,12.654599969,-1.895985361,-29,0.0881853656,-1.190502436,-1.807799996
17,145,2004,260,275,20,2506,3,-15,23,-7,22624,11.490443045,12.153353221,0.8838802342,-15,0.1325820351,-0.662910176,1.0164622694
17,145,2005,244,246,-13,2417,4,-2,-9,-32,22592,10.792639774,10.881104034,-0.575017693,-21,0.1769285209,-0.08846426,-0.398089172
17,145,2006,247,221,21,2471,3,26,24,39,22631,10.923645048,9.7737876744,0.9287309555,-11,0.1326758508,1.1498573735,1.0614068063
17,145,2007,243,240,-65,2476,2,3,-63,-59,22572,10.751498794,10.618764241,-2.875915315,1,0.088489702,0.132734553,-2.787425613
17,145,2008,270,249,-120,2476,3,21,-117,-88,22484,11.985085227,11.052911932,-5.326704545,8,0.1331676136,0.9321732955,-5.193536932
17,147,2001,189,146,-79,192,3,43,-76,-49,16324,11.560693642,8.9304829189,-4.832247607,-16,0.1835030737,2.6302107227,-4.648744533
17,147,2002,137,155,-134,192,3,-18,-131,-164,16160,8.4349218077,9.5431597094,-8.250215491,-15,0.184706317,-1.108237902,-8.065509174
17,147,2003,180,159,116,192,1,21,117,125,16285,11.095700416,9.8012020342,7.1505624904,-13,0.0616427801,1.2944983819,7.2122052705
17,147,2004,192,141,17,192,3,51,20,59,16344,11.76867204,8.6426185295,1.0420178369,-12,0.1838855006,3.1260535107,1.2259033375
17,147,2005,198,161,119,192,4,37,123,146,16490,12.060668819,9.806907474,7.2485837851,-14,0.2436498751,2.2537613449,7.4922336602
17,147,2006,179,155,-12,192,3,24,-9,7,16497,10.852760178,9.3976414951,-0.727559342,-8,0.1818898354,1.4551186831,-0.545669506
17,147,2007,185,171,-46,192,1,14,-45,-40,16457,11.227772046,10.37810281,-2.791770347,-9,0.0606906597,0.8496692359,-2.731079687
17,147,2008,209,158,15,192,3,51,18,48,16505,12.68126934,9.5867969177,0.9101389479,-21,0.1820277896,3.0944724228,1.0921667375
17,149,2001,187,219,-127,716,7,-32,-120,-165,17170,10.839008839,12.693812491,-7.361251992,-13,0.4057382988,-1.854803652,-6.955513694
17,149,2002,189,218,-142,709,7,-29,-135,-176,16994,11.064278188,12.761971666,-8.312843929,-12,0.409788081,-1.697693479,-7.903055848
17,149,2003,191,230,-145,721,3,-39,-142,-193,16801,11.303447256,13.611480988,-8.581151058,-12,0.1775410564,-2.308033733,-8.403610001
17,149,2004,177,204,43,630,4,-27,47,8,16809,10.532579589,12.139244273,2.5587622731,-12,0.2380243975,-1.606664683,2.7967866706
17,149,2005,180,219,-27,612,5,-39,-22,-74,16735,10.732172669,13.057476747,-1.6098259,-13,0.2981159075,-2.325304078,-1.311709993
17,149,2006,203,215,-211,579,4,-12,-207,-225,16510,12.212362761,12.934275831,-12.69363814,-6,0.2406376899,-0.72191307,-12.45300045
17,149,2007,200,205,153,672,4,-5,157,155,16665,12.057272042,12.358703843,9.2238131123,3,0.2411454408,-0.301431801,9.4649585531
17,149,2008,196,214,-136,672,5,-18,-131,-146,16519,11.81292189,12.897782064,-8.196721311,3,0.3013500482,-1.084860174,-7.895371263
17,151,2001,30,45,-71,287,2,-15,-69,-87,4331,6.8579266202,10.28688993,-16.23042633,-3,0.457195108,-3.42896331,-15.77323123
17,151,2002,37,47,-25,337,2,-10,-23,-39,4292,8.5817001044,10.901078511,-5.798446016,-6,0.4638756813,-2.319378407,-5.334570335
17,151,2003,24,40,316,652,2,-16,318,321,4613,5.3902302077,8.9837170129,70.971364402,19,0.4491858506,-3.593486805,71.420550253
17,151,2004,33,46,-356,287,1,-13,-355,-382,4231,7.4626865672,10.402532791,-80.50655812,-14,0.2261420172,-2.939846223,-80.2804161
17,151,2005,31,51,-100,287,2,-20,-98,-121,4110,7.4331614914,12.22874955,-23.97794029,-3,0.4795588059,-4.795588059,-23.49838149
17,151,2006,40,48,3,287,1,-8,4,-6,4104,9.7394691989,11.687363039,0.7304601899,-2,0.24348673,-1.94789384,0.9739469199
17,151,2007,30,41,14,287,2,-11,16,3,4107,7.3072707344,9.986603337,3.410059676,-2,0.4871513823,-2.679332603,3.8972110583
17,151,2008,43,40,-28,287,1,3,-27,-28,4079,10.50574151,9.7727827999,-6.84094796,-4,0.24431957,0.73295871,-6.59662839
17,153,2001,101,104,-135,291,2,-3,-133,-142,7182,13.925272301,14.338894251,-18.61298773,-6,0.2757479664,-0.41362195,-18.33723976
17,153,2002,94,95,-92,291,2,-1,-90,-96,7086,13.17633866,13.316512475,-12.89599103,-5,0.2803476311,-0.140173816,-12.6156434
17,153,2003,99,89,-145,291,1,10,-144,-136,6950,14.106583072,12.681675691,-20.66115702,-2,0.1424907381,1.424907381,-20.51866629
17,153,2004,96,96,-114,291,0,0,-114,-120,6830,13.933236575,13.933236575,-16.54571843,-6,0,0,-16.54571843
17,153,2005,85,90,-153,291,1,-5,-152,-163,6667,12.595391568,13.336296955,-22.67170482,-6,0.1481810773,-0.740905386,-22.52352375
17,153,2006,98,87,-123,291,0,11,-123,-115,6552,14.827142749,13.162871624,-18.60957712,-3,0,1.6642711249,-18.60957712
17,153,2007,81,67,-93,291,1,14,-92,-79,6473,12.437619962,10.287907869,-14.28023033,-1,0.1535508637,2.1497120921,-14.12667946
17,153,2008,87,78,-122,291,0,9,-122,-111,6362,13.556680951,12.15426568,-19.01051811,2,0,1.4024152707,-19.01051811
17,155,2001,61,58,-11,11,3,3,-8,-12,6063,10.051079255,9.556763882,-1.812489702,-7,0.4943153732,0.4943153732,-1.318174329
