"pop08","pop00_est","pop_change_perc","pop_change","pop00","pop_under5","pop_under5_perc","pop_under18","pop_under18_perc","pop_over65","pop_over65_perc","pop_female","pop_white","pop_black","pop_indian","pop_asian","pop_pi","pop_multiracial","pop_hispanic","pop_nonhispanic","pop_white_perc","pop_black_perc","pop_indian_perc","pop_asian_perc","pop_pi_perc","pop_multiracial_perc","pop_hispanic_perc","pop_nothispanic_perc","births","deaths","deaths_infact","same_house_perc","foreign_born_perc","foreign_lang_perc","gse_perc","bachelor_perc","disabled","travel_time","houses07","houses_change","houses_change_perc","owner_occupied","value00","units_in_structure","household","household_size","income_percap_99","income_hhold_07","poverty_perc","income_personal_06","income_percap_06","laborforce","unemploy","unemploy_rate","employ_all","employ_change","employ_govt","earnings","earnings_job","employers","employ_private","employ_private_change","nonemployer","hospitality","firms","firms_black_perc","firms_indian_perc","firms_asian_perc","firms_hispanic_perc","firms_pi_perc","firms_female_perc","manufact","trade_wholesale","trade_retail","trade_retail_percap","houses_new","houses_new_value","farms","govt_exp","govt_exp_percap","area","popdens","state","county"
50364,43671,15.3,6693,43671,3504,7,13332,26.7,11,5509,51.4,39941,8988,223,294,13,501,962,39067,79.9,18,0.4,0.6,0,1,1.9,78.2,644,454,8,55.1,1.2,2.8,78.7,18,8581,26.5,19801,2139,12.1,80.8,94800,4.6,16003,2.71,18518,50375,10.4,1414,28794,24662,720,2.9,18670,2381,2445,538131,28823,877,10621,16.5,3114,52718,2943,0,0,0,0,0,14.3,0,0,516308,11326,260,43452,118468,579558,11600,595.97,73.3,1,1
174439,140415,24.2,34024,140415,10945,6.4,40367,23.5,16.3,27995,51.1,151247,17230,841,885,40,1526,4621,146952,88.1,10,0.5,0.5,0,0.9,2.7,85.6,2099,1576,19,53.2,2.1,4,82,23.1,28693,25.9,101791,27506,37,79.5,122500,18.9,55336,2.5,20826,49163,10.3,5525,32839,83102,2278,2.7,88090,17843,9324,2672232,30335,4816,54793,23.2,14464,274788,14563,3.2,1.3,0.9,1.1,0,22.9,1171949,979646,1820932,12297,2271,358763,181337,1106705,6443,1596.35,88,1,3
29309,29038,0.9,271,29038,1675,6,6401,22.9,13,3645,47.1,14338,13152,136,87,8,220,1036,13424,51.3,47.1,0.5,0.3,0,0.8,3.7,48,376,326,0,60.5,1.5,3.6,64.7,10.9,6650,23.1,12788,327,2.6,73.1,68600,10.6,10409,2.53,13316,30370,26.1,672,23910,10438,579,5.5,14703,-494,2120,482345,32806,556,9434,-13.8,1347,22470,1676,8.4,0,0,0,0,23.7,663458,0,187191,6460,25,3663,190815,193397,6922,884.9,32.8,1,5
21629,19889,8.7,1740,20826,1290,6,5121,23.8,12.9,2787,48.2,16560,4774,64,19,2,116,282,16324,76.9,22.2,0.3,0.1,0,0.5,1.3,75.8,275,234,0,64.3,0.4,1.8,63.2,7.1,4750,31.6,8597,252,3,80.2,74600,6.3,7421,2.64,14105,38907,18.2,477,22367,8878,320,3.6,6605,507,1419,194698,29477,304,3132,-8,1170,5352,1338,0,0,0,0,0,38.7,0,37335,79243,3763,11,1502,44893,138390,6426,623.03,33.4,1,7
57441,51023,12.6,6418,51024,3583,6.3,13692,24.2,13.9,7897,50.2,54585,1147,304,134,11,433,3877,50837,96.4,2,0.5,0.2,0,0.8,6.8,89.8,708,531,0,59.4,3.1,5.6,70.4,9.6,11675,34.7,21773,616,2.9,83.4,86800,4.2,19265,2.62,16325,43266,13.1,1344,24079,26909,760,2.8,19056,2553,2320,449406,23583,707,6629,-15.7,3600,16961,3383,0,0,0,0,0,18.9,119664,0,247103,4656,36,4920,143232,272029,4805,645.59,79,1,9
10796,11626,-7.1,-830,11714,785,7.3,2578,23.9,11.6,1254,45.8,3079,7559,44,27,2,70,808,2391,28.6,70.1,0.4,0.3,0,0.6,7.5,22.2,186,140,0,59.4,3.1,6.1,60.5,7.7,2795,26,4813,129,2.8,74.5,56600,7.9,3986,2.56,10163,24969,34,220,20487,3642,308,8.5,4463,-94,832,130561,29254,123,2065,-12.4,345,2629,396,29.5,0,0,0,0,38.1,0,0,34140,3013,0,0,146248,88007,8163,625.01,18.7,1,11
20090,21399,-6.1,-1309,21399,1368,6.8,4901,24.3,15.9,3215,52.9,11490,8446,47,85,0,89,183,11383,57,41.9,0.2,0.4,0,0.4,0.9,56.5,267,293,0,62.2,0.4,2.2,67.8,10.4,5775,26.3,10312,355,3.6,76.2,57700,9.2,8398,2.52,15715,30460,23.2,516,25545,9107,503,5.5,10100,629,1203,295362,29244,497,6226,17.8,1208,22160,1299,0,0,0,0,0,16.1,202300,0,174487,8386,31,5017,83408,170656,8466,776.87,27.5,1,13
113419,112243,1,1176,112249,7505,6.6,26315,23.3,14.8,16719,52.1,88187,22428,487,831,65,1105,2573,85827,78,19.8,0.4,0.7,0.1,1,2.3,75.9,1473,1381,13,57.1,1.7,3.5,73.9,15.2,25861,23.4,53229,1908,3.7,72.5,71600,11.5,45307,2.42,17367,37478,17.1,3264,28959,54761,1911,3.5,65735,4218,14321,2455724,37358,2549,42071,3.6,6302,131131,7741,7.7,0,0,0,0,32.1,2020839,1058280,1160387,10413,472,40958,74992,1647650,14568,608.46,184.6,1,15
34424,36583,-5.9,-2159,36583,2129,6.1,8181,23.5,16.1,5607,52.4,21134,13265,58,87,0,220,405,20819,60.8,38.2,0.2,0.3,0,0.6,1.2,59.9,409,494,0,63.6,0.8,2.3,64.2,9.5,9207,22,16440,184,1.1,75.7,58900,7.7,14522,2.48,15147,33904,15.6,850,24403,15531,895,5.8,14854,-1708,1676,447945,30157,615,9288,-19.4,1891,26403,2051,0,0,0,0,0,19.5,750354,15514,241756,6686,753,40696,92810,256664,7383,597.17,61.3,1,17
24545,23986,2.3,559,23988,1347,5.5,5242,21.3,18,4428,51.2,22814,1374,111,67,0,194,268,22564,92.9,5.6,0.5,0.3,0,0.8,1.1,91.9,276,286,0,63.4,1.1,2.1,63.5,9.7,5774,30,14602,577,4.1,81.7,76100,3.9,9719,2.43,15543,37376,18.9,608,24771,12003,448,3.7,8853,889,1415,238618,26953,368,3784,10.8,1577,9206,1610,0,0,0,0,0,32.9,217684,35935,141575,5820,34,4874,121406,174200,7093,553.12,43.4,1,19
42444,39593,7.2,2851,39593,2804,6.6,10412,24.6,12.8,5397,50.7,37075,4650,120,156,7,291,1806,35450,87.6,11,0.3,0.4,0,0.7,4.3,83.8,543,444,0,61.8,1.9,3.6,66.2,9.9,8953,33.2,18575,924,5.2,82.3,81800,3.2,15287,2.57,15303,39663,16.7,1039,24893,19836,595,3,13581,1205,2067,400240,29471,777,7588,11.3,2791,23094,2936,0,0,0,0,0,26.5,237222,0,286336,7069,86,11498,98294,235623,5570,693.98,57.1,1,21
14055,15922,-11.7,-1867,15922,809,5.7,3194,22.5,17.2,2444,53,7941,6128,25,12,0,67,124,7865,56,43.2,0.2,0.1,0,0.5,0.9,55.5,174,169,0,69.7,0.6,2.1,65,9.6,4286,37.8,8025,186,2.4,86.3,60500,3.4,6363,2.48,14635,31508,21.8,361,25114,5226,279,5.3,5740,-541,664,259932,45284,288,3411,-7.5,734,5001,884,0,0,0,0,0,26.4,0,41769,63054,4075,1,200,55224,120578,8508,913.51,17.4,1,23
26304,27873,-5.6,-1569,27867,1694,6.4,6781,25.6,15.1,4012,52.7,14614,11629,71,47,1,134,217,14483,55.2,43.9,0.3,0.2,0,0.5,0.8,54.7,320,296,0,69.8,0.5,2.1,70.8,12.1,6433,26.2,12959,328,2.6,81.2,67900,6.4,10578,2.6,14581,32627,21.8,665,24856,10383,564,5.4,13087,-253,2166,401435,30674,690,7600,-3.2,1803,18477,1898,0,0,0,0,0,33.6,499626,33341,262080,9518,26,4040,56962,204321,7711,1238.38,22.5,1,25
13809,14254,-3.1,-445,14254,681,4.9,2903,21.1,18,2487,51,11461,2104,60,13,3,147,331,11155,83.1,15.3,0.4,0.1,0,1.1,2.4,80.9,148,189,0,68.1,0.9,2.8,66,7.8,3307,26.6,6770,158,2.4,77.2,62200,7.5,5765,2.43,13785,36009,15.5,350,25418,6113,301,4.9,7244,-69,1154,213734,29505,220,3930,-13.7,758,2849,894,0,0,0,0,0,0,222922,0,56813,3992,6,732,84459,106262,7707,605.07,23.6,1,27
14799,14123,4.8,676,14123,889,6,3394,23.1,15.1,2214,49.7,13873,639,53,25,1,109,312,13567,94.4,4.3,0.4,0.2,0,0.7,2.1,92.3,180,165,0,66.9,0.9,2.6,62.9,9.2,3202,30.3,6420,231,3.7,80.4,71300,3.7,5590,2.51,14762,38918,15.4,366,25289,6513,211,3.2,4980,-158,923,162741,32679,184,2512,11.4,995,4234,1017,0,0,0,0,0,0,183192,0,56574,3888,7,170,44239,109364,7440,560.21,25.2,1,29
47753,43620,9.5,4133,43615,3080,6.6,11220,24,14.5,6783,51.2,36403,8563,417,539,52,819,1846,34758,77.8,18.3,0.9,1.2,0.1,1.8,3.9,74.3,566,478,0,55.3,2.7,5.1,73.2,19.3,9152,21.4,21728,1891,9.5,71.4,76600,12.8,17421,2.46,18321,36819,16.5,1405,30754,20994,713,3.4,22682,1975,2790,636652,28069,999,13058,-1.3,2495,29391,2866,4.7,0,0,0,0,23.4,534321,0,504964,11476,448,42592,197493,681306,14560,678.99,64.2,1,31
54663,54984,-0.6,-321,54984,3049,5.6,12082,22.1,16.5,8992,52,44682,9001,216,169,17,503,808,43957,81.9,16.5,0.4,0.3,0,0.9,1.5,80.5,628,658,0,62.2,0.9,2.3,73.3,14.1,13341,23.8,26205,1225,4.9,75.7,72300,11.6,22461,2.42,17533,37530,16.5,1429,26209,25612,1042,4.1,29614,680,6080,1127376,38069,1283,18965,-2.2,3617,51653,4022,0,0,0,0,0,22.8,1221167,332462,625300,11421,268,25397,131852,469639,8603,594.53,92.4,1,33
13066,14089,-7.3,-1023,14089,810,6.2,3060,23.3,16.8,2211,53.1,7280,5744,34,16,8,78,149,7186,55.3,43.6,0.3,0.1,0.1,0.6,1.1,54.6,177,172,0,71.1,0.4,2,67.7,9.2,3761,26.2,7403,138,1.9,81,58600,5.7,5792,2.42,12964,27555,24.7,319,23938,4984,285,5.7,6054,119,910,192044,31722,233,3205,-14.9,814,7598,863,0,0,0,0,0,0,148195,48196,40818,2969,52,4033,81825,116085,8821,850.79,16.6,1,35
10814,11874,-8.9,-1060,12202,534,4.9,2267,20.9,16.7,1818,50.1,7337,3406,40,7,1,73,170,7197,67.5,31.4,0.4,0.1,0,0.7,1.6,66.2,97,144,0,66.2,0.3,1.8,65.7,8,3559,27.7,6312,174,2.8,84.8,59500,2.5,4682,2.52,14875,34667,15.1,252,23097,4735,242,5.1,2599,-217,492,80351,30916,107,987,-31,466,678,458,0,0,0,0,0,0,78701,0,17022,1466,0,0,39422,170350,15680,652.44,18.7,1,37
36856,37633,-2.1,-777,37631,2375,6.4,8345,22.5,18.6,6866,52.2,31603,4787,225,122,16,254,406,31241,85.4,12.9,0.6,0.3,0,0.7,1.1,84.4,474,547,0,63.1,0.6,2,68.4,12.2,9780,23.6,18936,357,1.9,77.7,56700,6.3,15640,2.37,15365,32490,19.4,966,26228,17145,592,3.5,19511,1198,2496,598927,30697,900,11899,9,2175,25020,2575,0,0,0,0,0,27.8,510459,338798,327573,8855,213,19768,201795,340425,9199,1033.82,36.4,1,39
13754,13665,0.7,89,13665,881,6.4,3240,23.5,16.4,2259,52.6,10089,3528,63,15,1,109,173,9936,73.1,25.6,0.5,0.1,0,0.8,1.3,72,148,172,0,65.4,0.3,1.8,60.1,11.2,3611,31.8,6825,181,2.7,76.7,51300,7.4,5577,2.42,14565,33156,18.3,405,29521,6581,250,3.8,6396,884,743,232568,36361,246,3566,21.2,810,4947,1022,9.8,0,0,0,0,12.8,46065,0,61301,4504,8,1081,130332,104743,7587,609.58,22.4,1,41
81324,77483,5,3841,77483,4915,6.1,18525,23,15.3,12350,50.5,77976,1271,364,223,27,693,2928,75158,96.8,1.6,0.5,0.3,0,0.9,3.6,93.3,965,910,7,59.2,1.7,3.4,70.4,11.9,16422,28.2,36377,1144,3.2,78,85000,7.5,30706,2.49,16922,39194,14.2,2156,27017,39513,1177,3,43358,3932,4747,1305509,30110,1768,23753,8.8,5956,67489,6608,0,0,0,0,0,19.7,843550,0,683325,8765,147,17312,231400,506578,6289,738.43,105,1,43
48292,49128,-1.7,-836,49129,3662,7.6,12901,26.8,13.2,6335,51,36045,10154,298,586,74,993,1968,34394,74.9,21.1,0.6,1.2,0.2,2.1,4.1,71.4,771,456,0,51.8,3.1,6.2,77.8,14,10160,20.7,22577,798,3.7,64.3,69000,12.7,18878,2.51,16010,41214,16.7,1303,27124,20593,714,3.5,28328,1106,9614,1511540,53359,840,12576,23.8,2423,29984,2770,7,0,0,0,0,37,105389,0,249632,5066,80,7729,139364,783821,16279,561.07,87.6,1,45
42867,46393,-7.6,-3526,46365,3425,8,11643,27,14.6,6304,54.4,13630,28953,60,170,5,261,326,13473,31.6,67.2,0.1,0.4,0,0.6,0.8,31.3,673,552,0,65,0.7,2.5,70.3,13.9,12040,23.6,20888,438,2.1,65.7,64100,13.2,17841,2.57,13638,27647,30.2,1093,25250,15504,1161,7.5,21420,-1145,3261,692323,32321,902,13568,-10.3,2429,24802,2343,18.3,0,0,0,0,25.4,982199,126491,390430,8610,5,705,235894,488707,11344,980.71,47.3,1,47
68515,64454,6.3,4061,64452,4881,7.2,16828,24.7,14.3,9721,50.7,65131,1277,583,177,52,796,6673,58697,95.8,1.9,0.9,0.3,0.1,1.2,9.8,86.3,953,729,9,60.2,4.1,6.6,63.8,8.3,15134,23.9,29055,1004,3.6,78.7,67200,5.9,25113,2.53,15818,35558,18.4,1656,24625,31142,1176,3.8,37217,1129,3437,1109213,29804,1204,22134,5.3,4549,51191,4873,0,0,0,0,0,21.7,1487570,323282,445468,6778,99,16683,237336,385339,5665,777.91,82.8,1,49
78106,65874,18.6,12232,65874,5332,6.9,19312,24.9,11.2,8661,49.4,58826,17040,317,449,22,871,1320,57670,75.9,22,0.4,0.6,0,1.1,1.7,74.4,998,606,7,53.3,1.1,3.1,77.6,16.6,11798,28.7,28823,3090,12,81.3,98000,5.6,22737,2.66,17650,49193,11.3,2110,27951,35529,1047,2.9,25882,5103,4071,782731,30242,1172,13297,41.9,4851,31707,4492,0,0,0,0,0,27.4,568344,0,378429,5479,187,27873,104316,446914,5765,621.26,106.1,1,51
37490,38440,-2.5,-950,38440,2392,6.4,8669,23.1,14.4,5413,49,23883,11984,1151,118,8,456,491,23457,63.5,31.9,3.1,0.3,0,1.2,1.3,62.4,486,457,6,61.3,0.6,2.4,68.5,10.6,9190,25.5,16890,346,2.1,77.1,66700,7.5,14297,2.48,14396,34615,22.4,915,24358,14420,675,4.7,17590,-1445,3304,604616,34373,826,11174,-4.3,1975,22248,2272,9,0,0,0,0,26.3,531604,205495,275070,7138,26,2340,94494,298267,7933,947.38,40.6,1,53
103303,103459,-0.2,-156,103459,6325,6.1,23878,23.1,15.9,16417,52,86005,15380,368,514,50,900,2837,83386,83.3,14.9,0.4,0.5,0,0.9,2.7,80.8,1282,1388,11,61.6,1.6,3,74.1,13.4,24405,24.5,48210,2251,4.9,74.4,71200,10.9,41615,2.44,16783,35420,17.4,2799,27194,45615,1809,4,51240,1297,6079,1628884,31789,2184,32494,-5.4,6907,102568,7738,3.6,2.2,0,0,0,26.8,1043119,413895,912041,8858,262,32686,90109,780567,7562,534.82,193.4,1,55
17691,18495,-4.3,-804,18495,899,5.1,3822,21.7,17.3,3053,51.4,15281,2190,39,55,2,81,189,15108,86.6,12.4,0.2,0.3,0,0.5,1.1,85.6,167,201,0,66.6,0.7,1.5,66.1,9.2,4223,28.5,8734,262,3.1,77.3,64100,8.5,7493,2.42,14439,35957,17.2,439,24675,7447,313,4.2,8279,329,1488,244540,29537,339,4035,-24.4,1016,7311,1222,0,0,0,0,0,21.4,169519,0,108752,5936,54,5006,75144,124759,7069,627.66,29.5,1,57
30801,31223,-1.4,-422,31223,2177,7.2,7344,24.1,15.7,4783,50.4,28599,1330,133,87,53,237,3800,24972,94,4.4,0.4,0.3,0.2,0.8,12.5,82,491,371,6,61.8,5.6,7.7,62.1,9.7,7650,24.4,14042,293,2.1,74.3,62800,9.6,12259,2.51,14814,30765,20.1,749,24448,13859,569,4.1,15454,-310,2087,462156,29905,600,10733,9,1884,15673,2382,0,0,0,0,0,24.9,903415,83100,158111,5129,27,2610,145968,243897,8013,635.64,49.1,1,59
25882,25762,0.5,120,25764,1512,5.9,5662,22,16.9,4354,51.3,22488,2767,204,52,6,190,622,21901,87.5,10.8,0.8,0.2,0,0.7,2.4,85.2,276,350,0,64.2,0.8,2.1,65.6,8.7,6786,27.2,12389,272,2.2,80.6,55900,4.9,10477,2.43,14620,33734,19.5,679,26372,11767,356,3,10153,692,1744,271157,26707,478,4374,-0.8,1619,6522,1816,0,0,0,0,0,15.6,88256,0,121587,4770,13,1142,227324,211637,8233,576.28,44.7,1,61
9172,9973,-8,-801,9974,588,6.4,2367,25.7,16,1471,53.7,1895,7247,12,12,0,35,61,1883,20.6,78.8,0.1,0.1,0,0.4,0.7,20.5,108,100,0,71.1,0.7,1.8,64.8,10.5,2746,28.8,5241,124,2.4,75.6,57000,5.7,3931,2.52,13686,25137,31.3,238,25918,3445,185,5.4,3477,323,710,107297,30859,125,1736,31.8,401,1166,400,0,0,0,0,0,0,0,2647,33021,3323,2,240,128032,94390,10259,645.87,15.4,1,63
18145,18257,-0.6,-112,17185,1102,6.1,4519,25,13.2,2392,49.6,7467,10497,35,27,5,80,203,7343,41.2,58,0.2,0.1,0,0.4,1.1,40.5,215,189,0,68.1,0.3,2,65.2,8.1,4599,29,8189,433,5.6,80.2,66300,6.3,6415,2.63,12661,31481,24,394,21970,7250,334,4.6,5629,-179,1102,163679,29078,214,2821,-12,787,2182,746,0,0,0,0,0,17,0,0,67453,3694,72,9538,160536,191216,10558,643.74,26.7,1,65
16591,16310,1.7,281,16310,1015,6.1,3796,22.8,16.4,2719,52.3,11291,5144,40,12,3,131,369,10955,67.9,30.9,0.2,0.1,0,0.8,2.2,65.9,182,220,0,66,1.1,2.8,66.7,14.1,4415,25.5,8322,285,3.5,80.9,69100,4.7,6525,2.47,15681,35076,17.9,426,25794,7664,362,4.7,7196,313,898,219230,30466,335,4019,-4,865,3330,1038,0,0,0,0,0,29.2,396845,0,72670,4443,5,826,150838,138891,8356,561.8,29,1,67
98488,88787,10.9,9701,88787,6869,7.1,24441,25.2,14.7,14243,52.4,70222,25012,351,705,17,864,1756,68678,72.3,25.7,0.4,0.7,0,0.9,1.8,70.7,1286,924,10,54,1.6,3,76.5,18.4,17911,20,43336,3767,9.5,69.5,82000,15,35834,2.45,18759,40461,15.7,3042,31922,47106,1394,3,63523,3792,8497,2315617,36453,2917,49295,6.6,6452,132240,7586,8.4,0,0,0,0,19.1,1303431,1233450,1508753,16739,333,35030,188413,654978,6740,580.36,153.1,1,69
53134,53926,-1.5,-792,53926,3057,5.8,11951,22.5,15.6,8254,51.3,48908,2020,952,155,11,984,865,48110,92.2,3.8,1.8,0.3,0,1.9,1.6,90.7,624,600,6,61.6,0.7,2.1,67,10.4,11842,27,25026,858,3.6,77.9,72400,7.1,21615,2.47,16000,36178,17.6,1381,26029,26995,1090,4,25950,679,4388,790041,30445,880,13709,-7.3,3328,33478,3784,0,0,0,0,0,22.1,1408841,199145,353987,6564,77,12705,229435,590887,11143,1078.74,50,1,71
659503,662062,-0.4,-2559,662047,45196,6.9,158741,24.1,13.4,88364,52.6,370644,271632,2107,8362,360,5674,18975,353954,56.3,41.2,0.3,1.3,0.1,0.9,2.9,53.7,9054,7179,112,56.7,2.3,4.6,80.9,24.6,136578,24.3,308372,20209,7,66.5,90700,25.4,263265,2.45,20892,44908,15.1,26775,40581,317707,10779,3.4,489058,8495,65413,25262798,51656,17760,350744,-3.1,41272,960838,46956,12.9,0.4,1.7,0.8,0,24.9,6592912,15660455,9086766,13781,2991,517089,42018,6123863,9296,1112.61,594.8,1,73
14295,15904,-10.1,-1609,15904,790,5.5,2996,20.7,17.5,2523,51.5,12599,1732,27,11,0,78,254,12359,87.2,12,0.2,0.1,0,0.5,1.8,85.5,179,181,0,65.3,0.8,1.9,65.1,7.8,4102,23.9,7666,149,2,76.8,55200,9.2,6468,2.43,14435,32893,18.5,343,23725,5910,326,5.5,6212,-1002,741,187674,30212,263,3531,-27.1,1071,4497,1165,0,0,0,0,0,8.8,319564,0,58353,3788,1,222,86717,123725,8564,604.85,26.3,1,75
89128,87960,1.3,1168,87966,4826,5.4,18685,21.1,16.5,14592,52.2,78133,8986,260,446,15,721,1321,76895,88.2,10.1,0.3,0.5,0,0.8,1.5,86.8,902,938,9,60,1,2.5,76.4,18.5,18663,23.7,41977,1553,3.8,73.2,85000,15,36088,2.39,18626,37981,18.1,2423,27530,43200,1656,3.8,45784,2099,6890,1271223,27766,2026,28534,-8.8,6420,85405,7144,4.4,0,0,0,0,25.5,614510,493804,899201,10325,180,18185,208041,643301,7264,669.46,131.5,1,77
34166,34809,-1.8,-643,34803,1922,5.6,7799,22.8,13.4,4570,50.9,27151,4195,1710,92,15,1066,512,26742,79.3,12.3,5,0.3,0,3.1,1.5,78.1,408,381,0,65.4,0.5,2.5,65.6,7.5,8500,27,15423,414,2.8,83,75000,4.3,13538,2.55,16515,39248,15,868,25566,15874,574,3.6,12559,215,1710,420097,33450,425,4914,-8.8,2070,17409,2074,0,9.8,0,0,0,27,0,14505,151003,4349,6,1189,234097,193060,5640,693.38,50.2,1,79
133010,115124,15.5,17886,115092,7876,6,29379,22.5,8.7,11324,50.4,96305,30225,354,2396,35,1201,2551,93974,73.8,23.2,0.3,1.8,0,0.9,2,72,1481,835,17,44.1,2.7,5.1,81.4,27.9,18948,20.6,61042,10699,21.3,62.1,104100,24.3,45702,2.42,17158,39719,17.3,3252,25399,65835,2094,3.2,66476,11259,15937,2202681,33135,2315,39325,21.9,7932,139484,7216,10.7,0,0,0,0,30.1,1651273,0,1013341,8617,1503,229191,74039,677987,5195,608.71,189,1,81
76135,65656,16,10479,65676,4623,6.3,17609,23.8,12,8885,49.4,62498,9839,367,505,18,671,2886,59748,84.6,13.3,0.5,0.7,0,0.9,3.9,80.9,884,636,7,59.3,1.7,4,74.5,16.9,13301,26.4,28916,2027,7.5,77.3,86400,9.8,24688,2.55,17782,46753,12.6,2008,27976,36651,1078,2.9,38720,7475,6552,1437057,37114,1232,16423,-5.1,4693,53530,4543,3.3,0,0,0,0,0,1437847,194463,484420,7171,152,28334,225843,428712,5801,568.05,115.6,1,83
12644,13468,-6.1,-824,13473,872,6.9,3285,25.9,13.7,1736,53.7,3680,8898,16,18,3,71,134,3599,29,70.1,0.1,0.1,0,0.6,1.1,28.4,181,160,0,75.7,0.3,1.7,64.3,11,3945,36.3,5847,48,0.8,83.3,55500,5.4,4909,2.73,12457,28530,30,294,23066,4835,320,6.6,5448,903,701,176111,32326,142,2391,11.2,693,65,617,24.6,0,0,0,0,0,0,120799,47486,3513,5,635,196689,87330,6884,717.94,18.8,1,85
22290,24105,-7.5,-1815,24105,1188,5.3,4837,21.7,15.2,3385,54,3539,18278,42,271,3,203,218,3445,15.8,81.8,0.2,1.2,0,0.9,1,15.4,262,303,0,59.2,1.5,4.7,70,18.8,6523,25.4,10906,279,2.6,67.3,64200,18.3,8950,2.44,13714,27011,29.6,471,20893,8875,428,4.8,8677,-152,2208,269701,31082,228,6230,-1.8,1061,14012,955,70.8,0,0,0,0,0,0,0,73901,3117,28,2916,129034,273159,12230,610.52,39.5,1,87
319510,276972,15.4,42538,276700,19982,6.4,76379,24.4,12.3,38529,51,222607,75677,2133,6796,201,5320,8576,215268,71.2,24.2,0.7,2.2,0.1,1.7,2.7,68.8,3830,2326,22,50.4,4,5.5,85.4,34.3,45381,20.9,138043,17624,14.6,69.9,103300,22.7,109955,2.45,23091,52870,11.3,11106,36263,165522,4456,2.7,215725,20316,40002,10998407,50983,7918,146536,15.6,19505,432125,21675,13.1,1,2.1,1.3,0,30.5,5815457,2857662,3343602,11717,4311,395076,198301,9262975,29619,804.92,343.7,1,89
21055,22537,-6.6,-1482,22539,1426,6.7,5486,25.8,14.9,3163,52.8,10079,10974,21,44,3,155,398,9780,47.4,51.6,0.1,0.2,0,0.7,1.9,46,275,254,0,68.4,0.7,2.5,71.9,12.1,5928,25.5,10360,234,2.3,79.2,65900,9.6,8767,2.55,15308,32747,20,600,28190,8186,389,4.8,11325,417,2000,376484,33244,505,6780,9.9,1051,13129,1221,10.5,0,0,0,0,0,476166,0,164079,7325,38,3595,188892,164014,7709,977.04,23.1,1,91
29465,31214,-5.6,-1749,31214,1697,5.7,6225,21,17.9,5297,50.5,28000,1159,108,80,12,221,480,27560,94.7,3.9,0.4,0.3,0,0.7,1.6,93.2,338,386,0,61.9,0.5,2.4,63.2,8,7383,23.6,14866,450,3.1,77.8,63500,9.5,12697,2.39,15321,32752,19.7,749,25254,12946,609,4.7,16992,921,1782,527177,31025,555,9137,-12.6,1979,16125,2317,0,0,0,0,0,29.1,578913,130692,147307,4845,20,2345,119197,285882,9665,741.41,42.1,1,93
88484,82231,7.6,6253,82231,7136,8.1,22540,25.7,14.3,12510,51.1,84122,1591,503,438,61,929,8617,75801,96,1.8,0.6,0.5,0.1,1.1,9.8,86.5,1434,987,11,56.2,4,5.8,69.4,13.9,17085,24.2,38151,1819,5,74.7,80900,9.7,32547,2.5,17089,36931,19.6,2440,28235,41460,1266,3.1,47588,2654,6276,1546451,32497,1912,31379,-3.9,6655,82757,7448,0,0,0,0,0,24.3,2112403,866500,1082162,12988,266,35492,160590,608816,6946,567.06,145,1,95
406309,399843,1.6,6466,399843,29510,7.3,106906,26.4,12.2,49463,52.1,250538,139652,2591,7188,161,4276,6706,244985,62,34.5,0.6,1.8,0,1.1,1.7,60.6,5844,4024,53,58.1,2.3,4.6,76.7,18.6,86863,25.2,178775,13674,8.3,68.8,80500,17.7,150179,2.61,17178,37575,20.8,11001,27360,184696,6587,3.6,231044,11625,32078,9020514,39042,9283,160984,2.9,26018,438793,27900,10.9,0.9,2.6,0.8,0,27.9,5666741,3144855,4073954,10194,2484,258673,100746,4129160,10210,1233.09,324.3,1,97
22553,24324,-7.3,-1771,24324,1442,6.3,5836,25.6,14.4,3283,52.2,12956,9302,249,69,2,186,187,12847,56.9,40.9,1.1,0.3,0,0.8,0.8,56.4,303,272,0,69,0.3,2,67.9,11.8,4983,23.3,11655,312,2.8,80.4,66900,5.5,9383,2.57,14862,32367,23.6,568,24697,8976,516,5.7,12321,-42,1763,448464,36398,433,8109,-3.1,1466,14132,1434,15.8,0,0,0,0,26,952140,61572,150163,6258,9,992,119992,170062,7471,1025.85,23.7,1,99
224810,223509,0.6,1301,223510,16904,7.5,58797,26,11.9,26840,52.3,99129,120673,609,2964,88,2328,4022,95894,43.9,53.4,0.3,1.3,0,1,1.8,42.5,3303,2032,29,51.9,2,4,80.3,28.5,43243,20.2,102007,6570,6.9,64.1,87700,23.6,86068,2.46,19358,41199,18.1,8152,36147,106693,3864,3.6,177607,10272,38287,8070022,45438,6127,113051,-2,15317,327952,16937,25.1,0,1.7,0.6,0,26.3,2455603,3472457,2595660,11637,1442,143036,212943,3432584,15202,789.76,282.9,1,101
115959,111064,4.4,4895,111064,7760,6.7,27778,24.1,13.9,15964,50.8,98417,13637,864,759,67,1306,6350,92473,85.5,11.9,0.8,0.7,0.1,1.1,5.5,80.4,1578,1134,15,56.8,2.7,4.4,76.3,18.4,22374,23.3,50062,2674,5.6,73.1,88600,15.8,43602,2.51,19223,43619,14.2,3674,32204,56891,1774,3.1,64202,330,7903,2656217,41373,2770,45179,-3.2,7455,120016,8803,0,0,0,0,0,25.8,0,787204,1204957,10782,461,65766,148942,695884,6049,582.21,190.8,1,103
