"pop08","pop00_est","pop_change_perc","pop_change","pop00","pop_under5","pop_under5_perc","pop_under18","pop_under18_perc","pop_over65","pop_over65_perc","pop_female","pop_white","pop_black","pop_indian","pop_asian","pop_pi","pop_multiracial","pop_hispanic","pop_nonhispanic","pop_white_perc","pop_black_perc","pop_indian_perc","pop_asian_perc","pop_pi_perc","pop_multiracial_perc","pop_hispanic_perc","pop_nothispanic_perc","births","deaths","deaths_infact","same_house_perc","foreign_born_perc","foreign_lang_perc","gse_perc","bachelor_perc","disabled","travel_time","houses07","houses_change","houses_change_perc","owner_occupied","value00","units_in_structure","household","household_size","income_percap_99","income_hhold_07","poverty_perc","income_personal_06","income_percap_06","laborforce","unemploy","unemploy_rate","employ_all","employ_change","employ_govt","earnings","earnings_job","employers","employ_private","employ_private_change","nonemployer","hospitality","firms","firms_black_perc","firms_indian_perc","firms_asian_perc","firms_hispanic_perc","firms_pi_perc","firms_female_perc","manufact","trade_wholesale","trade_retail","trade_retail_percap","houses_new","houses_new_value","farms","govt_exp","govt_exp_percap","area","popdens","state","county"
11247,12309,-8.6,-1062,12309,536,4.7,2124,18.7,17.8,2024,44.4,10846,335,56,35,2,75,4656,6258,95.6,3,0.5,0.3,0,0.7,41,55.1,117,76,0,62.7,2.3,30.4,67.1,12,2506,27.2,6425,229,3.7,81.4,55200,3.7,4230,2.53,15886,39814,18.1,262,22905,5079,202,4,5288,165,906,163824,30980,256,1998,20.4,861,10983,1116,0,0,0,0,0,0,0,18569,78792,6545,2,231,525291,87119,7676,1036.3,11.9,48,297
18400,17044,8,1356,17044,869,4.7,3156,17.2,29.5,5418,51.4,17934,161,82,69,5,143,1459,16510,97.5,0.9,0.4,0.4,0,0.8,7.9,89.8,156,275,0,53.8,2,6.7,83.5,21,4349,27.8,13776,1947,16.5,80.9,102100,6.2,7879,2.13,23547,41521,12.4,541,30039,8250,336,4.1,7231,63,1151,191214,26444,487,3880,12.3,1880,29304,2444,0,0,0,0,0,28.5,0,87852,104762,5858,259,69859,533234,137977,7501,934.76,18.2,48,299
42,67,-37.3,-25,67,1,1.8,6,10.9,16.4,9,61.8,55,0,0,0,0,0,6,49,100,0,0,0,0,0,10.9,89.1,1,1,0,65.7,0,32.8,86.3,5.9,22,14.7,73,3,4.3,83.9,0,0,31,2.16,24083,45691,20,5,83569,41,4,9.8,74,-24,17,1286,17378,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,515192,797,14491,673.08,0.1,48,301
264418,242628,9,21790,242628,20203,7.7,65936,25.3,11.2,29121,50.8,232354,20034,1887,3887,180,2559,78273,157099,89.1,7.7,0.7,1.5,0.1,1,30,60.2,3961,2073,33,47.4,3.3,22.3,78.4,24.4,43000,17.1,114673,14078,14,59.2,69100,24.6,92516,2.52,17323,41223,17.4,7454,28828,136720,4925,3.6,161751,9997,24958,5572602,34452,6804,102152,9.2,17471,414895,20792,0,0,1.7,10.4,0,26.2,1115440,0,3274249,13240,1275,186928,557182,1453129,5570,899.49,269.9,48,303
5783,6549,-11.7,-766,6550,428,7.3,1581,26.9,16,939,50,5514,223,82,11,1,51,2701,2891,93.7,3.8,1.4,0.2,0,0.9,45.9,49.1,83,66,0,63.2,5,37.4,61.9,13.4,1197,19.6,2708,37,1.4,74.3,38500,4.5,2354,2.76,14090,32840,20.1,134,22013,2712,137,5.1,2791,-28,575,69030,24733,84,641,-18.1,302,646,374,0,0,0,0,0,0,0,6935,17902,2805,1,146,530475,74442,12656,891.88,7.3,48,305
7943,8205,-3.2,-262,8205,505,6.4,1904,24.2,19.3,1514,52.9,7584,191,25,24,1,37,2315,5311,96.5,2.4,0.3,0.3,0,0.5,29.4,67.6,101,109,0,58.5,3.2,21,70.5,14,1711,20.3,4315,131,3.1,72.8,34000,8.3,3277,2.47,14579,31681,22.8,205,25738,3787,149,3.9,4953,213,712,121029,24435,230,1995,-7.6,709,7753,900,0,0,0,0,0,0,0,9059,81241,10306,4,697,546293,68585,8724,1069.31,7.7,48,307
230213,213519,7.8,16694,213517,17155,7.5,58898,25.8,12.3,28063,51.1,186162,34356,1358,3512,173,2562,48583,139633,81.6,15.1,0.6,1.5,0.1,1.1,21.3,61.2,3409,2016,27,48.2,6.1,15.6,76.6,19.1,40554,20,91908,7112,8.4,60.2,67700,23.2,78859,2.59,17174,40459,19.1,6411,28340,112867,4773,4.2,133503,9403,17374,4948947,37070,4960,90403,-0.3,12995,292764,15273,5.1,0,2.1,6.1,0,25.3,4239088,3715668,2199055,10123,1064,143018,538473,1503698,6592,1041.88,204.9,48,309
837,851,-1.6,-14,851,37,4.2,147,16.8,19.5,170,50.3,853,10,5,6,0,0,298,561,97.6,1.1,0.6,0.7,0,0,34.1,64.2,12,4,0,71.6,4.2,27.4,74.7,16.2,208,19.7,618,26,4.4,80.6,46800,0,355,2.4,22258,37661,13.9,24,28656,334,18,5.4,668,-17,116,10017,14996,17,0,0,103,0,97,0,0,0,0,0,0,0,0,0,0,0,0,596900,9040,10343,1113,0.8,48,311
13382,12940,3.4,442,12940,779,5.8,2724,20.4,14.7,1968,41.2,10191,2919,53,96,4,116,2528,7757,76.2,21.8,0.4,0.7,0,0.9,18.9,58,148,117,0,51.2,4.8,16.2,72.8,11.5,2285,26,5035,238,5,77,55900,4.4,3914,2.57,14056,34285,21.2,312,23617,5058,236,4.7,6172,134,1232,194456,31506,203,1752,-6.6,858,9925,842,0,0,0,0,0,24.1,0,0,196462,15345,15,1348,244524,60786,4543,469.65,27.5,48,313
10544,10941,-3.6,-397,10941,538,5,2191,20.4,21.4,2295,51.8,8030,2405,105,22,1,178,327,7746,74.8,22.4,1,0.2,0,1.7,3,72.1,85,160,0,60,0.9,3.6,67.5,8.5,3165,32.9,6656,272,4.3,82.1,48700,3.1,4610,2.35,14535,31043,25,250,23215,5159,240,4.7,3920,421,485,92857,23688,165,1198,4.3,768,5885,754,0,0,0,0,0,0,0,12154,53637,4863,4,575,59602,84186,7838,381.21,28.7,48,315
4513,4746,-4.9,-233,4746,359,8,1345,30.1,13,582,50.8,4255,84,51,21,0,53,1908,2418,95.3,1.9,1.1,0.5,0,1.2,42.7,54.2,73,46,0,66.2,8.1,39.3,65.8,11.8,610,19.3,2081,183,9.6,74.1,53800,7,1624,2.87,15647,40927,16.9,121,27405,2140,77,3.6,2577,174,388,68731,26671,94,792,42.2,319,0,345,0,0,0,0,0,0,0,17040,27664,5954,0,0,526007,46513,10420,914.78,5.2,48,317
3882,3739,3.8,143,3738,191,4.9,728,18.7,22.4,872,51.7,3830,5,27,2,1,25,857,2998,98.5,0.1,0.7,0.1,0,0.6,22,77.1,36,46,0,65.1,4.7,18.7,78.1,18.7,884,18.7,2454,82,3.5,80.2,53900,4.1,1607,2.31,20931,37846,14.5,105,27300,2391,68,2.8,2848,417,271,54207,19033,138,772,44.3,503,3040,543,0,0,0,0,0,0,0,25925,16693,4444,10,788,555597,28637,7362,932.07,4,48,319
37265,37957,-1.8,-692,37957,2672,7.2,10034,27.1,13.8,5115,50.1,30934,4504,320,831,33,402,13417,18005,83.6,12.2,0.9,2.2,0.1,1.1,36.2,48.6,542,326,0,58.8,9.9,26.6,70.3,12.5,7063,23.9,19383,772,4.1,66.8,61500,15,13901,2.7,15709,38680,22.5,927,24962,16719,999,6,16188,-583,2628,584249,36091,753,7535,-4.5,2422,30934,2932,0,0,0,0,0,22.3,0,0,266048,6994,120,17374,619142,251207,6785,1114.46,34.1,48,321
52279,47297,10.5,4982,47297,5131,9.9,17770,34.4,10.7,5538,52.1,49931,370,783,308,79,185,49075,1739,96.7,0.7,1.5,0.6,0.2,0.4,95,3.4,1068,318,0,64.7,37.8,92.1,42.1,9.1,8784,20.2,16602,1713,11.5,69.6,50200,14,13089,3.6,8758,27652,29.8,800,15667,19994,2265,11.3,18995,3443,5140,535430,28188,806,9034,14.9,3793,29977,3504,0,0,0,77.2,0,12.8,0,70129,351776,7207,110,6096,476245,306833,5940,1280.08,37,48,323
44275,39304,12.6,4971,39304,3091,7.1,11394,26,12.7,5557,49,41613,1198,351,228,54,382,20726,21373,95,2.7,0.8,0.5,0.1,0.9,47.3,48.8,591,348,0,57.4,4.1,36.8,72.2,13.3,6943,30.5,15658,832,5.6,79.8,68100,5.4,12880,2.91,15210,44606,14.8,1091,25244,19980,836,4.2,15359,952,2999,351744,22901,633,5501,12.1,2904,21850,2852,0,0,0,22.9,0,23.2,42166,58186,289764,7115,43,4783,804941,238026,5431,1327.76,29.6,48,325
2138,2360,-9.4,-222,2360,92,4.3,380,17.8,24.7,528,50.6,2068,24,16,12,6,8,681,1411,96.9,1.1,0.7,0.6,0.3,0.4,31.9,66.1,25,28,0,57,4.8,27.1,69.4,17.2,564,21.1,1666,59,3.7,74.6,28900,2.4,990,2.34,15987,32749,21.5,51,23486,1113,40,3.6,1447,-5,216,14952,10333,52,245,-15.2,281,1156,292,0,0,0,0,0,0,0,0,12332,5221,0,0,548838,18512,8675,901.91,2.6,48,327
129494,116009,11.6,13485,116009,10359,8.2,35474,28.1,11.7,14760,51.4,113997,8783,975,1338,60,1255,45075,70304,90.2,6.9,0.8,1.1,0,1,35.7,55.6,1973,864,3,54,7.6,25.8,79.2,24.8,17459,18.5,49999,1939,4,69.6,73400,22.3,42745,2.68,20369,51280,14.4,6011,48644,71440,2087,2.9,90309,14263,8549,4798111,53130,4227,54114,17.6,12867,170001,14669,0,0,2.1,14,0,22.5,205389,988221,1293601,11014,514,62159,361558,513704,4064,900.25,128.9,48,329
24892,24238,2.7,654,24238,1781,7.2,6444,25.9,16.6,4128,50.5,21746,2648,159,112,3,187,5337,16591,87.5,10.7,0.6,0.5,0,0.8,21.5,66.8,321,312,6,59.2,5.6,17.3,70.9,11.6,4584,27.1,11212,346,3.2,73,49300,6.1,9199,2.59,16920,39427,17.3,656,26311,12477,527,4.2,12410,690,1421,400015,32233,421,5547,1.3,1451,13380,1702,0,0,0,0,0,18.2,615889,62431,137316,5481,37,2169,576809,168435,6777,1016.71,23.8,48,331
4998,5151,-3,-153,5151,249,4.9,1100,21.9,21.9,1102,49.5,4887,87,15,4,5,33,753,4146,97.1,1.7,0.3,0.1,0.1,0.7,15,82.4,51,71,0,63,4.4,12.3,76.7,20.2,1112,23.7,2787,96,3.6,80.5,48800,2.5,2001,2.43,15914,35725,17.2,132,26358,2279,90,3.9,3270,129,444,63411,19392,123,876,1.9,389,1372,467,0,0,0,0,0,26.1,0,5614,36964,7228,0,0,427342,37137,7382,748.11,6.9,48,333
9230,9698,-4.8,-468,9698,481,5.2,1700,18.3,13.1,1212,37.5,7788,1316,68,39,2,62,3035,4832,84,14.2,0.7,0.4,0,0.7,32.7,52.1,82,92,0,45.6,2.8,27.6,71.7,10.4,1486,18.4,4219,51,1.2,75.9,31000,6.5,2837,2.48,14043,32554,24.6,163,17640,3314,175,5.3,3923,72,1289,100720,25674,133,1129,-10.6,430,3313,535,0,0,0,0,0,0,0,0,38159,4036,1,43,487922,61277,6607,910.04,10.7,48,335
19716,19113,3.2,603,19117,1322,6.7,4510,22.9,19.8,3886,51.8,19038,165,162,77,5,209,1442,17645,96.9,0.8,0.8,0.4,0,1.1,7.3,89.8,240,316,0,58,2.4,5.9,73,11.3,3895,30.2,10236,374,3.8,78.8,53200,4.3,7770,2.41,17115,40072,14.9,582,29654,10389,376,3.6,10218,839,1473,243034,23785,466,3751,13.8,2004,7359,2188,0,0,0,0,0,0,0,24560,120833,6284,1,171,503562,147458,7502,930.66,20.5,48,337
429953,293767,46.4,136186,293768,31227,7.6,112882,27.4,9.3,38340,50.2,378275,19995,2254,7304,186,4624,72573,308399,91.7,4.8,0.5,1.8,0,1.1,17.6,74.7,5625,2426,31,46.7,8.6,13.8,81.6,25.3,47386,32.9,156049,43279,38.4,78.1,114800,12.3,103296,2.83,24544,63550,9.8,15417,39206,200413,7880,3.9,160710,46713,16406,6647982,41366,7880,106503,24.5,33476,461328,30936,2.2,0,1.4,7.5,0,29,1508919,2524832,3375120,10274,7611,1069880,197892,1326936,3216,1044.03,281.4,48,339
20308,20121,0.9,187,20121,2072,10.3,6652,33.1,10.3,2072,49.5,19190,248,185,238,11,209,10577,8862,95.6,1.2,0.9,1.2,0.1,1,52.7,44.1,408,150,0,49,20.9,40.7,62.1,11,2970,17.7,7687,209,2.8,70.5,60400,13.6,6774,2.94,15214,43161,12.5,545,27095,10590,325,3.1,11685,745,1603,464670,39766,412,6991,1.2,935,15895,1329,0,0,0,0,0,0,0,0,145760,7237,87,6036,549548,76079,3789,899.66,22.4,48,341
12915,13048,-1,-133,13048,839,6.4,3007,23,18.6,2428,51.9,9736,3027,70,36,8,187,706,9088,74.5,23.2,0.5,0.3,0.1,1.4,5.4,69.6,183,188,0,61.6,2,3.9,73.7,11.2,2988,23.9,6197,180,3,77.9,45600,6.7,5215,2.47,15612,35288,17.5,363,27906,6144,322,5.2,6527,41,744,306295,46927,228,4016,-1.3,835,0,909,0,0,0,0,0,0,692724,0,47317,3581,2,231,99674,104250,7980,254.51,51.2,48,343
1260,1426,-11.6,-166,1426,78,6.1,268,20.8,24,309,50,1207,55,9,2,2,12,194,1021,93.8,4.3,0.7,0.2,0.2,0.9,15.1,79.3,14,21,0,61.8,3.3,11.2,73.5,14.7,302,18.2,863,24,2.9,76.7,30100,2.6,606,2.35,16584,32814,16,29,22493,694,28,4,1048,91,120,13911,13274,41,193,8.4,145,311,169,0,0,0,0,0,0,0,0,3962,3071,0,0,486994,17763,13802,989.38,1.4,48,345
62768,59203,6,3565,59203,4850,7.8,15112,24.2,11.8,7396,51.6,50493,10383,320,540,75,624,9616,41301,80.9,16.6,0.5,0.9,0.1,1,15.4,66.2,954,567,0,49.6,6.2,11.6,73.7,22.8,10869,19.5,26720,1669,6.7,61.6,73900,17.7,22006,2.49,15437,32774,21.1,1475,23865,30293,1264,4.2,30838,1695,5335,940673,30504,1269,17424,-2.2,3673,59475,4204,0,0,0,5.3,0,24.8,1129336,157426,612898,10347,99,12666,273880,377393,6045,946.77,62.5,48,347
49456,45124,9.6,4332,45124,3522,7.1,12860,26,14,6895,50.3,40308,7704,270,410,262,442,10779,29905,81.6,15.6,0.5,0.8,0.5,0.9,21.8,60.5,712,491,8,55.4,9.1,15.4,71.7,12.2,10195,26.4,19072,623,3.4,70.8,56700,11.7,16491,2.65,15266,37657,18.5,1196,24359,20764,1037,5,24962,1212,3775,668781,26792,890,13062,-3.4,3013,35094,3450,0,0,0,0,0,28,489085,0,407024,8696,66,4664,537104,303068,6135,1007.66,44.8,48,349
13752,15072,-8.8,-1320,15072,656,4.7,3031,21.9,14.9,2066,49.1,10581,2899,107,91,5,144,589,10038,76.5,21,0.8,0.7,0,1,4.3,72.6,135,172,0,67.2,0.9,3.6,68.7,5.5,3513,37.6,7489,158,2.2,84.5,48200,1.8,5583,2.59,13381,34162,20.4,297,21342,5754,378,6.6,3315,-264,793,84886,25607,133,1198,-26.2,686,2226,798,0,0,0,0,0,0,0,12166,32907,2208,0,0,69381,88524,6402,932.69,16.2,48,351
14879,15802,-5.8,-923,15802,1158,7.9,3839,26.3,16.3,2380,51.2,13449,795,106,91,9,164,4596,9026,92,5.4,0.7,0.6,0.1,1.1,31.4,61.8,245,203,0,58.6,4.2,24.1,69.9,13.2,3411,16.4,7101,-11,-0.2,67.4,35300,13.3,6170,2.48,14077,32218,21.8,376,25828,7599,287,3.8,8916,201,1888,250265,28069,361,4572,-3.2,997,14981,1214,0,0,0,0,0,0,171246,0,115729,7630,0,0,481183,146623,10033,911.98,17.3,48,353
322077,313645,2.7,8432,313645,24817,7.7,86838,27,11.6,37179,51.2,296434,13877,2545,4563,392,3324,189710,111574,92.3,4.3,0.8,1.4,0.1,1,59.1,34.7,5106,2396,31,53.2,6.5,42.9,74.4,18.8,60072,20.2,134085,11044,9,61.3,70100,26.5,110365,2.79,17036,41140,19.1,10347,32299,157371,6867,4.4,198596,14663,30914,8595209,43280,7995,129904,11.2,21467,505577,24979,1,1.4,2.6,30.3,0,27.3,0,1811602,3277543,10437,1374,173457,523859,2391389,7447,835.82,375.2,48,355
9613,9006,6.7,607,9006,922,9.6,2840,29.6,10.9,1045,49.7,9298,41,102,64,1,81,4080,5281,97,0.4,1.1,0.7,0,0.8,42.6,55.1,177,71,0,58.2,16.1,29,69.2,16.1,1448,19.2,3836,67,1.8,72.5,48800,5.6,3261,2.74,16707,50838,12.7,332,35537,5251,143,2.7,6291,591,754,285976,45458,320,3269,31.2,718,6639,905,0,0,0,0,0,0,0,70167,73643,8118,3,480,559479,40608,4236,917.56,9.8,48,357
2062,2185,-5.6,-123,2185,116,5.6,674,32.5,11.2,233,48,1956,60,32,10,1,16,267,1695,94.3,2.9,1.5,0.5,0,0.8,12.9,81.7,19,15,0,47.5,5.4,12.9,80.5,19.4,384,20.2,842,27,3.3,66.4,50000,3.3,735,2.61,14806,51101,22.1,51,24333,935,37,4,1208,-292,291,35443,29340,45,512,-8.6,175,1656,241,0,0,0,0,0,0,0,0,9202,4282,1,164,936390,39560,19065,1500.63,1.5,48,359
83022,84966,-2.3,-1944,84966,5300,6.4,20216,24.5,14.1,11674,51,73117,7348,589,797,25,793,3793,69611,88.4,8.9,0.7,1,0,1,4.6,84.2,1035,927,7,59.3,2.1,5.8,79,11,17399,22.1,35636,855,2.5,77.2,66100,9.7,31642,2.65,17554,46563,13.5,2407,29266,41236,2162,5.2,32167,-1986,4737,1163964,36185,1364,18968,-4.8,5141,60557,5633,0,0,0,0,0,25.5,2424207,0,653709,7745,414,46090,73474,531784,6433,356.4,238.7,48,361
27486,27026,1.7,460,27026,1916,7,6787,24.8,15.6,4255,50.7,25893,700,204,195,9,320,4425,21593,94.8,2.6,0.7,0.7,0,1.2,16.2,79,416,330,0,52.7,4.4,11.4,71.2,12.1,5963,24.9,14439,337,2.4,72,46700,9.2,10594,2.52,15454,37034,15.9,776,28177,14242,528,3.7,13913,1341,1951,446013,32057,632,6956,2.4,2038,26398,2337,0,0,0,4.8,0,20.8,174434,0,204446,7527,13,1139,484964,184105,6739,952.93,28.4,48,363
23084,22756,1.4,328,22756,1516,6.6,5381,23.4,15.6,3589,51.6,18483,4102,111,117,6,183,1282,17258,80.4,17.8,0.5,0.5,0,0.8,5.6,75,305,260,0,62.9,2.9,4.6,75.9,13.4,4870,25.9,10945,421,4,80.8,60600,3.2,8821,2.53,15439,42324,13.7,680,29454,12437,481,3.9,12490,1741,1266,432140,34599,476,6156,12,1497,9837,1739,0,0,0,0,0,26.5,217556,52520,148008,6497,12,1380,222910,139519,6066,800.92,28.4,48,365
111776,88495,26.3,23281,88495,6742,6.2,26192,24.1,10.9,11828,49.3,103337,2870,721,596,44,1119,10318,93322,95.1,2.6,0.7,0.5,0,1,9.5,85.9,1149,785,0,50.8,2.6,7.1,80.5,18.6,14754,32.8,38213,4129,12.1,80.6,99400,5.5,31131,2.75,20305,59851,8.6,3485,33282,52616,2125,4,45335,9372,5399,1156154,25502,1953,18848,20.4,9968,71055,9355,0,0,0,1.7,0,21.2,285710,284180,957274,10111,459,70394,486658,416780,3835,903.51,97.9,48,367
9224,10016,-7.9,-792,10016,794,8.4,2826,30,13.4,1264,50.2,8995,169,137,66,6,50,5332,3850,95.5,1.8,1.5,0.7,0.1,0.5,56.6,40.9,162,70,0,59.9,20.1,44.1,60.7,13.4,1559,16.4,3783,51,1.4,72.3,49400,4.7,3322,2.97,14184,35360,15.3,242,25728,4406,145,3.3,6452,122,907,208203,32270,187,3260,-5.1,504,1484,618,0,0,0,0,0,0,0,66239,38345,3894,6,450,576461,71251,7561,881.66,11.4,48,369
16307,16809,-3,-502,16809,1154,7.2,3874,24.3,11.7,1876,44.1,14771,863,95,100,8,132,10133,4835,92.5,5.4,0.6,0.6,0.1,0.8,63.5,30.3,230,120,0,56.8,13.5,55.9,62.5,12.9,3749,17.6,6536,198,3.1,74.1,40200,8.2,5153,2.86,12212,34797,21.8,293,18462,6645,285,4.3,6826,-126,1887,209112,30635,309,2795,-5.9,770,14075,1037,0,0,0,18.6,0,0,0,40056,113760,6973,13,1398,2916070,80096,5016,4763.66,3.5,48,371
46144,41139,12.2,5005,41133,2676,5.8,10081,21.8,19.7,9107,48.6,39085,5697,788,285,6,471,5080,34260,84.4,12.3,1.7,0.6,0,1,11,73.9,524,582,0,53.7,4.3,12,70,10.4,9222,30.9,22636,1457,6.9,81.7,60000,4.4,15119,2.5,15834,37152,17.5,1413,30498,16700,1007,6,16807,1128,3114,476335,28341,653,7652,4.8,3722,24995,3700,0,0,0,0,0,38.7,0,78896,387408,8731,240,40142,129956,426420,9204,1057.26,38.9,48,373
120918,113546,6.5,7372,113546,11243,9.3,34843,28.8,11.8,14216,49.4,102112,12453,1223,2993,88,1906,39298,64696,84.5,10.3,1,2.5,0.1,1.6,32.5,53.6,2335,1177,26,46.7,9.4,24.7,71.1,13.5,22148,17.9,48279,3681,8.3,60.1,54400,19.5,40760,2.61,14947,32796,25.3,3423,28352,57475,2224,3.9,105039,3002,13825,4032525,38391,3592,66964,8,7425,246736,10001,0,0,4.1,0,0,27.1,2548174,1367395,1742876,15063,1279,190782,521824,3654127,30256,909.24,124.9,48,375
7467,7304,2.2,163,7304,732,9.7,2246,29.7,16.4,1239,52.6,7406,96,23,15,3,32,6320,1159,97.8,1.3,0.3,0.2,0,0.4,83.4,15.3,174,36,0,56.6,35.8,84.4,44.7,11.7,1897,17.3,3824,525,15.9,70.3,35500,8.1,2530,2.85,9558,27251,24.4,124,16534,3170,287,9.1,2755,238,827,66237,24042,134,703,10.9,617,5007,576,0,0,0,0,0,0,0,3732,29121,3880,15,1653,1503639,80991,10692,3855.51,1.9,48,377
11204,9139,22.6,2065,9139,600,5.4,2365,21.1,18.3,2053,50,10626,338,91,75,4,77,934,9727,94.8,3,0.8,0.7,0,0.7,8.3,86.8,119,108,0,47.5,2.5,5.5,73,11.5,2191,36.9,4792,269,5.9,82.8,60500,2.4,3617,2.51,16442,40101,15.6,259,23526,5166,229,4.4,4430,919,489,89025,20096,141,1123,24.2,823,5103,785,0,0,0,0,0,27.6,0,70818,36351,3501,11,975,93601,57175,5100,232.05,39.4,48,379
114546,104312,9.8,10234,104312,7560,6.7,27838,24.6,10.3,11690,50.9,106528,2670,856,1723,54,1205,16096,91079,94.2,2.4,0.8,1.5,0,1.1,14.2,80.6,1421,764,7,49.6,2.6,8.4,89.5,28.9,15034,18.7,46086,2825,6.5,70.3,93500,18.5,41240,2.49,21840,53213,9,3670,33012,66684,2015,3,37556,1965,4964,1188225,31639,2211,25383,18.4,9407,87531,9509,0,0,0,0,0,37.3,0,0,1072296,10080,32,6290,512309,234644,2076,914.43,114.1,48,381
3086,3326,-7.2,-240,3326,259,8.5,875,28.7,11.8,360,50,2879,124,20,9,4,17,1622,1286,94.3,4.1,0.7,0.3,0.1,0.6,53.1,42.1,48,21,0,67.2,16.4,47.6,63,9.2,435,18.8,1487,35,2.4,78.4,50500,3,1107,2.96,13174,49684,9.6,84,28379,2460,50,2,2539,664,361,97714,38485,92,811,1.6,339,1447,398,0,0,0,0,0,47.5,0,0,21730,6879,3,350,538285,16837,5515,1175.3,2.8,48,383
2875,3047,-5.6,-172,3047,164,5.5,603,20.3,22.7,672,51.2,2895,6,22,8,1,33,712,2200,97.6,0.2,0.7,0.3,0,1.1,24,74.2,29,35,0,58.8,4,20.3,73,17.3,760,21.8,2142,135,6.7,76.9,56700,1,1245,2.38,14321,29031,20,70,23844,1340,57,4.3,1453,77,238,20544,14139,75,422,-1.2,422,2416,434,0,0,0,0,0,0,0,0,5561,1857,2,156,399963,38197,12883,699.91,4.4,48,385
12955,14314,-9.5,-1359,14314,688,5.2,2765,21.1,19.7,2585,52.1,10562,2265,100,23,1,157,724,9879,80.6,17.3,0.8,0.2,0,1.2,5.5,75.4,136,202,0,62.1,2.5,5.8,65.7,9,3552,27.5,7117,201,2.9,74.9,34400,5.9,5827,2.41,15058,32284,19,309,23305,6152,310,5,5537,-581,905,115044,20777,204,2059,-20.5,866,0,1062,0,0,0,0,0,0,79586,0,53065,3804,2,90,422645,138331,10553,1050.18,13.6,48,387
11062,13137,-15.8,-2075,13137,800,7.2,2794,25,15.3,1710,46.6,10688,295,81,66,5,48,8030,2767,95.6,2.6,0.7,0.6,0,0.4,71.8,24.7,153,108,0,65.2,14.7,67.5,46.6,8,2380,17.5,5111,68,1.3,77.7,24900,6.2,4091,2.93,10811,29152,36.5,223,20027,4116,219,5.3,4993,-1476,1586,143010,28642,180,1835,-36.4,483,11490,619,0,0,0,0,0,0,0,0,73768,5885,1,180,1009877,283391,25341,2635.88,5,48,389
7350,7828,-6.1,-478,7828,415,5.6,1649,22.4,18.3,1345,51.4,6710,508,50,41,4,45,3365,3403,91.2,6.9,0.7,0.6,0.1,0.6,45.7,46.2,81,84,0,63.6,2.6,32.2,68.1,11.6,1658,22.5,3729,60,1.6,74.9,42600,3.5,2985,2.59,15481,37298,16,224,29965,3822,149,3.9,3383,124,718,91385,27013,149,1277,10.4,492,6565,583,0,0,0,0,0,0,0,9515,53165,6920,5,766,505954,64092,8711,770.21,10.2,48,391
833,887,-6.1,-54,887,54,6.5,170,20.5,13.8,115,49.9,814,3,6,1,0,7,56,766,98,0.4,0.7,0.1,0,0.8,6.7,92.2,14,14,0,53.1,0.5,1.7,90,25.4,124,27.2,461,12,2.7,79,48800,3.1,362,2.45,20923,58693,6.2,22,27409,565,13,2.3,579,118,104,6340,10950,15,0,0,88,0,78,0,0,0,0,0,0,0,0,0,0,0,0,494588,5569,6702,924.09,1,48,393
15693,16000,-1.9,-307,16000,1146,7.2,4204,26.6,16.4,2595,51.8,11918,3629,75,29,9,159,2659,9404,75.3,22.9,0.5,0.2,0.1,1,16.8,59.4,248,205,0,59.5,3.3,12.7,68.1,12.7,3744,29.1,8175,301,3.8,71.5,53000,7.5,6179,2.55,14714,35543,19.7,439,27556,7434,357,4.8,7274,298,1078,197656,27173,248,2245,6.8,1069,7779,1133,0,0,0,0,0,16.2,0,0,64627,4061,16,1908,515311,138708,8768,854.56,18.7,48,395
77633,43079,80.2,34554,43080,6008,8.1,20545,27.8,8.4,6217,49.9,66277,4589,261,1761,71,851,11616,54928,89.8,6.2,0.4,2.4,0.1,1.2,15.7,74.4,979,344,6,46.6,7.8,12.6,86.7,32.7,5642,32,25115,9765,63.6,82.7,147100,9.6,14530,2.92,28573,79492,5,2654,38915,35637,1443,4,27340,7319,3005,893383,32677,1469,15662,43.2,6922,65307,5890,0,0,2.3,0,0,28.4,0,0,585609,11485,925,193253,46419,216795,2937,128.79,334,48,397
10273,11495,-10.6,-1222,11495,704,6.8,2560,24.7,19.8,2054,51.8,9928,209,90,52,9,74,3345,6675,95.8,2,0.9,0.5,0.1,0.7,32.3,64.4,157,155,0,57.7,4.5,23.3,68.9,13.1,2569,18.8,5424,24,0.4,77.4,37800,5.1,4428,2.53,13577,33874,19.3,244,23337,4449,203,4.6,5706,-659,869,135524,23751,258,2479,-14.3,829,3733,982,0,0,0,0,0,0,179793,26591,81443,7342,0,0,584878,90810,8764,1050.73,10.9,48,399
48887,47372,3.2,1515,47372,3215,6.6,11207,23.1,14.8,7164,48.6,38751,8936,236,214,8,423,5551,33480,79.8,18.4,0.5,0.4,0,0.9,11.4,68.9,657,528,0,62.9,4.4,8.4,74.1,12.8,9547,23.7,20598,731,3.7,79.9,60900,5.3,17364,2.57,16674,41906,13.1,1264,26279,23497,992,4.2,19628,302,2515,706149,35977,745,9488,-0.3,3066,17003,3064,0,0,0,0,0,31.3,158495,0,245099,5163,14,3477,272436,247940,5105,923.55,51.3,48,401
